unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"122889","18858764","1196434","20055198","16333944","","","","","278590","0","278590","148185","2314687","602913","2917600","2019436","2632698","1162839","3795537","2475654","3783759","422281","4206040","2359988","3647996","0","3647996","1128389","0","1541084","1541084","","","","1223996","0","1223996","32740490","4925551","37666041","0","4064646","4064646","","","","","","","32740490","8990197","41730687","24465596","4455485","","","28921081","599575","","","","","","",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,31,10,31,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"122931","30757000","2209000","32966000","24370000","102000","1436000","1538000","829000","714000","97000","811000","225000","8743000","1111000","9854000","5034000","9671000","128000","9799000","5341000","14431000","339000","14770000","8113000","6512000","0","6512000","3212000","11797000","8281000","20078000","3044000","0","3044000","3558000","-1544000","2014000","89329000","12057000","101386000","13189000","0","13189000","0","0","0","0","0","0","102518000","12057000","114575000","47124000","12012000","0","0","59136000","4471000","744000","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31
"122977","29379995","978834","30358829","28902182","0","0","0","0","1310020","18797","1328817","738227","4171877","375608","4547485","3150082","4575292","3236502","7811794","5615680","5875566","279360","6154926","2913591","5112356","440017","5552373","2682644","0","1897463","1897463","0","0","0","414959","0","414959","50840065","7226581","58066646","370151","11355234","11725385","0","0","0","0","0","0","51210216","18581815","69792031","44002406","6343123","0","0","50345529","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123013","29770802","893754","30664556","23499586","","","","","980579","0","980579","566954","6537662","1141601","7679263","4638854","4415701","1087958","5503659","3948122","3707912","229587","3937499","2392115","4335899","43410","4379309","1876014","0","4541943","4541943","","","","265042","0","265042","50013597","7938253","57951850","1050769","1293895","2344664","","","","","","","51064366","9232148","60296514","36921645","6840630","","","43762275","1158691","72834","93148","","","","",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,16,16,31,31,31,10,31,18,10,11,11,10,10,10,31,31,31,31,31,31,18,11,11,10,10,31,31,10,10,10,10,31,31,31,31
"123040","640008","71112","711120","621000","0","0","0","0","0","0","0","0","152383","16931","169314","25521","365719","40635","406354","355280","722634","22349","744983","160948","361655","44699","406354","0","42017","770691","812708","0","0","0","0","0","0","2284416","966417","3250833","135451","0","135451","0","0","0","0","0","0","2419867","966417","3386284","1162749","167945","0","0","1330694","27090","0","0","","","","",31,31,31,20,31,31,31,31,31,31,31,31,31,31,31,20,31,31,31,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,20,20,20,20,20,31,31,31,31,31,31,31
"123095","893944","0","893944","623324","","","","","7878","0","7878","","5854","0","5854","","61745","0","61745","60007","427388","0","427388","268959","685267","0","685267","142181","111917","0","111917","25547","0","25547","","","","2219540","0","2219540","","","","","","","","","","2219540","0","2219540","1094471","175115","","","1269586","5854","","","","","","",10,31,10,10,31,31,31,31,10,31,10,31,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,18,31,18,18,16,31,31,11,10,31,31,31,31,31,31
"123165","4564560","1228802","5793362","2844632","0","9334","9334","3437","55799","0","55799","28318","1092118","442635","1534753","612048","1403229","30834","1434063","658847","2132185","258036","2390221","1184266","955601","192512","1148113","637105","2276376","1458664","3735040","452059","0","452059","735971","0","735971","13667898","3620817","17288715","3229223","103435","3332658","","","","","","","16897121","3724252","20621373","5968653","1395000","","","7363653","600309","194681","","","","","",10,10,10,10,31,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,21,10,31,10,10,31,10,18,18,18,10,10,10,31,31,31,31,31,31,18,18,18,10,10,31,31,10,10,10,31,31,31,31,31
"123174","104756","0","104756","76136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104756","0","104756","","","","","","","","","","104756","0","104756","76136","","","20914","97050","","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,18,31,18,10,31,31,10,10,31,31,31,31,31,31,31
"123217","13248332","368386","13616718","10210703","0","0","0","0","0","45013","45013","9226","1383077","249545","1632622","898582","2306143","1007982","3314125","1955378","2554013","476770","3030783","1381363","2517429","0","2517429","730848","250849","3621813","3872662","0","0","0","0","402901","402901","22259843","6172410","28432253","0","2225805","2225805","","","","","","","22259843","8398215","30658058","15186100","4426842","0","0","19612942","609194","0","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,18,10,10,10,18,10,10,10,31,31,31,31
"123280","33913","0","33913","31071","","","","","","","","","28803","0","28803","5470","6310","0","6310","1145","64052","0","64052","27934","41922","0","41922","6756","","","","","","","","","","175000","0","175000","6845","0","6845","","","","","","","181845","0","181845","72376","5047","","","77423","13516","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,18,31,18,10,31,10,31,31,31,31,31,31,11,31,11,10,10,31,31,10,10,31,31,31,31,31,31
"123299","11768859","1217925","12986784","9500965","0","0","0","0","396124","0","396124","52573","2624043","33146","2657189","1935708","1994623","1111729","3106352","1756732","2499592","67438","2567030","1287807","2016620","316529","2333149","980553","0","2312807","2312807","93018","52769","145787","156857","0","156857","21549736","5112343","26662079","212881","5814","218695","0","0","0","0","0","0","21762617","5118157","26880774","15514338","0","0","4358972","19873310","539148","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,21,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,18,18,18,10,10,10,10,10,10,10,10,10,10,10,10
"123341","12673141","2032073","14705214","10804804","0","0","0","0","0","673180","673180","246437","2806729","107289","2914018","1956266","2726173","1553280","4279453","3033659","4522573","442151","4964724","2335663","2498528","840739","3339267","1266704","0","1090309","1090309","0","0","0","0","0","0","25227144","6739021","31966165","110754","344053","454807","0","0","0","0","0","0","25337898","7083074","32420972","19643533","8527587","0","0","28171120","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123457","985716","0","985716","660233","","","","","","","","","253463","0","253463","103633","701224","0","701224","341244","669402","0","669402","227966","57698","0","57698","26840","207180","833763","1040943","","","","","","","2874683","833763","3708446","568763","0","568763","0","","0","0","","0","3443446","833763","4277209","1359916","381632","","","1741548","155815","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"123484","4199443","284287","4483730","3220487","0","0","0","","48598","3290","51888","8171","542030","36694","578724","403833","927517","62790","990307","696265","655765","88390","744155","744155","617031","41771","658802","289832","0","649914","649914","0","257946","257946","116778","6311","123089","7107162","1431393","8538555","326874","217283","544157","","","","","","","7434036","1648676","9082712","5362743","1350208","","","6712951","232170","12801","","","","","",10,10,10,11,31,31,10,31,10,10,10,11,10,10,10,11,10,10,10,11,11,10,11,11,10,10,10,10,31,16,11,31,10,10,10,10,10,11,11,18,10,10,10,31,31,31,31,31,31,11,11,18,18,10,31,31,18,10,10,31,31,31,31,31
"123509","9163022","392024","9555046","7217757","","","","","20906","36076","56982","21391","1717728","91750","1809478","1516408","1962985","1906134","3869119","2139592","1940018","247536","2187554","1281396","1643275","284922","1928197","680701","35171","572694","607865","","","","","","","16483105","3531136","20014241","1489415","0","1489415","","","","","","","17972520","3531136","21503656","12857245","2797906","","","15655151","544972","","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"123536","61452","0","61452","54565","","","","","","","","","53000","0","53000","43000","32315","0","32315","27548","343000","0","343000","242000","158000","0","158000","0","0","117607","117607","","","","","","","647767","117607","765374","15363","0","15363","","","","","","","663130","117607","780737","367113","29137","","","396250","24000","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"123554","18587840","269435","18857275","12875975","0","0","0","0","0","0","0","0","1922556","528419","2450975","1069472","7566542","384604","7951146","3496563","5434824","91247","5526071","2119099","3989101","13448","4002549","1183439","2129023","2012213","4141236","5723","0","5723","1257073","-56034","1201039","40892682","3243332","44136014","5090206","0","5090206","","","","","","","45982888","3243332","49226220","20744548","5136502","0","0","25881050","1017982","759778","","","","","",10,10,10,10,31,31,10,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31
"123563","12579711","388051","12967762","10154655","42988","84233","127221","103428","331515","0","331515","162796","1901026","1046924","2947950","1787860","2285614","940706","3226320","2366901","3577082","125754","3702836","2110760","2142816","765860","2908676","774109","2596","1378288","1380884","0","32366","32366","60000","69670","129670","22923348","4831852","27755200","2197469","0","2197469","","","","","","","25120817","4831852","29952669","17460509","4256849","","","21717358","592827","39566","58788","","","","",10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,18,10,10,10,18,18,10,10,31,10,31,31,31,31,31,31,18,18,10,10,10,31,31,10,10,10,10,31,31,31,31
"123572","24916588","563603","25480191","19431084","","","","","","","","","4913075","0","4913075","2926210","4752382","3381371","8133753","2150738","8239734","0","8239734","4445363","4673419","0","4673419","2121595","0","2824037","2824037","","","","0","0","0","47495198","6769011","54264209","2385106","914980","3300086","","","","","","","49880304","7683991","57564295","31074990","2292401","","6486735","39854126","2509581","102918","0","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,31,10,10,31,31,31,31,31,10,10,10,10,10,10,18,31,31,31,31,31,31,18,18,18,18,10,31,10,18,10,10,10,31,31,31,31
"123633","300082","0","300082","300082","0","","0","","4200","0","4200","4200","162629","0","162629","162629","118950","0","118950","118950","319752","0","319752","319752","304004","0","304004","304004","0","104107","104107","","","","","","","1209617","104107","1313724","","","","22585","0","22585","","","","1232202","104107","1336309","1209617","0","0","0","1209617","8769","","","","","","",10,31,10,10,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,11,11,31,31,31,31,31,31,10,11,11,31,31,31,10,31,10,31,31,31,11,11,11,11,10,10,10,11,10,31,31,31,31,31,31
"123651","2467976","296856","2764832","2038300","0","0","0","0","0","0","0","0","495710","0","495710","333010","1369947","78177","1448124","870290","1639520","186258","1825778","643310","885611","51","885662","465831","1891458","992270","2883728","558575","0","558575","0","0","0","9308797","1553612","10862409","1842973","2107","1845080","","","","","","","11151770","1555719","12707489","4350741","692150","0","0","5042891","268061","556842","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"123800","16547453","1778941","18326394","15003011","210502","19687","230189","173414","57188","450309","507497","380039","3332723","290759","3623482","2514805","2415145","1317628","3732773","2868950","5758697","42176","5800873","3094742","3689989","235286","3925275","1351133","604003","2633424","3237427","0","0","0","0","0","0","32615700","6768210","39383910","31667","4669966","4701633","0","0","0","0","0","0","32647367","11438176","44085543","25386094","4527934","0","0","29914028","701112","0","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"123855","920666","0","920666","476288","","","","","","","","","276044","0","276044","135885","265331","334331","599662","104149","686183","0","686183","222251","780360","0","780360","243156","","","","","","","","","","2928584","334331","3262915","","","","","","","","","","2928584","334331","3262915","1181729","","310073","","1491802","212823","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,18,10,18,18,31,10,31,10,10,31,31,31,31,31,31
"123916","157503","99671","257174","198494","","","","","0","3863","3863","","68220","0","68220","","46125","1932","48057","18783","263322","45277","308599","121182","31673","4313","35986","","10383","30152","40535","","","","-7514","-1406","-8920","569712","183802","753514","","","","","","","","","","569712","183802","753514","338459","80012","","","418471","67302","","","","","","",10,10,10,10,31,31,31,31,31,10,10,31,10,31,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,18,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"123943","3239406","38238","3277644","2440077","258110","18064","276174","206243","341364","45027","386391","0","382705","9784","392489","254891","313046","4210","317256","193624","2102850","17026","2119876","1228523","611717","5366","617083","124398","0","135028","135028","23571","0","23571","-96987","8827","-88160","7175782","281570","7457352","61067","4570","65637","","","","","","","7236849","286140","7522989","4447756","937287","0","0","5385043","147813","0","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"123952","153600","0","153600","141692","","","","","9840","0","9840","6808","332730","0","332730","","44597","0","44597","36767","1016074","0","1016074","813365","290127","0","290127","55570","23089","92137","115226","451983","0","451983","","","","2322040","92137","2414177","","","","","","","","","","2322040","92137","2414177","1054202","97305","","","1151507","50710","","","","","","",10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
