UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
377652,"R",8500,"R",100,"A",.,"A",.,"R",8500,"R",100,"A",.,"A",.,"R",8500,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",850,"R",1185,"R",1335,"R",1335,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8019,"R",10521,"R",10521,"R",10521,"R",3625,"R",7608,"R",7608,"R",7608,"R",3625,"R",7653,"R",7653,"R",7653,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
377661,"R",8500,"R",100,"A",.,"A",.,"R",8500,"R",100,"A",.,"A",.,"R",8500,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",850,"R",1185,"R",1335,"R",1335,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8019,"R",10521,"R",10521,"R",10521,"R",3625,"R",7608,"R",7608,"R",7608,"R",3625,"R",7653,"R",7653,"R",7653,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
377670,"R",8500,"R",100,"A",.,"A",.,"R",8500,"R",100,"A",.,"A",.,"R",8500,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",7650,"R",100,"R",7750,"R",7650,"R",100,"R",7750,"R",8500,"R",100,"R",8600,"R",8500,"R",100,"R",8600,.,.,"R",850,"R",1185,"R",1335,"R",1335,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8019,"R",10521,"R",10521,"R",10521,"R",3625,"R",7608,"R",7608,"R",7608,"R",3625,"R",7653,"R",7653,"R",7653,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
377759,"R",8800,"R",75,"A",.,"A",.,"R",8800,"R",75,"A",.,"A",.,"R",8800,"R",75,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8300,"R",75,"R",8375,"R",8300,"R",75,"R",8375,"R",8800,"R",75,"R",8875,"R",8800,"R",75,"R",8875,.,.,"R",8300,"R",75,"R",8375,"R",8300,"R",75,"R",8375,"R",8800,"R",75,"R",8875,"R",8800,"R",75,"R",8875,.,.,"R",8300,"R",75,"R",8375,"R",8300,"R",75,"R",8375,"R",8800,"R",75,"R",8875,"R",8800,"R",75,"R",8875,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6930,"R",8316,"R",8316,"R",8500,"R",2744,"R",3292,"R",3292,"R",3300,"R",2940,"R",3528,"R",3592,"R",3650,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
378406,"R",16848,"R",300,"R",468,"A",.,"R",16848,"R",300,"R",468,"A",.,"R",16848,"R",300,"R",468,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14580,"R",300,"R",14880,"R",15300,"R",300,"R",15600,"R",16056,"R",300,"R",16356,"R",16848,"R",300,"R",17148,.,.,"R",14580,"R",300,"R",14880,"R",15300,"R",300,"R",15600,"R",16056,"R",300,"R",16356,"R",16848,"R",300,"R",17148,.,.,"R",14580,"R",300,"R",14880,"R",15300,"R",300,"R",15600,"R",16056,"R",300,"R",16356,"R",16848,"R",300,"R",17148,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6372,"R",6579,"R",6732,"R",7119,"R",3344,"R",3546,"R",3687,"R",3745,"R",6548,"R",6858,"R",7092,"R",7327,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
378576,"R",8931,"R",300,"R",240,"A",.,"R",8931,"R",300,"R",240,"A",.,"R",8931,"R",300,"R",240,"A",.,"R",14550,"R",424,"R",240,"R",14550,"R",424,"R",240,"R",14550,"R",424,"R",240,"R",8036,"R",238,"R",8274,"R",8370,"R",250,"R",8620,"R",8704,"R",250,"R",8954,"R",8931,"R",300,"R",9231,.,.,"R",8036,"R",238,"R",8274,"R",8370,"R",250,"R",8620,"R",8704,"R",250,"R",8954,"R",8931,"R",300,"R",9231,.,.,"R",8036,"R",238,"R",8274,"R",8370,"R",250,"R",8620,"R",8704,"R",250,"R",8954,"R",8931,"R",300,"R",9231,.,.,"R",1196,"R",1050,"R",1080,"R",1050,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17654,"R",18360,"R",19094,"R",19667,"R",4414,"R",4591,"R",4775,"R",4918,"R",4414,"R",4591,"R",4775,"R",4918,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
379029,"R",13250,"R",0,"A",.,"A",.,"R",13250,"Z",0,"A",.,"A",.,"R",13250,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13175,"B",.,"R",13175,"R",13275,"B",.,"R",13275,"R",13275,"B",.,"R",13275,"R",13275,"B",.,"R",13275,.,.,"R",13175,"B",.,"R",13175,"R",13275,"B",.,"R",13275,"R",13275,"B",.,"R",13275,"R",13275,"B",.,"R",13275,.,.,"R",13175,"B",.,"R",13175,"R",13275,"B",.,"R",13275,"R",13275,"B",.,"R",13275,"R",13275,"B",.,"R",13275,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6784,"R",7253,"R",7889,"R",8547,"R",3515,"R",3806,"R",4093,"R",5036,"R",3515,"R",3806,"R",4093,"R",5036,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
380094,"R",14395,"R",50,"A",.,"A",.,"R",14395,"R",50,"A",.,"A",.,"R",14395,"R",50,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12520,"R",50,"R",12570,"R",13000,"R",50,"R",13050,"R",13900,"R",50,"R",13950,"R",13900,"R",50,"R",13950,.,.,"R",12520,"R",50,"R",12570,"R",13000,"R",50,"R",13050,"R",13900,"R",50,"R",13950,"R",13900,"R",50,"R",13950,.,.,"R",12520,"R",50,"R",12570,"R",13000,"R",50,"R",13050,"R",13900,"R",50,"R",13950,"R",13900,"R",50,"R",13950,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6354,"R",6561,"R",6840,"R",7011,"R",4275,"R",4842,"R",5310,"R",5643,"R",4275,"R",4842,"R",5310,"R",5643,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
380359,"R",2380,"R",380,"R",85,"A",.,"R",2380,"R",380,"R",85,"A",.,"R",2380,"R",380,"R",85,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,0,0,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,0,0,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,"R",2380,"R",380,"R",2760,0,0,"R",600,"R",600,"R",600,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5220,"R",5220,"R",5220,"R",5220,"R",3240,"R",3240,"R",3240,"R",3240,"R",3240,"R",3240,"R",3240,"R",3240,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
380368,"R",4190,"R",451,"R",136,"A",.,"R",4190,"R",451,"R",136,"A",.,"R",8380,"R",451,"R",272,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3764,"R",452,"R",4216,"R",3914,"R",452,"R",4366,"R",3988,"R",452,"R",4440,"R",4108,"R",452,"R",4560,.,.,"R",3764,"R",452,"R",4216,"R",3914,"R",452,"R",4366,"R",3988,"R",452,"R",4440,"R",4108,"R",452,"R",4560,.,.,"R",7528,"R",452,"R",7980,"R",7828,"R",452,"R",8280,"R",7976,"R",452,"R",8428,"R",8216,"R",452,"R",8668,.,.,"R",850,"R",876,"R",910,"R",910,"R",9458,"R",9760,"R",10160,"R",10170,"R",4642,"R",4790,"R",4989,"R",4990,"R",9458,"R",9760,"R",10160,"R",10170,"R",4642,"R",4790,"R",4986,"R",4990,"R",14100,"R",14550,"R",15146,"R",15160,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
380377,"R",3006,"R",300,"R",227,"A",.,"R",3006,"R",300,"R",227,"A",.,"R",3006,"R",300,"R",227,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2646,"R",0,"R",2646,"R",2646,"R",0,"R",2646,"R",2646,"R",0,"R",2646,"R",3006,"R",300,"R",3306,.,.,"R",2646,"R",0,"R",2646,"R",2646,"R",0,"R",2646,"R",2646,"R",0,"R",2646,"R",3006,"R",300,"R",3306,.,.,"R",2646,"R",0,"R",2646,"R",2646,"R",0,"R",2646,"R",2646,"R",0,"R",2646,"R",3006,"R",300,"R",3306,.,.,"R",895,"R",896,"R",896,"R",960,"R",0,"R",8550,"R",8550,"R",3375,"R",0,"R",3650,"R",3650,"R",3522,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
380438,"R",13977,"R",0,"R",292,"A",.,"R",13977,"Z",0,"R",292,"A",.,"R",13977,"Z",0,"R",292,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8542,"B",.,"R",8542,"R",11580,"B",.,"R",11580,"R",12705,"B",.,"R",12705,"R",13977,"R",0,"R",13977,.,.,"R",8542,"B",.,"R",8542,"R",11580,"B",.,"R",11580,"R",12705,"B",.,"R",12705,"R",13977,"R",0,"R",13977,.,.,"R",8542,"B",.,"R",8542,"R",11580,"B",.,"R",11580,"R",12705,"B",.,"R",12705,"R",13977,"R",0,"R",13977,.,.,"R",1800,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8082,"R",8280,"R",5700,"R",5400,"R",1980,"R",2180,"R",3705,"R",3720,"R",1980,"R",2180,"R",3705,"R",3720,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
380465,"R",8760,"R",600,"A",.,"A",.,"R",8760,"R",600,"A",.,"A",.,"R",8760,"R",600,"A",.,"A",.,"R",10344,"R",760,"A",.,"R",10344,"R",760,"A",.,"R",10344,"R",760,"A",.,"R",8160,"R",600,"R",8760,"R",8160,"R",600,"R",8760,"R",8760,"R",600,"R",9360,"R",8760,"R",600,"R",9360,.,.,"R",8160,"R",600,"R",8760,"R",8160,"R",600,"R",8760,"R",8760,"R",600,"R",9360,"R",8760,"R",600,"R",9360,.,.,"R",8160,"R",600,"R",8760,"R",8160,"R",600,"R",8760,"R",8760,"R",600,"R",9360,"R",8760,"R",600,"R",9360,.,.,"R",75,"R",75,"R",75,"R",75,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11651,"R",11910,"R",11664,"R",11664,"R",9925,"R",10146,"R",11196,"R",11121,"R",9925,"R",10146,"R",11196,"R",11121,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
381352,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13776,"R",250,"R",15,"R",13776,"R",250,"R",15,"R",13776,"R",250,"R",15,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
381459,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6930,"R",120,"R",410,"R",6930,"R",120,"R",410,"R",6930,"R",120,"R",410,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
381529,"R",2970,"R",822,"R",3,"A",.,"R",2970,"R",822,"R",3,"A",.,"R",2970,"R",822,"R",3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2639,"R",924,"R",3563,"R",2639,"R",924,"R",3563,"R",2700,"R",924,"R",3624,"R",2970,"R",822,"R",3792,.,.,"R",2639,"R",924,"R",3563,"R",2639,"R",924,"R",3563,"R",2700,"R",924,"R",3624,"R",2970,"R",822,"R",3792,.,.,"R",2639,"R",924,"R",3563,"R",2639,"R",924,"R",3563,"R",2700,"R",924,"R",3624,"R",2970,"R",822,"R",3792,.,.,"R",1232,"R",1232,"R",1232,"R",1232,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9520,"R",9520,"R",9520,"R",9460,"R",2144,"R",2144,"R",2144,"R",2216,"R",3018,"R",3018,"R",3018,"R",3018,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
381617,"R",7020,"R",0,"R",195,"A",.,"R",7020,"Z",0,"R",195,"A",.,"R",7020,"Z",0,"R",195,"A",.,"R",6825,"Z",0,"R",195,"R",6825,"Z",0,"R",195,"R",6825,"Z",0,"R",195,"R",6480,"B",.,"R",6480,"R",6840,"B",.,"R",6840,"R",6840,"B",.,"R",6840,"R",7020,"R",0,"R",7020,.,.,"R",6480,"B",.,"R",6480,"R",6840,"B",.,"R",6840,"R",6840,"B",.,"R",6840,"R",7020,"R",0,"R",7020,.,.,"R",6480,"B",.,"R",6480,"R",6840,"B",.,"R",6840,"R",6840,"B",.,"R",6840,"R",7020,"R",0,"R",7020,.,.,"R",1500,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",7200,"R",7200,"R",7200,"R",4800,"R",4800,"R",4800,"R",4800,"R",4800,"R",4800,"R",4800,"R",4800,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
381732,"R",10625,"R",1346,"R",15,"A",.,"R",10625,"R",1346,"R",15,"A",.,"R",10625,"R",1346,"R",15,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8925,"R",780,"R",9705,"R",9625,"R",796,"R",10421,"R",9625,"R",971,"R",10596,"R",10625,"R",1346,"R",11971,0,.,"R",8925,"R",780,"R",9705,"R",9625,"R",796,"R",10421,"R",9625,"R",971,"R",10596,"R",10625,"R",1346,"R",11971,0,.,"R",8925,"R",780,"R",9705,"R",9625,"R",796,"R",10421,"R",9625,"R",971,"R",10596,"R",10625,"R",1346,"R",11971,0,.,"R",537,"R",538,"R",623,"R",643,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8010,"R",8010,"R",8469,"R",8415,"R",4410,"R",4410,"R",4770,"R",4973,"R",2898,"R",2898,"R",3132,"R",3380,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
381741,"R",15333,"R",50,"A",.,"A",.,"R",15333,"R",50,"A",.,"A",.,"R",15333,"R",50,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12520,"R",50,"R",12570,"R",13000,"R",50,"R",13050,"R",13900,"R",50,"R",13950,"R",13900,"R",50,"R",13950,.,.,"R",12520,"R",50,"R",12570,"R",13000,"R",50,"R",13050,"R",13900,"R",50,"R",13950,"R",13900,"R",50,"R",13950,.,.,"R",12520,"R",50,"R",12570,"R",13000,"R",50,"R",13050,"R",13900,"R",50,"R",13950,"R",13900,"R",50,"R",13950,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10548,"R",11088,"R",11556,"R",11888,"R",675,"R",1035,"R",1296,"R",1296,"R",675,"R",1035,"R",1296,"R",1296,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
381787,"R",13652,"R",306,"R",365,"A",.,"R",13652,"R",306,"R",365,"A",.,"R",13652,"R",306,"R",365,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11808,"R",306,"R",12114,"R",12212,"R",306,"R",12518,"R",13074,"R",306,"R",13380,"R",13652,"R",306,"R",13958,.,.,"R",11808,"R",306,"R",12114,"R",12212,"R",306,"R",12518,"R",13074,"R",306,"R",13380,"R",13652,"R",306,"R",13958,.,.,"R",11808,"R",306,"R",12114,"R",12212,"R",306,"R",12518,"R",13074,"R",306,"R",13380,"R",13652,"R",306,"R",13958,.,.,"R",854,"R",921,"R",999,"R",1150,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5943,"R",6293,"R",6594,"R",6594,"R",2786,"R",3276,"R",3402,"R",3654,"R",5705,"R",6265,"R",6482,"R",6776,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
381909,"R",16848,"R",300,"R",468,"A",.,"R",16848,"R",300,"R",468,"A",.,"R",16848,"R",300,"R",468,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14580,"R",300,"R",14880,"R",15300,"R",300,"R",15600,"R",16056,"R",300,"R",16356,"R",16848,"R",300,"R",17148,.,.,"R",14580,"R",300,"R",14880,"R",15300,"R",300,"R",15600,"R",16056,"R",300,"R",16356,"R",16848,"R",300,"R",17148,.,.,"R",14580,"R",300,"R",14880,"R",15300,"R",300,"R",15600,"R",16056,"R",300,"R",16356,"R",16848,"R",300,"R",17148,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6372,"R",6579,"R",6732,"R",7119,"R",3344,"R",3546,"R",3687,"R",3745,"R",6548,"R",6858,"R",7092,"R",7327,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
382063,"R",5160,"R",600,"A",.,"A",.,"R",5160,"R",600,"A",.,"A",.,"R",5160,"R",600,"A",.,"A",.,"R",6720,"R",760,"A",.,"R",6720,"R",760,"A",.,"R",6720,"R",760,"A",.,"R",4704,"R",600,"R",5304,"R",4704,"R",600,"R",5304,"R",5160,"R",600,"R",5760,"R",5160,"R",600,"R",5760,.,.,"R",4704,"R",600,"R",5304,"R",4704,"R",600,"R",5304,"R",5160,"R",600,"R",5760,"R",5160,"R",600,"R",5760,.,.,"R",4704,"R",600,"R",5304,"R",4704,"R",600,"R",5304,"R",5160,"R",600,"R",5760,"R",5160,"R",600,"R",5760,.,.,"R",75,"R",75,"R",75,"R",75,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11651,"R",11910,"R",11664,"R",11664,"R",9925,"R",10146,"R",11196,"R",11121,"R",9925,"R",10146,"R",11196,"R",11121,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
382504,"R",12920,"R",0,"A",.,"A",.,"R",12920,"Z",0,"A",.,"A",.,"R",12920,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11960,"R",0,"R",11960,"R",12440,"R",0,"R",12440,"R",12720,"R",0,"R",12720,"R",12920,"R",0,"R",12920,.,.,"R",11960,"R",0,"R",11960,"R",12440,"R",0,"R",12440,"R",12720,"R",0,"R",12720,"R",12920,"R",0,"R",12920,.,.,"R",11960,"R",0,"R",11960,"R",12440,"R",0,"R",12440,"R",12720,"R",0,"R",12720,"R",12920,"R",0,"R",12920,.,.,"R",1700,"R",1700,"R",1750,"R",1780,"R",12000,"R",12240,"R",12400,"R",12400,"R",2225,"R",2250,"R",2250,"R",2275,"R",6360,"R",6460,"R",6600,"R",6650,"R",4550,"R",4600,"R",5520,"R",5520,"R",4550,"R",4550,"R",5460,"R",5500,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
