UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
101295,"R",2130,"R",570,"R",71,"A",.,"R",2130,"R",570,"R",71,"A",.,"R",4260,"R",570,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,.,.,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,.,.,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,.,.,"R",1400,"R",1400,"R",1400,"R",1500,"R",3300,"R",3300,"R",3300,"R",3300,"R",2500,"R",2600,"R",2600,"R",2700,"R",5200,"R",5300,"R",5300,"R",5300,"R",5300,"R",5300,"R",5300,"R",5300,"R",5200,"R",5200,"R",5200,"R",5200,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101301,"R",2130,"R",570,"R",71,"A",.,"R",2130,"R",570,"R",71,"A",.,"R",4260,"R",570,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,.,.,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,.,.,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8000,"R",9100,"R",9100,"R",9100,"R",6600,"R",7500,"R",7500,"R",7500,"R",5800,"R",6500,"R",6500,"R",6500,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101365,"R",10220,"R",0,"R",365,"A",.,"R",10220,"Z",0,"R",365,"A",.,"R",10220,"Z",0,"R",365,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8790,"R",0,"R",8790,"R",9240,"R",0,"R",9240,"R",9660,"R",0,"R",9660,"R",10220,"R",0,"R",10220,.,.,"R",8790,"R",0,"R",8790,"R",9240,"R",0,"R",9240,"R",9660,"R",0,"R",9660,"R",10220,"R",0,"R",10220,.,.,"R",8790,"R",0,"R",8790,"R",9240,"R",0,"R",9240,"R",9660,"R",0,"R",9660,"R",10220,"R",0,"R",10220,.,.,"R",20,"R",20,"R",20,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9680,"R",9680,"R",10890,"R",10890,"R",5680,"R",5680,"R",6390,"R",6390,"R",4285,"R",4285,"R",4824,"R",4824,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101435,"R",19990,"R",1000,"R",830,"A",.,"R",19990,"R",1000,"R",830,"A",.,"R",19990,"R",1000,"R",830,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15990,"R",900,"R",16890,"R",18270,"R",900,"R",19170,"R",19320,"R",1000,"R",20320,"R",19990,"R",1000,"R",20990,0,.,"R",15990,"R",900,"R",16890,"R",18270,"R",900,"R",19170,"R",19320,"R",1000,"R",20320,"R",19990,"R",1000,"R",20990,0,.,"R",15990,"R",900,"R",16890,"R",18270,"R",900,"R",19170,"R",19320,"R",1000,"R",20320,"R",19990,"R",1000,"R",20990,0,.,"R",900,"R",900,"R",1000,"R",1000,"R",6400,"R",6720,"R",6950,"R",7500,"R",900,"R",900,"R",900,"R",900,"R",4000,"R",4400,"R",6000,"R",6000,"R",900,"R",900,"R",900,"R",900,"R",700,"R",700,"R",700,"R",900,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101453,"R",8709,"R",480,"R",338,"A",.,"R",8709,"R",480,"R",338,"A",.,"R",8709,"R",480,"R",338,"A",.,"R",2700,"R",360,"R",150,"R",2700,"R",360,"R",150,"R",2700,"R",360,"R",150,"R",7008,"R",480,"R",7488,"R",7368,"R",480,"R",7848,"R",7728,"R",480,"R",8208,"R",8709,"R",480,"R",9189,.,.,"R",7008,"R",480,"R",7488,"R",7368,"R",480,"R",7848,"R",7728,"R",480,"R",8208,"R",8709,"R",480,"R",9189,.,.,"R",7008,"R",480,"R",7488,"R",7368,"R",480,"R",7848,"R",7728,"R",480,"R",8208,"R",8709,"R",480,"R",9189,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",3000,"R",3000,"R",3000,"R",3650,"R",2100,"R",2100,"R",2100,"R",2250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101462,"R",2130,"R",570,"R",71,"A",.,"R",2130,"R",570,"R",71,"A",.,"R",4260,"R",570,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,.,.,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,.,.,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,.,.,"R",1800,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4725,"R",4725,"R",4725,"R",4725,"R",1900,"R",2100,"R",2500,"R",2500,"R",1900,"R",2100,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101471,"R",1944,"R",192,"R",81,"A",.,"R",1944,"R",192,"R",81,"A",.,"R",1944,"R",192,"R",81,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,.,.,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,.,.,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,"R",1944,"R",192,"R",2136,.,.,"R",81,"R",81,"R",81,"R",81,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"B",.,"B",.,"B",.,"R",0,"B",.,"B",.,"B",.,"R",0,"R",0,"B",.,"B",.,"R",0,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101480,"R",5970,"R",0,"R",208,"A",.,"R",5970,"R",0,"R",208,"A",.,"R",11940,"R",0,"R",416,"A",.,"R",6576,"Z",0,"R",274,"R",6576,"Z",0,"R",274,"R",13152,"Z",0,"R",548,"R",4056,"R",0,"R",4056,"R",4056,"R",0,"R",4056,"R",4560,"R",0,"R",4560,"R",4992,"R",0,"R",4992,.,.,"R",4056,"R",0,"R",4056,"R",4056,"R",0,"R",4056,"R",4560,"R",0,"R",4560,"R",4992,"R",0,"R",4992,.,.,"R",8112,"R",0,"R",8112,"R",8112,"R",0,"R",8112,"R",9120,"R",0,"R",9120,"R",9984,"R",0,"R",9984,.,.,"R",1089,"R",1089,"R",1100,"R",1204,"R",3764,"R",3763,"R",4215,"R",5254,"R",4503,"R",4503,"R",4503,"R",4928,"R",7258,"R",7258,"R",8129,"R",8898,"R",6103,"R",6103,"R",6103,"R",6680,"R",6103,"R",6103,"R",6103,"R",6680,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101499,"R",2130,"R",578,"R",71,"A",.,"R",2130,"R",578,"R",71,"A",.,"R",4260,"R",578,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",578,"R",2708,"R",2130,"R",578,"R",2708,"R",2130,"R",578,"R",2708,"R",2130,"R",578,"R",2708,.,.,"R",2130,"R",578,"R",2708,"R",2130,"R",578,"R",2708,"R",2130,"R",578,"R",2708,"R",2130,"R",578,"R",2708,.,.,"R",4260,"R",578,"R",4838,"R",4260,"R",578,"R",4838,"R",4260,"R",578,"R",4838,"R",4260,"R",578,"R",4838,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",4116,"R",4116,"R",4116,"R",4116,"R",1200,"R",1200,"R",1800,"R",1800,"R",4116,"R",4116,"R",4116,"R",4116,"R",1200,"R",1200,"R",1800,"R",2200,"R",3360,"R",3360,"R",3960,"R",3960,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101505,"R",2130,"R",930,"R",71,"A",.,"R",2130,"R",930,"R",71,"A",.,"R",4260,"R",930,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",930,"R",3060,"R",2130,"R",930,"R",3060,"R",2130,"R",930,"R",3060,"R",2130,"R",930,"R",3060,.,.,"R",2130,"R",930,"R",3060,"R",2130,"R",930,"R",3060,"R",2130,"R",930,"R",3060,"R",2130,"R",930,"R",3060,.,.,"R",4260,"R",930,"R",5190,"R",4260,"R",930,"R",5190,"R",4260,"R",930,"R",5190,"R",4260,"R",930,"R",5190,.,.,"R",1136,"R",1372,"R",1404,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6578,"R",6722,"R",7444,"R",7992,"R",3328,"R",3796,"R",3908,"R",4336,"R",3328,"R",3796,"R",3908,"R",4336,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101514,"R",2130,"R",720,"R",71,"A",.,"R",2130,"R",720,"R",71,"A",.,"R",4260,"R",720,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,.,.,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,.,.,"R",4260,"R",720,"R",4980,"R",4260,"R",720,"R",4980,"R",4260,"R",720,"R",4980,"R",4260,"R",720,"R",4980,.,.,"R",1200,"R",1200,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3500,"R",3500,"R",4500,"R",4500,"R",2200,"R",2200,"R",3200,"R",3200,"R",2200,"R",2200,"R",3200,"R",3200,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101541,"R",12340,"R",550,"R",409,"A",.,"R",12340,"R",550,"R",409,"A",.,"R",12340,"R",550,"R",409,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9800,"R",808,"R",10608,"R",10920,"R",200,"R",11120,"R",11740,"R",210,"R",11950,"R",12340,"R",550,"R",12890,.,.,"R",9800,"R",808,"R",10608,"R",10920,"R",200,"R",11120,"R",11740,"R",210,"R",11950,"R",12340,"R",550,"R",12890,.,.,"R",9800,"R",808,"R",10608,"R",10920,"R",200,"R",11120,"R",11740,"R",210,"R",11950,"R",12340,"R",550,"R",12890,.,.,"R",800,"R",800,"R",1200,"R",1200,"R",6564,"R",7120,"R",7590,"R",7970,"R",3210,"R",2400,"R",2500,"R",2610,"R",6000,"R",7000,"R",7000,"R",7000,"R",2952,"R",2600,"R",2600,"R",2710,"R",2952,"R",2600,"R",2600,"R",2710,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101569,"R",2130,"R",870,"R",71,"A",.,"R",2130,"R",870,"R",71,"A",.,"R",4260,"R",870,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2160,"R",540,"R",2700,"R",2130,"R",870,"R",3000,"R",2130,"R",870,"R",3000,"R",2130,"R",870,"R",3000,.,.,"R",2160,"R",540,"R",2700,"R",2130,"R",870,"R",3000,"R",2130,"R",870,"R",3000,"R",2130,"R",870,"R",3000,.,.,"R",4320,"R",540,"R",4860,"R",4260,"R",870,"R",5130,"R",4260,"R",870,"R",5130,"R",4260,"R",870,"R",5130,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"B",.,"R",4000,"R",4000,"R",4000,"B",.,"R",3000,"R",3000,"R",3000,"R",4050,"R",7793,"R",7793,"R",7793,"R",4350,"R",3800,"R",3800,"R",3800,"R",4527,"R",4000,"R",4000,"R",4000,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101587,"R",5060,"R",720,"R",215,"A",.,"R",5060,"R",720,"R",215,"A",.,"R",10120,"R",720,"R",430,"A",.,"R",5880,"R",120,"R",245,"R",5880,"R",120,"R",245,"R",11760,"R",120,"R",490,"R",3838,"R",500,"R",4338,"R",4108,"R",500,"R",4608,"R",4600,"R",500,"R",5100,"R",5060,"R",720,"R",5780,.,.,"R",3838,"R",500,"R",4338,"R",4108,"R",500,"R",4608,"R",4600,"R",500,"R",5100,"R",5060,"R",720,"R",5780,.,.,"R",7676,"R",500,"R",8176,"R",8216,"R",500,"R",8716,"R",9200,"R",500,"R",9700,"R",10120,"R",720,"R",10840,.,.,"R",900,"R",900,"R",1025,"R",1120,"R",3285,"R",3633,"R",4149,"R",4416,"R",2100,"R",2400,"R",3552,"R",3736,"R",5445,"R",5283,"R",3863,"R",3836,"R",2254,"R",2400,"R",3552,"R",3736,"R",2400,"R",2400,"R",3552,"R",3736,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101602,"R",2130,"R",570,"R",71,"A",.,"R",2130,"R",570,"R",71,"A",.,"R",4260,"R",570,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,.,.,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,"R",2130,"R",570,"R",2700,.,.,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,"R",4260,"R",570,"R",4830,.,.,"R",622,"R",622,"R",622,"R",622,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5400,"R",5400,"R",5400,"R",5400,"R",2890,"R",3573,"R",3573,"R",3573,"R",2890,"R",3573,"R",3573,"R",3573,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101648,"R",6000,"R",2570,"R",200,"A",.,"R",6000,"R",2570,"R",200,"A",.,"R",12000,"R",2570,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",2646,"R",8646,"R",6000,"R",2570,"R",8570,"R",6000,"R",2570,"R",8570,"R",6000,"R",2570,"R",8570,.,.,"R",6000,"R",2646,"R",8646,"R",6000,"R",2570,"R",8570,"R",6000,"R",2570,"R",8570,"R",6000,"R",2570,"R",8570,.,.,"R",12000,"R",2646,"R",14646,"R",12000,"R",2570,"R",14570,"R",12000,"R",2570,"R",14570,"R",12000,"R",2570,"R",14570,.,.,"R",1100,"R",1133,"R",1133,"R",1200,"R",3450,"R",3450,"R",3450,"R",3450,"R",4060,"R",5409,"R",5409,"R",4400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101675,"R",8506,"R",658,"R",358,"A",.,"R",8506,"R",658,"R",358,"A",.,"R",8506,"R",658,"R",358,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5950,"R",460,"R",6410,"R",6544,"R",506,"R",7050,"R",7396,"R",572,"R",7968,"R",8506,"R",658,"R",9164,.,.,"R",5950,"R",460,"R",6410,"R",6544,"R",506,"R",7050,"R",7396,"R",572,"R",7968,"R",8506,"R",658,"R",9164,.,.,"R",5950,"R",460,"R",6410,"R",6544,"R",506,"R",7050,"R",7396,"R",572,"R",7968,"R",8506,"R",658,"R",9164,.,.,"R",1000,"R",1000,"R",1000,"R",1200,"R",5200,"R",5356,"R",5416,"R",6000,"R",1866,"R",1867,"R",1867,"R",2200,"R",8775,"R",8775,"R",8775,"R",10350,"R",1866,"R",1867,"R",1867,"R",2240,"R",1866,"R",1867,"R",1867,"R",2240,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101693,"R",14500,"R",500,"R",515,"A",.,"R",14500,"R",500,"R",515,"A",.,"R",14500,"R",500,"R",515,"A",.,"R",7020,"R",150,"R",390,"R",7020,"R",150,"R",390,"R",7020,"R",150,"R",390,"R",12000,"R",530,"R",12530,"R",12780,"R",470,"R",13250,"R",13500,"R",500,"R",14000,"R",14500,"R",500,"R",15000,.,.,"R",12000,"R",530,"R",12530,"R",12780,"R",470,"R",13250,"R",13500,"R",500,"R",14000,"R",14500,"R",500,"R",15000,.,.,"R",12000,"R",530,"R",12530,"R",12780,"R",470,"R",13250,"R",13500,"R",500,"R",14000,"R",14500,"R",500,"R",15000,.,.,"R",1000,"R",1200,"R",1500,"R",1500,"R",6790,"R",7140,"R",7320,"R",7570,"R",3000,"R",3350,"R",3525,"R",2880,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101709,"R",6510,"R",500,"R",217,"A",.,"R",6510,"R",500,"R",217,"A",.,"R",13050,"R",500,"R",435,"A",.,"R",5592,"R",482,"R",233,"R",5592,"R",482,"R",233,"R",11184,"R",482,"R",466,"R",5460,"R",204,"R",5664,"R",5850,"R",230,"R",6080,"R",6150,"R",500,"R",6650,"R",6510,"R",500,"R",7010,.,.,"R",5460,"R",204,"R",5664,"R",5850,"R",230,"R",6080,"R",6150,"R",500,"R",6650,"R",6510,"R",500,"R",7010,.,.,"R",10920,"R",204,"R",11124,"R",11780,"R",230,"R",12010,"R",12300,"R",470,"R",12770,"R",13050,"R",500,"R",13550,.,.,"R",750,"R",850,"R",900,"R",1000,"R",4250,"R",4360,"R",4504,"R",4631,"R",3000,"R",3100,"R",3330,"R",3450,"R",4250,"R",4360,"R",4504,"R",4650,"R",3000,"R",3100,"R",3330,"R",3450,"R",3400,"R",3500,"R",3780,"R",3900,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101736,"R",2130,"R",750,"R",71,"A",.,"R",2130,"R",750,"R",71,"A",.,"R",4260,"R",750,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",750,"R",2880,"R",2130,"R",750,"R",2880,"R",2130,"R",750,"R",2880,"R",2130,"R",750,"R",2880,.,.,"R",2130,"R",750,"R",2880,"R",2130,"R",750,"R",2880,"R",2130,"R",750,"R",2880,"R",2130,"R",750,"R",2880,.,.,"R",4260,"R",750,"R",5010,"R",4260,"R",750,"R",5010,"R",4260,"R",750,"R",5010,"R",4260,"R",750,"R",5010,.,.,"R",1150,"R",1190,"R",1190,"R",1300,"R",1600,"R",1600,"R",1600,"R",1800,"R",900,"R",1000,"R",1000,"R",1000,"R",4000,"R",4500,"R",4500,"R",4500,"R",2466,"R",2739,"R",3469,"R",3640,"R",2466,"R",2739,"R",3469,"R",3640,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101879,"R",4008,"R",906,"R",167,"A",.,"R",4008,"R",906,"R",167,"A",.,"R",8016,"R",906,"R",334,"A",.,"R",3780,"R",906,"R",210,"R",3780,"R",906,"R",210,"R",7560,"R",906,"R",420,"R",3901,"R",669,"R",4570,"R",3288,"R",737,"R",4025,"R",3672,"R",882,"R",4554,"R",4008,"R",906,"R",4914,.,.,"R",3901,"R",669,"R",4570,"R",3288,"R",737,"R",4025,"R",3672,"R",882,"R",4554,"R",4008,"R",906,"R",4914,.,.,"R",7802,"R",669,"R",8471,"R",6576,"R",737,"R",7313,"R",7344,"R",882,"R",8226,"R",8016,"R",906,"R",8922,.,.,"R",950,"R",1000,"R",1100,"R",1100,"R",4300,"R",4460,"R",4659,"R",4784,"R",2000,"R",2200,"R",2400,"R",2400,"R",4700,"R",4800,"R",4900,"R",5000,"R",2000,"R",2200,"R",2400,"R",2400,"R",2000,"R",2200,"R",2400,"R",2400,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101897,"R",2130,"R",720,"R",71,"A",.,"R",2130,"R",720,"R",71,"A",.,"R",4260,"R",720,"R",142,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,.,.,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,"R",2130,"R",720,"R",2850,.,.,"R",4260,"R",720,"R",4980,"R",4260,"R",720,"R",4980,"R",4260,"R",720,"R",4980,"R",4260,"R",720,"R",4980,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3500,"R",3500,"R",3500,"R",3500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
101912,"R",13042,"R",792,"R",563,"A",.,"R",13042,"R",792,"R",563,"A",.,"R",13042,"R",792,"R",563,"A",.,"R",10488,"R",792,"R",437,"R",10488,"R",792,"R",437,"R",10488,"R",792,"R",437,"R",11374,"R",692,"R",12066,"R",11942,"R",726,"R",12668,"R",12420,"R",754,"R",13174,"R",13042,"R",792,"R",13834,.,.,"R",11374,"R",692,"R",12066,"R",11942,"R",726,"R",12668,"R",12420,"R",754,"R",13174,"R",13042,"R",792,"R",13834,.,.,"R",11374,"R",692,"R",12066,"R",11942,"R",726,"R",12668,"R",12420,"R",754,"R",13174,"R",13042,"R",792,"R",13834,.,.,"R",1200,"R",1400,"R",1400,"R",1200,"R",6828,"R",7170,"R",8438,"R",8764,"R",6900,"R",7100,"R",7830,"R",7902,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
