UNITID,XFA01_1,FA01_1,XFA02_1,FA02_1,XFA04_1,FA04_1,XFA05_1,FA05_1,XFA06_1,FA06_1,XFA07_1,FA07_1,XFA08_1,FA08_1,XFA910_1,FA910_1,XFA11_1,FA11_1,XFA12_1,FA12_1,XFA13_1,FA13_1,XFA14_16,FA14_16,XFA17_1,FA17_1,XFAA01,FAA01,XFAA02,FAA02,XFAA03,FAA03,XFAA04,FAA04,XFAA05,FAA05,XFAA06,FAA06,XFAA07,FAA07,XFAA08,FAA08,XFAA09,FAA09,XFB01_1,FB01_1,XFB02_1,FB02_1,XFB03_1,FB03_1,XFB04_1,FB04_1,XFB05_1,FB05_1,XFB06_1,FB06_1,XFB07_1,FB07_1,XFB08_1,FB08_1,XFB910_1,FB910_1,XFB11_1,FB11_1,XFB12_1,FB12_1,XFC01,FC01,XFC02,FC02,XFC03_08,FC03_08,XFC09,FC09,XFC10,FC10,XFC11,FC11,XFC12,FC12,XFD05,FD05,XFD08,FD08,XFD17,FD17,XFD20,FD20,XFD23,FD23,XFD24,FD24,XFDC01_1,FDC01_1,XFDC02_1,FDC02_1,XFDC03_1,FDC03_1,XFDC04_1,FDC04_1 
106306,"R",441581,"Z",0,"Z",0,"Z",0,"R",877101,"Z",0,"R",15311,"Z",0,"R",57889,"Z",0,"R",422987,"Z",0,"R",1814869,"C",301936,"C",34048,"Z",0,"C",15304,"C",525813,"Z",0,"R",1754202,"Z",0,"Z",0,"R",569101,"C",0,"C",0,"R",257895,"R",199342,"R",415145,"R",115876,"R",25132,"C",0,"R",175189,"R",1757680,"R",1814869,"R",-1757680,"Z",0,"R",57189,"R",1686423,"Z",0,"R",1743612,"R",396188,"R",1775801,"R",32189,"R",1347424,"R",396188,"R",1743612,"R",150000,"R",775500,"R",210839,"Z",0,
106342,"R",4287897,"Z",0,"Z",0,"Z",0,"R",663332,"R",88831,"Z",0,"R",9796802,"R",7268713,"Z",0,"R",1985022,"R",554291,"R",24644888,"C",272212,"C",43125,"C",205049,"C",0,"C",3005210,"C",0,"C",3525596,"Z",0,"Z",0,"R",3313892,"C",0,"C",0,"R",932164,"R",1528255,"R",2749036,"R",1167257,"R",3005210,"C",0,"R",2523799,"R",15219613,"R",24644888,"R",-15219613,"R",-56774,"R",9368501,"R",68800476,"Z",0,"R",78168977,"R",46594906,"R",84214609,"R",6045632,"R",28052403,"R",50116574,"R",78168977,"R",553640,"R",23997850,"R",5294098,"Z",0,
106713,"R",935907,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1498021,"R",73325,"Z",0,"R",319662,"R",13868,"R",2840783,"C",157373,"C",35209,"C",56748,"C",0,"C",59071,"C",332623,"C",641024,"R",524643,"R",116390,"R",503283,"C",0,"C",0,"R",124239,"R",177368,"R",663246,"R",260682,"C",0,"C",0,"R",486386,"R",2215204,"R",2840783,"R",-2215204,"Z",0,"R",625579,"R",3759412,"Z",0,"R",4384991,"Z",0,"R",5246735,"R",861743,"R",3527207,"R",857785,"R",4384992,"R",165500,"R",3746773,"R",1267062,"Z",0,
106810,"R",310304,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",356609,"R",63348,"Z",0,"R",154582,"R",30993,"R",915836,"C",128136,"C",6093,"C",23028,"C",22457,"C",0,"C",127564,"C",307278,"Z",0,"Z",0,"R",201460,"C",0,"C",0,"R",105108,"R",193218,"R",371028,"R",175786,"C",0,"C",0,"R",126556,"R",1173156,"R",915836,"R",-1173156,"R",-63229,"R",-320549,"R",2034036,"Z",0,"R",1713487,"R",148002,"R",2020792,"R",307305,"R",1409753,"R",303734,"R",1713487,"R",286500,"R",1145292,"R",518518,"Z",0,
107044,"R",20393331,"Z",0,"Z",0,"Z",0,"R",1353438,"R",187881,"Z",0,"R",11063961,"R",8229691,"R",789599,"R",14867665,"R",2862366,"R",59747932,"C",2009637,"C",283142,"C",0,"C",0,"C",1462397,"C",5793804,"R",9548980,"R",6736446,"R",0,"R",17316680,"R",50540,"R",622245,"R",3516529,"R",6174783,"R",6622349,"R",11024088,"R",519754,"R",2140802,"Z",0,"R",47987770,"R",59747932,"R",-47987770,"R",-286376,"R",11473786,"R",115542445,"R",0,"R",127016231,"R",63683426,"R",186199074,"R",59182843,"R",79406181,"R",47610050,"R",127016231,"R",9696446,"R",101917023,"R",16260565,"Z",0,
107080,"R",5809393,"Z",0,"Z",0,"Z",0,"R",764404,"R",752566,"Z",0,"R",5627918,"R",27932636,"Z",0,"R",3928715,"R",528266,"R",45343898,"C",297897,"C",293288,"C",0,"C",0,"C",962781,"C",2068472,"C",3622438,"R",3622438,"Z",0,"R",7408924,"R",260572,"Z",0,"R",1157564,"R",2457628,"R",2453834,"R",5366051,"Z",0,"R",479203,"Z",0,"R",19583776,"R",45343898,"R",-19583776,"C",6533240,"R",32293362,"R",124092084,"Z",0,"R",156385446,"R",111626690,"R",164797874,"R",19837712,"R",78616621,"R",66343541,"R",144960162,"R",1335230,"R",24717107,"R",6700351,"Z",0,
107141,"R",6208019,"R",0,"R",0,"R",0,"R",244161,"R",144477,"R",0,"R",7561118,"R",3851572,"R",345445,"R",3154928,"R",310540,"R",21820260,"R",542472,"R",208839,"R",111205,"R",0,"R",3654459,"R",508741,"R",5025716,"R",3479099,"R",495404,"R",5226228,"R",0,"R",151034,"R",1444215,"R",2851925,"R",3519410,"R",2923129,"R",0,"R",0,"R",0,"R",16115941,"R",21820260,"R",-16115941,"R",337337,"R",6041656,"R",32697848,"R",0,"R",38739504,"R",22342008,"R",47994327,"R",9254823,"R",31133680,"R",7605824,"R",38739504,"R",138333,"R",23473719,"R",5919764,"Z",0,
107512,"R",11478426,"Z",0,"Z",0,"Z",0,"R",1266122,"R",55802,"Z",0,"R",3326760,"R",859298,"Z",0,"R",3853144,"R",10207391,"R",31046943,"C",669311,"C",83879,"C",55802,"C",0,"C",514177,"C",3877244,"C",5200413,"Z",0,"Z",0,"R",6579318,"C",0,"C",0,"R",493233,"R",1800014,"R",3929240,"R",2197880,"R",4391421,"C",2499261,"R",3144480,"R",25034847,"R",31046943,"R",-25034847,"Z",0,"R",6012096,"R",67696557,"Z",0,"R",73708653,"R",31905495,"R",84012106,"R",10303453,"R",33655179,"R",40053474,"R",73708653,"R",1456379,"R",37043237,"R",6632132,"Z",0,
107558,"R",1929214,"Z",0,"Z",0,"Z",0,"R",267282,"Z",0,"Z",0,"R",5745901,"R",4336878,"Z",0,"R",1073154,"R",232033,"R",13584462,"C",413799,"C",38099,"C",166325,"C",0,"C",869830,"C",1601425,"C",3089478,"R",2184552,"R",286703,"R",1743828,"C",0,"C",0,"R",1217037,"R",998183,"R",1471666,"R",1018496,"C",0,"C",0,"R",1502173,"R",7951383,"R",13584462,"R",-7951383,"Z",0,"R",5633079,"R",43413692,"Z",0,"R",49046771,"R",28403456,"R",50607536,"R",1560765,"R",26316962,"R",22729809,"R",49046771,"R",535381,"R",10184014,"R",3109508,"Z",0,
107600,"R",2940009,"Z",0,"Z",0,"Z",0,"R",1838739,"Z",0,"Z",0,"R",2062787,"R",774345,"Z",0,"R",469094,"R",424456,"R",8509430,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1116114,"C",0,"C",0,"R",303404,"R",609448,"R",1355315,"R",372684,"R",350709,"C",2871064,"R",1348631,"R",8327369,"R",8509430,"R",-8327369,"Z",0,"R",182061,"R",13088340,"Z",0,"R",13270401,"R",4707904,"R",16421311,"R",3150910,"R",8296515,"R",4973886,"R",13270401,"Z",0,"Z",0,"Z",0,"Z",0,
107840,"N",389367,"N",0,"N",49454,"N",0,"N",0,"N",0,"N",0,"N",835845,"N",0,"N",0,"N",85156,"N",0,"N",1359822,"N",55170,"N",2443,"N",172600,"N",25356,"N",11825,"N",62250,"N",329644,"N",0,"N",0,"N",623727,"N",0,"N",0,"N",228580,"N",120043,"N",309822,"N",61225,"N",16425,"N",0,"N",0,"N",1359822,"N",1359822,"N",-1359822,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,
107877,"R",1406808,"R",490507,"R",98096,"Z",0,"R",0,"R",0,"R",0,"R",2381501,"R",253460,"R",0,"R",807846,"R",72378,"R",5510596,"C",411775,"C",78732,"C",98096,"C",0,"C",679807,"C",0,"C",1268410,"R",751425,"R",138287,"R",944312,"R",0,"R",0,"R",309069,"R",524610,"R",683162,"R",601074,"R",450316,"R",0,"R",878987,"R",4391530,"R",5510596,"R",-4391530,"C",0,"R",1119066,"R",15553137,"R",0,"R",16672203,"R",3319105,"R",16672203,"R",2066386,"R",10629723,"R",3976094,"R",14605817,"R",454916,"R",9106043,"R",3632695,"R",0,
108852,"N",1191712,"N",0,"N",0,"N",0,"N",26873,"N",0,"N",0,"N",637005,"N",1559629,"N",0,"N",261127,"N",121474,"N",3797820,"N",279147,"N",77190,"N",0,"N",0,"N",303081,"N",0,"N",659418,"N",0,"N",0,"N",1060512,"N",0,"N",0,"N",215393,"N",355056,"N",495211,"N",475943,"N",241731,"N",0,"N",323548,"N",3167394,"N",3797820,"N",-3167394,"N",5421039,"N",6051465,"N",6103615,"N",315099,"N",12470179,"N",10099317,"N",13728524,"N",1258345,"N",2265657,"N",10204522,"N",12470179,"N",142785,"N",3230461,"N",770719,"N",0,
108861,"R",157978,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1059191,"R",991755,"Z",0,"Z",0,"R",380139,"R",2589063,"C",0,"C",0,"C",0,"C",0,"C",296788,"C",0,"C",296788,"Z",0,"Z",0,"R",324995,"Z",0,"Z",0,"R",196364,"R",60082,"R",658254,"R",160125,"Z",0,"Z",0,"R",112083,"R",1511903,"R",2589063,"R",-1511903,"C",-41066,"R",1036094,"R",10698100,"Z",0,"R",11734194,"R",6569793,"R",12056333,"R",330159,"R",6711304,"R",5014870,"R",11726174,"R",1925000,"R",2646974,"R",151602,"Z",0,
108870,"N",7132389,"N",0,"N",0,"N",0,"N",203198,"N",544610,"N",0,"N",3475890,"N",1667720,"N",85831,"N",2628870,"N",164487,"N",15902995,"N",238757,"N",203198,"N",544610,"N",0,"N",1069226,"N",1193718,"N",3249509,"N",0,"N",0,"N",2979285,"N",0,"N",0,"N",477285,"N",1677885,"N",2187467,"N",1675715,"N",3010752,"N",0,"N",2817396,"N",14825785,"N",15902995,"N",-14825785,"N",933631,"N",2010841,"N",37530610,"N",0,"N",39541451,"N",9678598,"N",42474372,"N",2932921,"N",33661756,"N",5879695,"N",39541451,"N",2975829,"N",32803477,"N",6296607,"N",0,
109086,"R",1532893,"Z",0,"Z",0,"Z",0,"R",25000,"R",128827,"R",426800,"R",2609081,"Z",0,"Z",0,"Z",0,"R",7688604,"R",12411205,"C",6750,"C",8800,"C",5250,"C",0,"C",120920,"C",0,"C",141720,"R",20800,"Z",0,"R",662991,"R",0,"R",25103,"R",542314,"R",5084,"R",36316,"C",0,"R",127984,"C",10664653,"R",961383,"R",13025828,"R",12411205,"R",-13025828,"Z",0,"R",-614623,"R",19898334,"R",0,"R",19283711,"R",0,"R",27293955,"R",8010244,"R",-1499954,"R",20783665,"R",19283711,"R",1173889,"R",23250265,"R",1972356,"Z",0,
109651,"R",26036100,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5937300,"R",1424700,"Z",0,"R",399400,"R",515400,"R",34312900,"C",912000,"C",388400,"C",0,"C",0,"C",3046400,"C",0,"C",4346800,"R",0,"R",0,"R",19439200,"R",0,"R",0,"R",3002500,"R",2541100,"R",5692600,"R",689400,"R",0,"R",0,"R",0,"R",31364800,"R",34312900,"R",-31364800,"Z",0,"R",2948100,"R",31588900,"Z",0,"R",34537000,"R",17625000,"R",53935400,"R",19398400,"R",23516600,"R",11020400,"R",34537000,"R",1627100,"R",19223600,"R",28604800,"R",0,
109785,"R",42990438,"Z",0,"Z",0,"Z",0,"R",597781,"Z",0,"Z",0,"R",6420263,"R",2835456,"Z",0,"R",8733277,"R",4202078,"R",65779293,"C",744255,"C",257341,"C",0,"C",0,"C",5239784,"C",0,"C",6241380,"Z",0,"Z",0,"R",20489866,"C",0,"C",0,"R",2653446,"R",8893691,"R",10459293,"R",5382269,"C",0,"C",0,"R",5049759,"R",52928324,"R",65779293,"R",-52928324,"R",-109255,"R",12741714,"R",58850089,"R",0,"R",71591803,"R",18787894,"R",93462237,"R",21870434,"R",58341299,"R",13250504,"R",71591803,"R",8173670,"R",33672565,"R",10084143,"R",0,
110051,"R",3575707,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1278000,"R",31320,"Z",0,"R",1380879,"R",50472,"R",6316378,"C",394674,"C",61115,"C",544592,"C",0,"C",123378,"C",1099438,"C",2223197,"Z",0,"Z",0,"R",1887321,"Z",0,"Z",0,"R",314801,"R",1310622,"R",1693120,"R",1033759,"Z",0,"Z",0,"Z",0,"R",6239623,"R",6316378,"R",-6239623,"Z",0,"R",76755,"R",-2063808,"Z",0,"R",-1987053,"R",344372,"R",8687925,"R",10674978,"R",-2775827,"R",788774,"R",-1987053,"R",2432010,"R",4600810,"R",1636036,"Z",0,
110097,"R",26185782,"Z",0,"Z",0,"Z",0,"R",346493,"Z",0,"Z",0,"R",5637200,"R",2258778,"Z",0,"R",8691646,"R",2500406,"R",45620305,"C",814617,"C",346493,"C",0,"C",0,"C",7163417,"C",0,"R",8324527,"R",7163417,"Z",0,"R",16378664,"Z",0,"Z",0,"R",2372728,"R",3942308,"R",9094747,"R",8935369,"R",345493,"Z",0,"Z",0,"R",41069309,"R",45620305,"R",-41069309,"Z",0,"R",4550996,"R",37270556,"R",-962797,"R",40858755,"R",33536179,"R",91702589,"R",50843835,"R",27380051,"R",13478703,"R",40858754,"R",6894375,"R",39910626,"R",9202140,"Z",0,
110307,"R",3320772,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",101603,"Z",0,"Z",0,"R",187032,"R",751613,"R",4361020,"C",0,"C",0,"C",0,"C",0,"C",0,"C",384892,"C",384892,"R",192446,"Z",0,"R",938382,"R",22399,"R",0,"R",439104,"R",359747,"R",876633,"R",163492,"R",0,"R",663104,"R",715192,"R",4178053,"R",4361020,"R",-4178053,"Z",0,"R",182967,"R",592626,"Z",0,"R",775593,"Z",0,"R",1409130,"R",633536,"R",769261,"R",6288,"R",775549,"R",0,"R",0,"R",1174374,"R",0,
110316,"N",13422270,"N",0,"N",0,"N",0,"N",176887,"N",42690,"N",29290,"N",662731,"N",2227546,"N",0,"N",1387980,"N",341983,"N",18291377,"N",461305,"N",167117,"N",12700,"N",0,"N",76288,"N",2378076,"N",3095486,"N",2634181,"N",0,"N",7501425,"N",0,"N",0,"N",1042388,"N",1595774,"N",2375506,"N",1351833,"N",0,"N",0,"N",2136190,"N",16003116,"N",18291377,"N",-16003116,"N",0,"N",2288261,"N",21744295,"N",0,"N",24032556,"N",13598893,"N",33114291,"N",9081735,"N",15170139,"N",17944152,"N",33114291,"N",1032697,"N",16515694,"N",7121703,"N",0,
110361,"R",12234557,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2299911,"R",366078,"Z",0,"R",2858378,"R",1386463,"R",19145387,"C",921898,"C",152565,"C",905538,"C",0,"C",0,"C",0,"C",1980001,"Z",0,"Z",0,"R",5096216,"C",0,"C",0,"R",723360,"R",1505231,"R",2971622,"R",2292502,"R",2623396,"C",0,"R",2205195,"R",17417522,"R",19145387,"R",-17417522,"R",431663,"R",2159528,"R",7972917,"Z",0,"R",10132445,"R",4526077,"R",20865364,"R",10732919,"R",5303043,"R",4829402,"R",10132445,"R",684109,"R",5582002,"R",3212409,"Z",0,
110370,"R",12544000,"Z",0,"Z",0,"Z",0,"R",203000,"Z",0,"Z",0,"R",3252000,"R",997000,"Z",0,"R",355000,"R",391000,"R",17742000,"C",513000,"C",203000,"C",836000,"C",358000,"C",2840000,"C",0,"R",4750000,"R",2840000,"Z",0,"R",7804000,"Z",0,"Z",0,"R",1433000,"R",1911000,"R",3534000,"R",291000,"R",389000,"Z",0,"Z",0,"R",15362000,"R",17742000,"R",-15362000,"Z",0,"R",2380000,"R",15945000,"Z",0,"R",18325000,"R",6631000,"R",30058000,"R",11733000,"R",12176000,"R",6149000,"R",18325000,"R",503000,"R",13498000,"R",3134000,"Z",0,
110404,"R",18413000,"Z",0,"Z",0,"Z",0,"R",244614000,"Z",0,"Z",0,"R",61945000,"R",258537000,"Z",0,"R",13073000,"R",1263299000,"R",1859881000,"C",284000,"C",3475000,"C",0,"C",0,"C",6193000,"C",5126000,"C",15078000,"R",14794000,"Z",0,"R",102406000,"R",214326000,"C",0,"R",9266000,"R",6529000,"R",46506000,"R",13092000,"R",284000,"C",1249527000,"R",21936000,"R",1663872000,"R",1859881000,"R",-1663872000,"C",-23769000,"R",172240000,"R",1458897000,"Z",0,"R",1631137000,"R",1175167000,"R",2221171000,"R",590034000,"R",1252549000,"R",378588000,"R",1631137000,"R",21804000,"R",411234000,"R",418995000,"Z",0,
110413,"R",24255949,"R",0,"R",0,"R",0,"R",1058122,"R",31739,"R",0,"R",7103794,"R",133510,"R",4087171,"R",0,"R",2122211,"R",38792496,"R",562095,"R",342151,"C",31739,"R",0,"R",421688,"R",6051386,"R",7409059,"R",6721782,"R",0,"R",11056763,"R",0,"R",1382016,"R",2000733,"R",3844105,"R",4859325,"R",4535529,"R",6721782,"R",0,"R",0,"R",34400253,"R",38792496,"R",-34400253,"R",-404013,"R",3988230,"R",34862488,"R",1079056,"R",39929774,"R",28107287,"R",62311269,"R",22381496,"R",18361397,"R",21568376,"R",39929773,"R",6471380,"R",22900962,"R",8108045,"R",2166107,
110431,"R",26795563,"C",0,"C",0,"C",0,"R",573968,"C",0,"R",795433,"C",828495,"R",626387,"C",0,"C",0,"C",33938,"R",29653784,"C",0,"C",702546,"C",51920,"C",0,"C",2222075,"C",0,"C",2976541,"Z",0,"Z",0,"R",11201869,"C",0,"C",0,"R",9286421,"R",2033790,"R",5668918,"C",0,"C",0,"C",0,"Z",0,"R",28190998,"R",29653784,"R",-28190998,"C",0,"R",1462786,"R",8107731,"C",0,"R",9570517,"Z",0,"R",20605079,"R",11034562,"R",9331120,"R",239397,"R",9570517,"R",227939,"R",1843065,"R",5857510,"Z",0,
110778,"R",2534983,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"C",351037,"R",15990,"R",68309,"Z",0,"C",32903,"R",3003222,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1081612,"C",0,"C",0,"R",289745,"R",238070,"R",493019,"C",0,"R",22460,"C",0,"R",247782,"R",2372688,"R",3003221,"R",-2372688,"N",0,"R",630533,"R",362215,"Z",0,"R",992748,"Z",0,"R",1066110,"R",73361,"R",862311,"R",130438,"R",992749,"Z",0,"Z",0,"R",466728,"Z",0,
110918,"R",153878,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",129996,"R",7547,"Z",0,"R",105805,"Z",0,"R",397226,"C",59996,"C",0,"C",0,"C",0,"C",0,"C",0,"C",59996,"Z",0,"Z",0,"R",48104,"C",0,"C",0,"R",52813,"R",63789,"R",90458,"R",38639,"R",2217,"C",0,"R",111222,"R",407242,"R",397226,"R",-407242,"Z",0,"R",-10016,"R",400437,"Z",0,"R",390421,"R",41160,"R",589537,"R",199116,"R",342712,"R",47709,"R",390421,"R",61702,"R",615124,"R",152853,"Z",0,
110981,"R",7174056,"R",113735,"R",356619,"R",185226,"R",60577,"Z",0,"Z",0,"R",167041,"R",43833,"R",124504,"R",273100,"R",4854458,"R",13353149,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",4176468,"R",160636,"C",0,"R",2234696,"R",1150217,"R",1799472,"R",180087,"R",380799,"C",3598821,"R",778133,"R",14459329,"R",13353149,"R",-14459329,"Z",0,"R",-1106180,"Z",0,"Z",0,"R",-1106180,"Z",0,"R",12571029,"R",10168399,"R",-1239778,"R",133598,"R",-1106180,"R",348882,"R",6278415,"R",3095937,"Z",0,
111081,"R",13236152,"R",0,"R",0,"R",0,"R",366133,"R",15289,"R",2500,"R",10956534,"R",8799296,"R",17595,"R",1512574,"R",915504,"R",35821577,"R",433658,"R",223533,"R",658696,"R",0,"R",1507263,"R",2921909,"R",5745059,"R",4652705,"R",0,"R",14987117,"R",0,"R",0,"R",2514931,"R",1862006,"R",4736967,"R",1733968,"R",0,"R",0,"R",0,"R",25834989,"R",35821577,"R",-25834989,"R",0,"R",9986588,"R",78726796,"R",0,"R",88713384,"R",60536241,"R",101356816,"R",12643432,"R",60261362,"R",28452022,"R",88713384,"R",902696,"R",30623827,"R",12732585,"R",0,
111391,"R",12684236,"Z",0,"Z",0,"Z",0,"R",174371,"Z",0,"Z",0,"R",279485,"R",1580317,"Z",0,"Z",0,"R",255890,"R",14974299,"C",0,"C",2530412,"C",0,"C",0,"C",0,"C",1972673,"R",4503085,"R",1972673,"R",0,"R",5534553,"Z",0,"Z",0,"R",3355014,"R",2333508,"R",1572923,"Z",0,"Z",0,"Z",0,"R",0,"R",12795998,"R",14974299,"R",-12795998,"R",419875,"R",2598176,"R",21208174,"Z",0,"R",23806350,"R",9349323,"R",32622808,"R",8816458,"R",22989653,"R",816697,"R",23806350,"R",1010318,"R",8334130,"R",9413050,"Z",0,
111948,"R",34998694,"Z",0,"Z",0,"Z",0,"R",74521,"Z",0,"Z",0,"R",14649425,"R",6953494,"Z",0,"R",8258561,"R",7813141,"R",72747836,"C",1394319,"C",340936,"C",1751164,"C",0,"C",910216,"C",16788552,"C",21185187,"R",18039704,"Z",0,"R",24729198,"Z",0,"Z",0,"R",6652135,"R",7303008,"R",12207893,"R",5977056,"Z",0,"Z",0,"Z",0,"R",56869290,"R",72747836,"R",-56869290,"C",-685790,"R",15192756,"R",89219667,"Z",0,"R",104412423,"R",68468105,"R",173300970,"R",68887547,"R",58455492,"R",45957931,"R",104413423,"R",8082112,"R",41201126,"R",19573091,"Z",0,
111966,"N",40820044,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",6126848,"N",614970,"N",0,"N",11486015,"N",2758065,"C",61805942,"C",177126,"C",86587,"C",0,"C",0,"C",0,"C",0,"C",263713,"Z",0,"Z",0,"R",18222570,"R",10298072,"R",18149961,"R",4823949,"R",1811613,"R",6656278,"R",88063,"R",531727,"C",0,"R",2348012,"R",62930245,"R",61805942,"R",-62930245,"Z",0,"R",-1124303,"R",8870690,"Z",0,"R",7746387,"Z",0,"R",28275092,"R",20528705,"R",5811817,"R",1934570,"R",7746387,"R",1087034,"R",1513432,"R",12309004,"R",9344492,
112075,"R",7713441,"Z",0,"Z",0,"Z",0,"R",1267,"Z",0,"Z",0,"R",3565583,"R",237324,"Z",0,"R",3099118,"R",27789,"R",14644522,"C",286377,"C",15214,"C",652653,"C",0,"C",2783269,"C",0,"C",3737513,"R",2798483,"Z",0,"R",3594364,"Z",0,"R",233536,"R",1077487,"R",1648122,"R",2860816,"R",4057831,"Z",0,"Z",0,"Z",0,"R",13472156,"R",14644522,"R",-13472156,"R",955165,"R",2127531,"R",32374988,"Z",0,"R",34502519,"R",661108,"R",43133306,"R",8630787,"R",27543690,"R",6958829,"R",34502519,"R",2622870,"R",31234273,"R",2246285,"Z",0,
112084,"R",2761805,"Z",0,"Z",0,"Z",0,"R",398930,"R",564722,"Z",0,"R",713531,"R",22833,"Z",0,"R",315635,"R",61075,"R",4838531,"C",315926,"C",83004,"C",564722,"C",0,"C",2144719,"C",0,"C",3108371,"R",2144719,"Z",0,"R",1427158,"Z",0,"Z",0,"R",305616,"R",956180,"R",1533374,"R",321715,"Z",0,"Z",0,"Z",0,"R",4544043,"R",4838531,"R",-4544043,"Z",0,"R",294488,"R",438077,"Z",0,"R",732565,"R",64784,"R",1796712,"R",1064147,"R",378526,"R",354039,"R",732565,"Z",0,"R",823413,"R",1305901,"Z",0,
112127,"R",328027,"R",13656,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2051338,"R",2372532,"Z",0,"R",440389,"R",959267,"R",6165209,"C",0,"C",0,"C",0,"C",0,"C",119961,"C",187329,"C",307290,"R",307290,"Z",0,"R",1018399,"Z",0,"R",124863,"R",219087,"R",198266,"R",1205765,"R",232621,"Z",0,"Z",0,"Z",0,"R",2999001,"R",6165209,"R",-2999001,"Z",0,"R",3166208,"R",13739064,"Z",0,"R",16905272,"R",13641862,"R",17146286,"R",241014,"R",4385077,"R",12520195,"R",16905272,"Z",0,"R",5241807,"R",677101,"Z",0,
112251,"R",17656234,"R",0,"R",0,"R",0,"R",1112421,"R",0,"R",0,"R",4522868,"R",4277362,"R",0,"R",802225,"R",844670,"R",29215780,"R",0,"R",0,"R",60821,"R",0,"R",4314199,"R",0,"R",0,"R",4375020,"R",0,"R",15272348,"R",2947521,"R",0,"R",2916639,"R",1518069,"R",4825793,"R",1256051,"R",1008148,"R",0,"R",0,"R",29744569,"R",29215780,"R",-29744569,"R",5428105,"R",4899316,"R",89691133,"R",0,"R",94590449,"R",80073696,"R",111463282,"R",16872833,"R",46655506,"R",47934943,"R",94590449,"R",2491071,"R",17033885,"R",5934440,"R",0,
112260,"R",12712276,"Z",0,"Z",0,"Z",0,"R",340222,"Z",0,"Z",0,"R",18568208,"R",20285265,"Z",0,"R",5374735,"R",235161,"R",57515867,"C",253520,"C",154605,"Z",0,"Z",0,"C",4714730,"C",874687,"C",5997541,"R",5744021,"Z",0,"R",10045088,"R",1677628,"R",0,"R",2642986,"R",5781853,"R",6948805,"R",5005583,"R",0,"R",0,"R",0,"R",32101943,"R",57515867,"R",-32101943,"R",-1026000,"R",24387924,"R",321830000,"Z",0,"R",346217924,"R",327668000,"R",405204000,"R",58986000,"R",208699000,"R",137519000,"R",346218000,"R",6196000,"R",33180000,"R",7140000,"R",0,
112312,"R",7710956,"Z",0,"Z",0,"Z",0,"R",81574,"R",0,"R",0,"R",26177,"R",697724,"R",1872343,"R",218414,"R",15652,"R",10622840,"C",37458,"C",36965,"C",33912,"C",0,"C",21440,"C",2300,"C",132075,"R",0,"R",0,"R",2968098,"R",38110,"R",1704152,"R",421591,"R",916121,"R",1019091,"R",206902,"R",0,"R",0,"R",1382500,"R",8656565,"R",10622840,"R",-8656565,"R",-95610,"R",1870665,"R",5792136,"R",0,"R",7662801,"R",4176925,"R",10741067,"R",3078266,"R",7575429,"R",87372,"R",7662801,"R",1874443,"R",1000000,"R",2458504,"R",0,
112394,"R",2537221,"Z",0,"Z",0,"Z",0,"R",38508,"Z",0,"Z",0,"R",73575,"R",552970,"R",91629,"Z",0,"R",135559,"R",3429462,"C",11998,"C",38508,"C",0,"C",0,"C",-54483,"C",0,"C",-3977,"Z",0,"Z",0,"R",1644229,"C",0,"C",0,"R",370294,"R",270971,"R",666837,"R",79180,"C",0,"C",0,"R",472438,"R",3503949,"R",3429462,"R",-3503949,"R",100637,"R",26150,"R",8275832,"Z",0,"R",8301982,"R",53895,"R",14044113,"R",5742131,"R",2179372,"R",6122610,"R",8301982,"Z",0,"Z",0,"Z",0,"Z",0,
