UNITID,XFA01_1,FA01_1,XFA02_1,FA02_1,XFA04_1,FA04_1,XFA05_1,FA05_1,XFA06_1,FA06_1,XFA07_1,FA07_1,XFA08_1,FA08_1,XFA910_1,FA910_1,XFA11_1,FA11_1,XFA12_1,FA12_1,XFA13_1,FA13_1,XFA14_16,FA14_16,XFA17_1,FA17_1,XFAA01,FAA01,XFAA02,FAA02,XFAA03,FAA03,XFAA04,FAA04,XFAA05,FAA05,XFAA06,FAA06,XFAA07,FAA07,XFAA08,FAA08,XFAA09,FAA09,XFB01_1,FB01_1,XFB02_1,FB02_1,XFB03_1,FB03_1,XFB04_1,FB04_1,XFB05_1,FB05_1,XFB06_1,FB06_1,XFB07_1,FB07_1,XFB08_1,FB08_1,XFB910_1,FB910_1,XFB11_1,FB11_1,XFB12_1,FB12_1,XFC01,FC01,XFC02,FC02,XFC03_08,FC03_08,XFC09,FC09,XFC10,FC10,XFC11,FC11,XFC12,FC12,XFD05,FD05,XFD08,FD08,XFD17,FD17,XFD20,FD20,XFD23,FD23,XFD24,FD24,XFDC01_1,FDC01_1,XFDC02_1,FDC02_1,XFDC03_1,FDC03_1,XFDC04_1,FDC04_1 
215798,"R",10038923,"Z",0,"Z",0,"Z",0,"R",976817,"R",1455230,"Z",0,"R",5661636,"R",5058731,"Z",0,"R",5388154,"R",687489,"R",29266980,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6041701,"R",309717,"R",1796166,"R",1268064,"R",3246043,"R",3798858,"R",5118493,"Z",0,"Z",0,"Z",0,"R",21579042,"R",29266980,"R",-21579042,"Z",0,"R",7687938,"R",43513941,"R",3380736,"R",54582615,"R",35872998,"R",74877646,"R",20295031,"R",21980442,"R",32602173,"R",54582615,"R",4950,"R",26778106,"R",14559669,"Z",0,
215929,"R",45871933,"Z",0,"Z",0,"Z",0,"R",4326099,"R",1424587,"Z",0,"R",3759436,"R",11181650,"Z",0,"R",13919334,"R",1103263,"R",81586302,"C",1078265,"C",640659,"C",2361514,"C",131887,"C",1057770,"C",13713452,"R",18983547,"R",15325513,"Z",0,"R",29251946,"R",1919452,"R",2996815,"R",7244575,"R",6747656,"R",14325520,"R",10799144,"Z",0,"Z",0,"Z",0,"R",73285108,"R",81586302,"R",-73285108,"Z",0,"R",8301194,"R",90548321,"Z",0,"R",98849515,"R",67863392,"R",168430641,"R",69581126,"R",59306055,"R",39543460,"R",98849515,"R",9081474,"R",86245467,"R",19246728,"Z",0,
215947,"R",6081914,"Z",0,"Z",0,"Z",0,"R",1788921,"R",464969,"Z",0,"R",3062889,"R",407534,"Z",0,"R",1549737,"R",405225,"R",13761189,"C",524574,"C",264593,"C",917036,"C",0,"C",168319,"C",2719280,"C",4593802,"R",3152192,"R",0,"R",4630491,"Z",0,"R",1065775,"R",887225,"R",1674003,"R",2808806,"R",2056956,"Z",0,"Z",0,"R",0,"R",13123256,"R",13761189,"R",-13123256,"Z",0,"R",637933,"R",9643943,"R",2852538,"R",13134414,"R",5566289,"R",19888834,"R",6754420,"R",3554451,"R",9579963,"R",13134414,"R",756462,"R",16210823,"R",7182481,"R",257202,
216047,"R",898161,"Z",0,"Z",0,"Z",0,"R",27630,"R",13435,"Z",0,"R",3353965,"R",2621646,"Z",0,"R",836161,"Z",0,"R",7750998,"C",18730,"C",8900,"C",29934,"C",0,"C",0,"C",876771,"R",934335,"R",876771,"Z",0,"R",1200910,"C",0,"R",87000,"R",1009730,"R",474833,"R",1613180,"R",1152159,"C",0,"C",0,"R",1000049,"R",6537861,"R",7750998,"R",-6537861,"R",1756049,"R",2969186,"R",53949857,"Z",0,"R",56919043,"R",23206303,"R",57523562,"R",604519,"R",49741059,"R",7177984,"R",56919043,"R",23521,"R",28353719,"R",4495519,"Z",0,
216278,"R",17566665,"R",0,"R",0,"R",0,"R",483463,"R",631159,"R",0,"R",5739852,"R",12679344,"R",0,"R",6467225,"R",804073,"R",44371781,"R",558898,"R",363079,"R",1547455,"R",0,"R",592338,"R",10002587,"R",13064357,"R",10594925,"R",0,"R",10055908,"R",98626,"R",75316,"R",2922370,"R",4444126,"R",5295725,"R",4405826,"R",0,"R",0,"R",0,"R",27297897,"R",44371781,"R",-27297897,"R",0,"R",17073884,"R",89713112,"R",0,"R",106786996,"R",73873493,"R",125093186,"R",18306190,"R",51592125,"R",55194871,"R",106786996,"R",3582404,"R",47770024,"R",10299065,"R",0,
216287,"R",29981000,"Z",0,"Z",0,"Z",0,"R",2112000,"R",80000,"Z",0,"R",18538000,"R",148073000,"Z",0,"R",2905000,"R",2935000,"R",204624000,"C",304000,"C",235000,"C",0,"C",0,"C",4270000,"C",6061000,"R",10870000,"R",10553000,"R",0,"R",23534000,"R",2992000,"R",190000,"R",7306000,"R",6789000,"R",11035000,"R",13102000,"Z",0,"Z",0,"R",0,"R",64948000,"R",204624000,"R",-64948000,"Z",0,"R",139676000,"R",713911000,"Z",0,"R",853587000,"R",783666000,"R",937304000,"R",83717000,"R",259570000,"R",594017000,"R",853587000,"R",16099000,"R",85819000,"R",10999000,"Z",0,
216357,"R",6741628,"Z",0,"Z",0,"Z",0,"R",225758,"R",538018,"Z",0,"R",3177006,"R",4181895,"Z",0,"R",3847855,"Z",0,"R",18712160,"C",705422,"C",348058,"C",1319322,"C",0,"C",399089,"C",4131670,"R",6903561,"R",4131670,"R",0,"R",4288029,"C",0,"C",0,"R",850286,"R",2496301,"R",2456459,"R",2725195,"R",687770,"C",0,"R",1385887,"R",14889927,"R",18712160,"R",-14889927,"R",6000,"R",3828233,"R",24075434,"Z",0,"R",27903667,"R",21477976,"R",38336877,"R",10433210,"R",5846790,"R",22056877,"R",27903667,"R",409991,"R",16857865,"R",7509347,"Z",0,
216366,"R",36527576,"Z",0,"R",10982000,"Z",0,"R",52957837,"Z",0,"Z",0,"R",37120802,"R",44383021,"Z",0,"R",33213153,"R",192619695,"R",407804084,"C",0,"C",0,"C",0,"C",0,"C",1775228,"C",0,"C",1775228,"R",1775228,"Z",0,"R",93469104,"R",65091982,"C",0,"R",4444837,"R",8317143,"R",19664508,"R",35638087,"C",0,"R",136124972,"R",17421917,"R",380172550,"R",407804084,"R",-380172550,"Z",0,"R",27631534,"R",408487759,"Z",0,"R",436119293,"R",284654973,"R",794805981,"R",358686691,"R",265208323,"R",170910969,"R",436119292,"R",21214532,"R",422101890,"R",186275215,"Z",0,
216463,"R",463248,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1714401,"R",153967,"Z",0,"R",197653,"R",32453,"R",2561722,"C",0,"C",0,"C",0,"C",0,"C",60637,"C",0,"C",60637,"Z",0,"Z",0,"R",759069,"C",0,"C",0,"R",406321,"R",40905,"R",603083,"R",197172,"R",60637,"C",0,"R",373313,"R",2440500,"R",2561722,"R",-2440500,"Z",0,"R",121222,"R",4779989,"Z",0,"R",4901211,"R",1249450,"R",5126613,"R",225402,"R",230880,"R",4895733,"R",5126613,"R",279556,"R",3238541,"R",1215634,"R",127822,
216524,"R",10902101,"Z",0,"Z",0,"Z",0,"R",322360,"R",432620,"Z",0,"R",7668272,"R",17043154,"Z",0,"R",7982516,"R",859184,"R",45210207,"C",337359,"C",69381,"C",958955,"C",0,"C",8509248,"C",0,"C",9874943,"R",8578629,"Z",0,"R",8433117,"R",156690,"R",547945,"R",2428500,"R",3547531,"R",5395824,"R",6290560,"Z",0,"Z",0,"Z",0,"R",26800167,"R",45210207,"R",-26800167,"R",-483596,"R",17926444,"R",111746451,"Z",0,"R",129672895,"R",91151037,"R",153770942,"R",24098047,"R",52131064,"R",77541831,"R",129672895,"R",10313921,"R",37863802,"R",11142368,"Z",0,
216542,"R",2579240,"R",0,"R",0,"R",0,"R",499830,"R",266607,"R",0,"R",908803,"R",48517,"R",0,"R",1404963,"R",256016,"R",5963976,"C",422788,"C",43842,"C",266607,"C",0,"C",23687,"C",246683,"C",1003607,"Z",0,"Z",0,"R",767942,"R",0,"R",0,"R",203226,"R",591639,"R",1614390,"R",484575,"R",1072889,"R",0,"R",1215501,"R",5950162,"R",5963976,"R",-5950162,"R",0,"R",13814,"R",1083273,"R",0,"R",1097087,"R",7357,"R",4663455,"R",3566368,"R",402545,"R",694542,"R",1097087,"R",1171104,"R",2142735,"R",1833064,"R",0,
216551,"R",3175037,"Z",0,"Z",0,"Z",0,"R",79897,"R",67824,"Z",0,"R",166029,"R",44000,"Z",0,"R",1373737,"R",73292,"R",4979816,"C",47938,"C",31959,"C",67824,"C",0,"C",0,"C",745298,"C",893019,"R",749157,"R",143862,"R",823022,"C",0,"C",0,"R",244911,"R",812697,"R",549951,"R",606105,"R",893019,"C",0,"R",1118067,"R",5047772,"R",4979816,"R",-5047772,"R",70850,"R",2894,"R",12688059,"R",8542813,"R",21233766,"R",7290423,"R",25353715,"R",4122843,"R",5665584,"R",15568182,"R",21233766,"R",1435915,"R",14493009,"R",5608490,"R",3451271,
216597,"R",111323210,"R",0,"R",549800,"R",0,"R",3006190,"R",234121,"R",0,"R",13644556,"R",19252019,"R",739841,"R",36214943,"R",8145203,"R",193109883,"R",1008479,"R",1066529,"R",1417481,"R",0,"R",3863346,"R",28618578,"R",35974413,"R",26691225,"R",1059000,"R",65858702,"R",2189646,"R",0,"R",17256711,"R",20791632,"R",22161031,"R",35610063,"R",0,"R",0,"R",0,"R",163867785,"R",193109883,"R",-163867785,"R",0,"R",29242098,"R",134817695,"R",0,"R",164059793,"R",113040283,"R",324139316,"R",160079523,"R",100497037,"R",63562756,"R",164059793,"R",16029320,"R",149991185,"R",35114467,"R",0,
216667,"R",11143006,"Z",0,"R",523908,"Z",0,"R",83012,"Z",0,"Z",0,"R",2199776,"R",16609655,"Z",0,"R",4159931,"R",269101,"R",34988389,"C",426659,"C",165602,"C",1353885,"C",0,"C",1142997,"C",7099091,"C",10188234,"R",8242088,"Z",0,"R",9958601,"R",71169,"Z",0,"R",1288919,"R",2025612,"R",4051094,"R",3848320,"Z",0,"Z",0,"Z",0,"R",21243715,"R",34988389,"R",-21243715,"R",-16107,"R",13728567,"R",106797229,"Z",0,"R",120525796,"R",91770876,"R",126759318,"R",6233522,"R",43060866,"R",77464930,"R",120525796,"R",3586129,"R",35256470,"R",9452159,"Z",0,
216694,"R",12375422,"Z",0,"Z",0,"Z",0,"R",575638,"R",1000741,"Z",0,"R",3674464,"R",4540365,"Z",0,"R",2526473,"R",380252,"R",25073355,"C",970890,"C",234037,"C",1643120,"C",0,"C",425000,"C",3296169,"C",6569216,"Z",0,"Z",0,"R",5141773,"C",0,"C",0,"R",940416,"R",2147889,"R",2212514,"R",1712904,"R",3987188,"C",0,"R",2250968,"R",18393652,"R",25073355,"R",-18393652,"R",-134062,"R",6545641,"R",31125308,"Z",0,"R",37670949,"R",19823193,"R",47080531,"R",9409582,"R",13094912,"R",24576037,"R",37670949,"R",1775348,"R",14903924,"R",4654973,"Z",0,
216807,"R",12347142,"R",0,"R",0,"R",0,"R",351505,"R",595029,"R",0,"R",3066891,"R",9746595,"Z",0,"R",5355366,"R",642355,"R",32104883,"C",492117,"C",278858,"C",6770,"C",0,"C",786541,"C",7194971,"R",8759257,"R",7194971,"R",0,"R",8839378,"Z",0,"Z",0,"R",2741139,"R",3010089,"R",3241675,"R",5005086,"R",1123712,"Z",0,"R",0,"R",23961079,"R",32104883,"R",-23961079,"R",-21187,"R",8122617,"R",80363304,"Z",0,"R",88485921,"R",57074604,"R",103431534,"R",14945613,"R",33208205,"R",55277716,"R",88485921,"R",1140521,"R",23605879,"R",3565581,"Z",0,
216816,"R",2522565,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2550044,"R",348177,"R",128590,"R",1139665,"R",53749,"R",6742790,"C",0,"C",0,"C",0,"C",0,"C",376195,"C",0,"C",376195,"Z",0,"Z",0,"R",1464662,"R",0,"R",0,"R",271737,"R",450978,"R",1554491,"R",1101462,"R",376195,"R",0,"R",543634,"R",5763159,"R",6742790,"R",-5763159,"R",55782,"R",1035413,"R",4085431,"R",0,"R",5120844,"R",2492210,"R",6190997,"R",1070153,"R",2599188,"R",2521656,"R",5120844,"R",26620,"R",1871032,"R",2971375,"R",0,
216852,"R",69964825,"Z",0,"Z",0,"Z",0,"R",1283883,"R",1119443,"Z",0,"R",7169205,"R",6231161,"Z",0,"R",10414092,"R",1144157,"R",97326766,"C",1171756,"C",631775,"C",2342302,"Z",0,"C",189451,"Z",0,"C",3776301,"Z",0,"R",0,"R",43552056,"R",88231,"R",193381,"R",9194824,"R",8106650,"R",13010973,"R",9059997,"Z",0,"Z",0,"Z",0,"R",83206112,"R",97326766,"R",-83206112,"Z",0,"R",14120654,"R",94700503,"R",0,"R",108821157,"R",36420920,"R",159052678,"R",50231522,"R",91002995,"R",17818165,"R",108821160,"R",11148232,"R",80324636,"R",14119834,"Z",0,
216922,"R",6000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",60031,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",60031,"C",6000,"C",-60031,"Z",0,"R",-54031,"Z",0,"Z",0,"R",-54031,"N",1796974,"N",6992750,"N",2096052,"N",2556937,"N",2339761,"N",4896698,"Z",0,"Z",0,"Z",0,"Z",0,
216931,"R",19324513,"Z",0,"Z",0,"Z",0,"R",3718336,"R",927534,"Z",0,"R",3447977,"R",2552791,"Z",0,"R",4199346,"R",595626,"R",34766123,"C",975470,"C",475781,"C",2155822,"C",0,"C",0,"C",6915540,"C",10522613,"R",7356277,"Z",0,"R",13141042,"R",2225313,"R",593858,"R",2850074,"R",2984819,"R",4704895,"R",2994505,"C",0,"C",0,"R",5185700,"R",34680206,"R",34766123,"R",-34680206,"R",4358264,"R",4444181,"R",42196750,"Z",0,"R",46640931,"R",27339631,"R",84084394,"R",37443463,"R",34924775,"R",11716156,"R",46640931,"R",2921132,"R",45037008,"R",19029915,"Z",0,
217013,"R",2922357,"Z",0,"Z",0,"Z",0,"R",23576,"R",156171,"Z",0,"R",3944846,"R",1176396,"Z",0,"R",1827604,"R",1101057,"R",11152007,"C",215957,"C",45455,"C",156171,"C",0,"C",80880,"C",1421526,"R",1919989,"R",1502406,"Z",0,"R",2817971,"Z",0,"Z",0,"R",1040012,"R",1553781,"R",1668061,"R",1467837,"Z",0,"Z",0,"Z",0,"R",8547662,"R",11152007,"R",-8547662,"Z",0,"R",2604345,"R",19092414,"Z",0,"R",21696759,"R",8307462,"R",25793135,"R",4096376,"R",4040182,"R",17656577,"R",21696759,"R",309284,"R",9396392,"R",3068069,"Z",0,
217040,"R",1236510,"R",0,"R",0,"R",0,"R",136203,"R",5260,"R",0,"R",775293,"R",164396,"Z",0,"Z",0,"Z",0,"R",2317662,"C",45550,"C",90653,"C",5260,"C",0,"C",484900,"C",0,"R",626363,"Z",0,"Z",0,"R",634978,"C",0,"C",0,"R",26616,"R",15497,"R",582752,"R",149415,"R",569945,"C",0,"R",298078,"R",2277281,"R",2317662,"R",-2277281,"Z",0,"R",40381,"R",714341,"Z",0,"R",754722,"R",1442944,"R",2155571,"R",1400849,"R",754722,"R",0,"R",754722,"R",71400,"R",590666,"R",368356,"Z",0,
217059,"R",20536122,"Z",0,"Z",0,"Z",0,"R",1248228,"R",756339,"Z",0,"R",1094317,"R",9826263,"R",4236,"R",7635475,"R",372833,"R",41473813,"C",904084,"C",139852,"C",1335502,"C",0,"C",1500167,"C",521114,"C",4400719,"R",3065217,"Z",0,"R",13783545,"Z",0,"R",55398,"R",2812634,"R",2643742,"R",3481919,"R",5794325,"Z",0,"Z",0,"R",0,"R",28571563,"R",41473813,"R",-28571563,"R",-58531,"R",12843719,"R",77398547,"R",0,"R",90242266,"R",48137498,"R",93922880,"R",3680614,"R",73759143,"R",16483123,"R",90242266,"R",1242623,"R",34220204,"R",8547513,"Z",0,
217156,"R",112095000,"R",0,"R",150000,"R",0,"R",59025000,"R",292000,"R",52000,"R",48967000,"R",169526000,"R",338000,"R",49759000,"R",8715000,"R",448919000,"R",894000,"R",3236000,"R",0,"R",0,"R",29833000,"R",8029000,"R",41992000,"R",41098000,"R",0,"R",118425000,"R",38804000,"R",1071000,"R",24575000,"R",25016000,"R",45166000,"R",44624000,"R",0,"R",0,"R",0,"R",297681000,"R",448919000,"R",-297681000,"R",1390000,"R",152628000,"R",1024484000,"R",109007000,"R",1286119000,"R",1050965000,"R",1478053000,"R",191934000,"R",596617000,"R",689502000,"R",1286119000,"R",12304000,"R",374755000,"R",5120000,"Z",0,
217165,"R",25372000,"Z",0,"Z",0,"Z",0,"R",1387275,"R",1952725,"Z",0,"R",1706000,"R",29030000,"Z",0,"R",12854000,"R",819000,"R",73121000,"C",688147,"C",487000,"C",258983,"Z",0,"C",632666,"C",8254334,"C",9374000,"R",9374000,"Z",0,"R",14702000,"Z",0,"R",3749000,"R",4500000,"R",7566000,"R",8427000,"R",10894000,"Z",0,"Z",0,"R",0,"R",49838000,"R",73121000,"R",-49838000,"Z",0,"R",23283000,"R",112717000,"Z",0,"R",136000000,"R",119761000,"R",185353000,"R",49353000,"R",128865000,"R",7135000,"R",136000000,"R",5238194,"R",64073910,"R",15277843,"Z",0,
217235,"R",64323690,"Z",0,"Z",0,"Z",0,"R",1219049,"Z",0,"Z",0,"R",6588345,"R",15739786,"R",6170703,"R",17840075,"R",2229581,"R",114111229,"C",3473783,"C",1219049,"C",0,"C",0,"C",0,"C",14836173,"C",19529005,"R",16055222,"Z",0,"R",29974393,"Z",0,"R",422295,"R",14170873,"R",17510178,"R",19086294,"R",9370367,"Z",0,"Z",0,"Z",0,"R",90534400,"R",147125712,"R",-90534400,"Z",0,"R",56591312,"R",114235122,"Z",0,"R",170826434,"R",90575083,"R",278337337,"R",131433903,"R",140180434,"R",6723000,"R",146903434,"R",12195058,"R",144872649,"R",44599211,"Z",0,
217305,"R",24576486,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",148127,"R",4101246,"R",919993,"Z",0,"R",406317,"R",30152169,"C",1740234,"C",246776,"C",209837,"C",0,"C",0,"C",750593,"C",2947440,"Z",0,"Z",0,"R",8053148,"C",0,"C",0,"R",794652,"R",4433318,"R",5921428,"C",0,"C",0,"C",0,"R",3299569,"R",22502115,"R",30152169,"R",-22502115,"Z",0,"R",7650054,"R",35059474,"Z",0,"R",42709528,"R",23242133,"R",59660169,"R",16950641,"R",41709528,"R",1000000,"R",42709528,"R",2497297,"R",19415823,"R",8988677,"Z",0,
217402,"R",44539134,"R",1340879,"R",14100,"R",0,"R",288675,"R",0,"R",0,"R",7058222,"R",14324084,"R",0,"R",21333233,"R",1517192,"R",90415519,"R",1248858,"R",1278220,"R",0,"R",0,"R",33714036,"R",0,"R",36241114,"R",17496128,"R",0,"R",25271161,"R",420493,"R",0,"R",7085396,"R",5943844,"R",11143670,"R",22286045,"R",0,"R",0,"R",0,"R",72150609,"R",90415519,"R",-72150609,"R",-948121,"R",17316789,"R",106296153,"R",0,"R",123612942,"R",78126885,"R",198038813,"R",74425871,"R",92525959,"R",31086983,"R",123612942,"R",1517751,"R",145911174,"R",25119509,"R",0,
217493,"R",39724681,"R",0,"R",0,"R",0,"R",166008,"Z",0,"Z",0,"R",5669161,"R",31010791,"Z",0,"R",9627808,"R",1054733,"R",87253182,"C",327587,"C",249134,"C",0,"C",0,"C",0,"C",0,"C",576721,"Z",0,"R",0,"R",22995803,"R",238693,"Z",0,"R",3633776,"R",2335081,"R",9197660,"R",10274942,"R",4999673,"R",4405011,"R",0,"R",58080639,"R",87253182,"R",-58080639,"R",0,"R",29172543,"R",163294141,"Z",0,"R",192466684,"R",153930717,"R",242684027,"R",50217343,"R",161292055,"R",31174629,"R",192466684,"R",1576296,"R",62268891,"R",10555736,"Z",0,
217518,"R",28083000,"Z",0,"Z",0,"Z",0,"R",1107000,"R",11000,"Z",0,"R",1391000,"R",6926000,"Z",0,"R",10565000,"R",487000,"R",48570000,"C",653000,"C",451000,"C",11000,"C",0,"C",26000,"C",6943000,"C",8084000,"R",6969000,"R",0,"R",20702000,"Z",0,"Z",0,"R",1660000,"R",4866000,"R",9681000,"R",8732000,"R",1115000,"Z",0,"Z",0,"R",46756000,"R",48570000,"R",-46756000,"R",-3171000,"R",-1357000,"R",44078000,"Z",0,"R",42721000,"R",31382000,"R",132170000,"R",89449000,"R",39987000,"R",2734000,"R",42721000,"R",1948000,"R",59277000,"R",21081000,"Z",0,
217536,"R",17981000,"Z",0,"Z",0,"Z",0,"R",268000,"R",22000,"Z",0,"R",7980000,"R",1042000,"Z",0,"R",5892000,"R",465000,"R",33650000,"C",446000,"C",268000,"C",22000,"C",36000,"C",4501000,"C",0,"R",5273000,"R",4537000,"R",0,"R",7835000,"Z",0,"Z",0,"R",2929000,"R",3720000,"R",4553000,"R",5649000,"R",234000,"Z",0,"Z",0,"R",24920000,"R",33650000,"R",-24920000,"Z",0,"R",8730000,"R",7832000,"Z",0,"R",16562000,"R",6606000,"R",41918000,"R",25356000,"R",7219000,"R",9343000,"R",16562000,"R",1764000,"R",30014000,"R",7453000,"R",3647000,
217624,"N",1427700,"N",0,"N",306803,"N",0,"N",2015600,"N",265797,"N",0,"N",0,"N",0,"N",0,"N",0,"N",57100,"N",4073000,"N",655300,"N",311700,"N",249350,"N",4605,"N",0,"N",39381,"N",1260336,"N",1048600,"N",0,"N",676456,"N",0,"N",165485,"N",490872,"N",601669,"N",669749,"N",0,"N",1048600,"N",0,"N",269869,"N",3922700,"N",4073000,"N",-3922700,"N",0,"N",150300,"N",145200,"N",0,"N",295500,"N",0,"N",856300,"N",560800,"N",295500,"N",0,"N",295500,"N",0,"N",0,"N",0,"N",0,
217633,"R",7018780,"Z",0,"Z",0,"Z",0,"R",848621,"Z",0,"Z",0,"R",2426205,"R",1273418,"Z",0,"R",2552659,"R",14992,"R",14134675,"C",547550,"C",301071,"C",845402,"C",0,"C",2234875,"C",1150687,"C",5079585,"Z",0,"Z",0,"R",2186992,"C",0,"C",0,"R",705994,"R",1595259,"R",1485559,"R",1701273,"R",4234183,"C",0,"R",1552493,"R",13461753,"R",14134675,"R",-13461753,"R",205821,"R",878743,"R",19171590,"Z",0,"R",20050333,"R",6062759,"R",24368142,"R",4317809,"R",7892258,"R",12158075,"R",20050333,"R",828129,"R",17192759,"R",3256299,"Z",0,
217688,"R",14647825,"R",0,"R",0,"R",0,"R",960248,"R",61560,"R",0,"R",3292206,"R",594307,"R",0,"R",2428732,"R",1146616,"R",23131494,"R",1250727,"R",326454,"R",1824477,"R",0,"R",67860,"R",3080410,"R",6549928,"R",0,"R",0,"R",4728264,"R",0,"R",0,"R",1048390,"R",3793891,"R",4189632,"R",1688039,"R",3901764,"R",0,"R",1975756,"R",21325736,"R",23131494,"R",-21325736,"R",-88318,"R",1717440,"R",15843668,"R",0,"R",17561108,"R",5610762,"R",26813417,"R",9252309,"R",9011329,"R",8549779,"R",17561108,"R",4019703,"R",18786537,"R",8337387,"R",0,
217721,"N",24576486,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",148127,"N",4101246,"N",919993,"N",0,"N",406317,"N",30152169,"N",1740234,"N",246776,"N",209837,"N",0,"N",0,"N",750593,"N",2947440,"N",0,"N",0,"N",8053148,"N",0,"N",0,"N",794652,"N",4433318,"N",5921428,"N",0,"N",0,"N",0,"N",3299569,"N",22502115,"N",30152169,"N",-22502115,"N",0,"N",7650054,"N",35059474,"N",0,"N",42709528,"N",23242133,"N",59660169,"N",16950641,"N",41709528,"N",1000000,"N",42709528,"N",2497297,"N",19415823,"N",8988677,"N",0,
217776,"R",5387956,"Z",0,"Z",0,"Z",0,"R",81763,"Z",0,"Z",0,"R",1854138,"R",62077,"Z",0,"R",783086,"R",255468,"R",8424488,"C",418227,"C",59653,"C",411830,"Z",0,"C",202087,"C",1046372,"R",2138170,"Z",0,"Z",0,"R",3223681,"Z",0,"Z",0,"R",555295,"R",1064415,"R",1845053,"R",1239000,"Z",0,"Z",0,"R",0,"R",7927444,"R",8424488,"R",-7927444,"Z",0,"R",497044,"R",3118486,"Z",0,"R",3615530,"R",120594,"R",8059511,"R",4443979,"R",2215257,"R",1400275,"R",3615532,"R",909307,"R",5492823,"R",2245498,"Z",0,
217873,"R",4854084,"Z",0,"R",0,"R",0,"R",4505038,"Z",0,"Z",0,"R",1982933,"R",577579,"R",0,"R",1943600,"R",298255,"R",14161489,"C",1541171,"Z",0,"C",0,"C",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4275737,"C",0,"C",0,"R",477625,"R",1058737,"R",2773670,"R",1342023,"R",2538623,"R",0,"R",1397725,"R",13864140,"C",14161489,"C",-13864140,"N",-33995,"N",263354,"N",30959082,"N",0,"C",31222436,"R",10086898,"R",39734301,"R",9224327,"R",14523785,"R",25210516,"R",39734301,"R",138964,"R",12192684,"R",6135943,"Z",0,
217907,"R",7650812,"Z",0,"Z",0,"Z",0,"R",799879,"Z",0,"Z",0,"R",2610851,"R",3259762,"Z",0,"R",3068704,"R",85213,"R",17475221,"C",671141,"C",128738,"C",0,"C",0,"C",360363,"C",2692828,"C",3853070,"R",390333,"Z",0,"R",4033152,"Z",0,"Z",0,"R",1106812,"R",1689900,"R",2546006,"R",2290737,"R",3462737,"Z",0,"Z",0,"R",15129344,"R",17475221,"R",-15129344,"Z",0,"R",2345877,"R",31765014,"Z",0,"R",34110891,"R",20915809,"R",39681865,"R",5570974,"R",17090009,"R",17020882,"R",34110891,"R",317910,"R",11414340,"R",2941068,"Z",0,
217925,"R",6783331,"Z",0,"Z",0,"Z",0,"R",459408,"Z",0,"Z",0,"C",3162643,"Z",0,"Z",0,"R",2044250,"C",1618177,"R",14067809,"C",365581,"C",93827,"C",0,"C",0,"C",388544,"C",138365,"C",986317,"R",138365,"Z",0,"R",3609353,"Z",0,"R",25347,"R",763545,"R",1517365,"R",2232949,"R",1271295,"R",1222400,"C",4851403,"R",1867674,"R",17361331,"R",19139324,"R",-17361331,"Z",0,"R",1777993,"R",22025371,"Z",0,"R",23803364,"R",11032239,"R",27619499,"R",3816134,"R",16581904,"R",7221461,"R",23803365,"R",331312,"R",14215475,"R",4984958,"Z",0,
217934,"R",9106877,"Z",0,"Z",0,"Z",0,"R",1217930,"R",222508,"Z",0,"R",4881781,"R",2658296,"Z",0,"R",2560609,"R",289221,"R",20937222,"C",844060,"C",291736,"C",0,"C",0,"C",301555,"C",3054124,"C",4491475,"R",4491475,"Z",0,"R",6981552,"Z",0,"Z",0,"R",1262215,"R",1585275,"R",2610348,"R",2843936,"Z",0,"Z",0,"R",0,"R",15283326,"R",20937222,"R",-15283326,"Z",0,"R",5653896,"R",28059968,"Z",0,"R",33713864,"R",17225032,"R",43239547,"R",9525683,"R",21488365,"R",12225499,"R",33713864,"R",1121189,"R",15309412,"R",8712580,"Z",0,
217961,"R",6834064,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4105217,"R",5141157,"Z",0,"R",3024403,"R",534541,"R",19639382,"C",273704,"C",120826,"C",969774,"C",0,"C",1852280,"C",2366805,"C",5583389,"Z",0,"Z",0,"R",5011870,"C",0,"C",0,"R",1322353,"R",1322838,"R",3504402,"R",1812676,"C",0,"C",0,"R",4217900,"R",17192039,"R",19639382,"R",-17192039,"R",-335774,"R",2111569,"R",35688455,"Z",0,"R",37800024,"R",28997144,"R",48110318,"R",10310294,"R",14583787,"R",23216237,"R",37800024,"R",1572170,"R",22851632,"R",733927,"Z",0,
