unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,part,aline03
"165644","5913995","17760","5931755","","","","","","","","","","0","456828","456828","0","230971","230971","","","","1442259","193765","1636024","40072","160257","200329","","","","2201168","0","2201168","","","","130713","34967","165680","","","","9728207","1094548","10822755","A",""
"165662","27440387","0","27440387","","","","","","","","","","91396","1357858","1449254","0","645809","645809","","","","209063","196117","405180","400710","123396","524106","","","","6668252","0","6668252","","","","635513","186380","821893","","","","35445321","2509560","37954881","A",""
"165671","7199231","0","7199231","","","","","","","","","","33265","255595","288860","0","34677","34677","","","","721355","88994","810349","","","","","","","4737907","0","4737907","","","","360714","58051","418765","","","","13052472","437317","13489789","A",""
"165699","7361395","0","7361395","","","","","","","","","","0","385844","385844","","","","","","","153854","219837","373691","323772","9175","332947","","","","3936976","0","3936976","","","","182510","0","182510","","","","11958507","614856","12573363","A",""
"165705","652380","","652380","","","","","","","","","","","","","","","","","","","737786","40460","778246","850189","736808","1586997","","","","638117","8813","646930","","","","320794","","320794","","","","3199266","786081","3985347","A",""
"165802","6691224","","6691224","","","","","176560","176560","","","","","769884","769884","","","","","","","","","","718865","","718865","","","","2397015","","2397015","","","","281499","","281499","","","","10088603","946444","11035047","A",""
"165820","0","11281050","11281050","0","0","0","0","10962102","10962102","0","0","0","0","1400874","1400874","0","535786","535786","0","0","0","0","515050","515050","0","40668","40668","0","15156","15156","0","1383715","1383715","0","0","0","0","886703","886703","0","0","0","0","27021104","27021104","A","0"
"165848","1226410","0","1226410","","","","","","","","","","0","56936","56936","","","","","","","","","","","","","","","","","","","","","","40","0","40","","","","1226450","56936","1283386","A",""
"165866","9921460","607532","10528992","","","","8473388","2910","8476298","","","","","928306","928306","","38640","38640","","","","92880","25967","118847","","17414","17414","99679","5007","104686","229803","1540269","1770072","","","","536885","123599","660484","","","","19354095","3289644","22643739","A",""
"165884","2284759","","2284759","0","0","0","0","0","0","0","0","0","0","146256","146256","0","298872","298872","0","0","0","100881","0","100881","31116","15746","46862","0","0","0","205341","0","205341","0","0","0","154359","294","154653","0","0","0","2776456","461168","3237624","A",""
"165936","11907062","0","11907062","56037","0","56037","","","","","","","0","646114","646114","0","367907","367907","","","","1337758","212177","1549935","129465","189246","318711","72372","0","72372","5350643","0","5350643","","","","410325","4680","415005","","","","19263662","1420124","20683786","A",""
"165945","2519818","23700","2543518","104823","90000","194823","","","","","","","","","","","","","","","","1558921","1396935","2955856","440463","2160","442623","","","","2243698","0","2243698","","","","25448","243986","269434","","","","6893171","1756781","8649952","A",""
"165981","1783531","0","1783531","","","","4730364","0","4730364","","","","","1256886","1256886","","684639","684639","","3115","3115","","39347","39347","","","","","22247","22247","1082601","","1082601","","","","165411","","165411","","","","7761907","2006234","9768141","A",""
"166018","20028185","0","20028185","","","","","","","","","","0","1041380","1041380","0","17729","17729","","","","1050697","1304865","2355562","170739","328486","499225","","","","4488097","0","4488097","","","","767045","0","767045","","","","26504763","2692460","29197223","A",""
"166027","0","295074000","295074000","","","","","","","","","","52273000","137606000","189879000","","","","","","","0","156429000","156429000","0","207168000","207168000","0","6599000","6599000","0","179653000","179653000","","","","0","108036000","108036000","","","","52273000","1090565000","1142838000","A",""
"166045","226052","0","226052","","","","","","","","","","","","","","","","","","","140909","0","140909","","","","","","","","","","","","","","","","","","","366961","0","366961","A",""
"166054","817293","0","817293","0","0","0","","","","","","","0","115557","115557","","","","","","","2095606","442877","2538483","668","223887","224555","","","","398270","0","398270","","","","583887","0","583887","","","","3895724","782321","4678045","A","0"
"166124","36729599","0","36729599","","","","","","","","","","0","1435136","1435136","","","","","","","4809854","729530","5539384","1885415","1141527","3026942","","","","16260069","0","16260069","","","","1031296","0","1031296","","","","60716233","3306193","64022426","A",""
"166133","5863281","0","5863281","0","0","0","6187131","330987","6518118","0","0","0","41214","1918701","1959915","0","757233","757233","0","0","0","48473","0","48473","0","0","0","89814","0","89814","1694370","0","1694370","0","0","0","380744","0","380744","0","0","0","14305027","3006921","17311948","A","0"
"166276","3315328","0","3315328","0","0","0","","","","","","","0","464377","464377","","","","","","","","","","","","","","","","","","","","","","18500","0","18500","","","","3333828","464377","3798205","A","0"
"166391","3762762","0","3762762","0","0","0","0","0","0","0","0","0","0","324654","324654","0","183610","183610","0","0","0","260059","36465","296524","215782","53911","269693","0","0","0","3063028","0","3063028","0","0","0","63745","0","63745","0","0","0","7365376","598640","7964016","A",""
"166452","25396620","0","25396620","0","0","0","0","0","0","0","0","0","159111","1020369","1179480","0","207859","207859","0","10000","10000","543950","68141","612091","330046","39200","369246","0","0","0","2224885","0","2224885","0","0","0","578424","0","578424","0","0","0","29233036","1345569","30578605","A",""
"166513","","37302116","37302116","","","","","31950145","31950145","","","","","9559192","9559192","","3116777","3116777","","9900","9900","","8856046","8856046","","50310","50310","","","","","","","","","","","931353","931353","","","","","91775839","91775839","A",""
"166601","1018180","0","1018180","","","","","","","","","","0","76791","76791","0","67506","67506","","","","17052","150","17202","","","","0","0","0","73729","","73729","","","","46319","3437","49756","","","","1155280","147884","1303164","A",""
"166629","91540069","0","91540069","22373","6238296","6260669","131877531","4906626","136784157","0","0","0","8576585","35745846","44322431","284774","3794712","4079486","123872","641672","765544","3506454","12679460","16185914","275977","70109","346086","3830736","0","3830736","86567385","0","86567385","0","0","0","12658095","7218","12665313","","","","339263851","64083939","403347790","A","0"
"166638","35068483","1123","35069606","0","0","0","49024361","1889559","50913920","0","0","0","759098","8928498","9687596","77820","1654293","1732113","18677","257970","276647","608777","2494610","3103387","76300","128080","204380","349587","0","349587","4917009","0","4917009","0","0","0","1709377","0","1709377","0","0","0","92609489","15354133","107963622","A","0"
"166647","0","6167798","6167798","","","0","0","4360239","4360239","","","0","0","814487","814487","0","356654","356654","","","0","0","310415","310415","","","0","","","0","0","290780","290780","","","0","0","283084","283084","","","0","0","12583457","12583457","A",""
"166656","9455535","0","9455535","0","0","0","0","0","0","0","0","0","0","521640","521640","0","295008","295008","0","74018","74018","0","292668","292668","350000","0","350000","0","0","0","932685","0","932685","0","0","0","0","0","0","0","0","0","10738220","1183334","11921554","A","0"
"166665","0","0","0","0","0","0","1272950","0","1272950","0","0","0","233829","14324","248153","318153","2861374","3179527","7027","76296","83323","26700","380195","406895","0","1600","1600","0","0","0","0","0","0","0","0","0","1332704","35639","1368343","0","0","0","3191363","3369428","6560791","A","0"
"166674","4617962","67194","4685156","0","0","0","6244893","95620","6340513","0","0","0","0","509186","509186","0","151324","151324","0","0","0","0","0","0","0","16320","16320","10629","0","10629","265281","0","265281","0","0","0","409418","9035","418453","0","0","0","11548183","848679","12396862","A",""
"166683","155626000","0","155626000","0","16000","16000","","","","","","","69008000","178230000","247238000","109000","279000","388000","","","","33943000","175266000","209209000","17752000","15972000","33724000","","","","0","47769000","47769000","","","","2514000","0","2514000","25072000","367656000","392728000","304024000","785188000","1089212000","A","16000"
"166692","1478070","","1478070","27","27005","27032","6772965","","6772965","","","","","218282","218282","","51250","51250","","","","236421","","236421","","","","","","","","","","","","","","","","","","","8487483","296537","8784020","A","27032"
"166708","1670267","0","1670267","0","0","0","28520783","354931","28875714","0","0","0","12061827","26363779","38425606","845346","10612241","11457587","0","86426","86426","1605102","14030320","15635422","50823","5610","56433","2775319","0","2775319","3848455","0","3848455","177104756","0","177104756","78366506","128078","78494584","0","0","0","306849184","51581385","358430569","A","0"
"166717","1604938","0","1604938","","","","","","","","","","","","","0","17568","17568","","","","40403","40150","80553","25440","8389","33829","","","","","","","","","","30000","246","30246","","","","1700781","66353","1767134","A",""
"166823","8992618","514404","9507022","0","0","0","9050921","123214","9174135","0","0","0","13471","2089192","2102663","43457","624906","668363","0","0","0","75206","13932","89138","0","0","0","52560","0","52560","404753","0","404753","0","0","0","622431","11888","634319","0","0","0","19255417","3377536","22632953","A",""
"166850","23650802","0","23650802","","","","","","","","","","0","639886","639886","0","213729","213729","","","","326748","310629","637377","201037","147041","348078","","","","6429131","0","6429131","","","","580266","0","580266","","","","31187984","1311285","32499269","A",""
"166869","1622000","0","1622000","0","0","0","0","0","0","0","0","0","0","154000","154000","0","0","0","0","0","0","56000","435000","491000","902000","483000","1385000","0","0","0","0","0","0","0","0","0","677000","30000","707000","0","0","0","3257000","1102000","4359000","A",""
"166887","","8196371","8196371","","","","","7009065","7009065","","","","","1401330","1401330","","486484","486484","","0","0","","352486","352486","","0","0","","112829","112829","","","","","","","","410041","410041","","","","","17968606","17968606","A",""
"166911","1481861","0","1481861","","","","","","","","","","0","110022","110022","","","","","","","45608","3700","49308","70000","1645","71645","","","","150671","0","150671","","","","4934","8282","13216","","","","1753074","123649","1876723","A",""
"166939","28722000","0","28722000","","","","","","","","","","156000","1927000","2083000","","","","","","","5621000","1465000","7086000","2091000","4425000","6516000","","","","12043000","0","12043000","","","","373000","479000","852000","","","","49006000","8296000","57302000","A",""
"166948","11571736","0","11571736","","","","","","","","","","361987","447697","809684","","","","","","","149505","0","149505","276531","0","276531","","","","4998958","0","4998958","","","","","","","","","","17358717","447697","17806414","A",""
"166957","4363521","","4363521","","","0","4721373","151375","4872748","","","0","13881","2155297","2169178","","572622","572622","","","0","","989006","989006","","","0","696","15315","16011","","","0","","","0","364093","","364093","","","0","9463564","3883615","13347179","A",""
"166984","8027816","0","8027816","","","","","","","","","","0","349823","349823","0","245670","245670","","","","137557","0","137557","0","216150","216150","","","","404841","0","404841","","","","343593","0","343593","","","","8913807","811643","9725450","A",""
"167057","9361318","0","9361318","0","0","0","0","0","0","0","0","0","0","502728","502728","0","80146","80146","0","3174","3174","991452","91021","1082473","674714","810046","1484760","0","0","0","960693","0","960693","0","0","0","964254","0","964254","0","0","0","12952431","1487115","14439546","A","0"
"167093","6358096","0","6358096","","","","","","","","","","0","138911","138911","114822","0","114822","","","","229813","44023","273836","128532","5500","134032","394754","0","394754","371283","0","371283","","","","42071","0","42071","","","","7639371","188434","7827805","A",""
"167181","46611","0","46611","293","83","376","604","179","783","2585","0","2585","","11734","11734","364","5066","5430","138","126","264","31813","8816","40629","10735","4492","15227","7789","16","7805","17800","0","17800","0","0","0","24818","3352","28170","353","8","361","143903","33872","177775","A",""
"167215","9376252","0","9376252","","","","","","","","","","0","106561","106561","","","","","","","101100","39561","140661","","","","","","","","","","","","","262971","100","263071","","","","9740323","146222","9886545","A",""
"167251","12538178","0","12538178","","","","","","","","","","3630","1397421","1401051","0","368042","368042","","","","","","","","","","","","","2126925","0","2126925","","","","147051","0","147051","","","","14815784","1765463","16581247","A",""
"167260","17072663","0","17072663","","","","","","","","","","0","496039","496039","0","81142","81142","","","","2393656","446115","2839771","588751","1619062","2207813","64968","0","64968","5902958","0","5902958","","","","1136700","0","1136700","","","","27159696","2642358","29802054","A",""
"167288","5139759","","5139759","","","","5626806","","5626806","","","","","1055175","1055175","","440979","440979","","","","23057","","23057","","1072","1072","352","","352","","2070844","2070844","","","","3425089","","3425089","","","","14215063","3568070","17783133","A",""
"167312","5996527","647470","6643997","","","","9676273","357857","10034130","","","","","2130937","2130937","","602821","602821","","","","","302193","302193","","","","139438","","139438","1195469","","1195469","","","","178239","","178239","","","","17185946","4041278","21227224","A",""
"167358","201782000","658000","202440000","","","","","","","","","","0","17915000","17915000","0","1433000","1433000","","","","851000","6463000","7314000","7430000","2483000","9913000","","","","20945000","0","20945000","","","","11717000","160000","11877000","","","","242725000","29112000","271837000","A",""
"167376","","7509102","7509102","","","","","7965584","7965584","","","","","2151319","2151319","","770844","770844","","","","","662312","662312","","10190","10190","","5660","5660","","","","","","","","423489","423489","","","","","19498500","19498500","A",""
"167394","6389647","0","6389647","","","","","","","","","","0","403434","403434","0","47421","47421","","","","800777","243456","1044233","9617","127557","137174","","","","1703971","0","1703971","","","","74471","0","74471","","","","8978483","821868","9800351","A",""
"167455","6940279","0","6940279","24975","0","24975","","","","","","","0","122552","122552","0","74556","74556","","","","934510","54768","989278","565460","48867","614327","","","","2442573","0","2442573","","","","87819","14014","101833","","","","10995616","314757","11310373","A",""
"167464","149600","0","149600","","","","","","","","","","","","","","","","","","","698660","0","698660","97288","0","97288","","","","149599","0","149599","","","","3397","0","3397","","","","1098544","0","1098544","A",""
"167525","5683214","","5683214","","","","","","","","","","","1150884","1150884","","561819","561819","","","","","","","","","","","","","59365","","59365","","","","189299","","189299","","","","5931878","1712703","7644581","A",""
"167534","5361087","0","5361087","","","0","5423997","0","5423997","","","","13970","1239095","1253065","0","714811","714811","","","0","0","211636","211636","","","0","","","0","1270863","102218","1373081","","","0","301756","106773","408529","","","","12371673","2374533","14746206","A","0"
"167561","39368098","0","39368098","","","","","","","","","","71712","1867070","1938782","","290877","290877","","","","2059321","1556437","3615758","2517124","3068459","5585583","1141356","4392","1145748","","","","","","","1865651","257712","2123363","","","","47023262","7044947","54068209","A",""
"167598","8262857","0","8262857","","","","","","","","","","0","348084","348084","2050","55250","57300","","64331","64331","736459","506548","1243007","1827397","140570","1967967","","","","3268071","0","3268071","","","","860487","0","860487","","","","14957321","1114783","16072104","A",""
"167631","150681","1445032","1595713","","","","","7507071","7507071","","","","","1944493","1944493","","992163","992163","","","","","61351","61351","","","","","","","","11667","11667","","","","","","","","","","150681","11961777","12112458","A",""
"167677","1107306","","1107306","","","","","","","","","","","40307","40307","","","","","","","533656","","533656","328896","","328896","","","","","","","","","","1728211","","1728211","59166","","59166","3757235","40307","3797542","A",""
"167729","16254676","","16254676","","","","13894711","1908351","15803062","","","","","3178852","3178852","","","","","","","1085","114065","115150","","94620","94620","","1750","1750","1733861","","1733861","","","","581824","619620","1201444","","","","32466157","5917258","38383415","A",""
"167783","28714999","0","28714999","0","0","0","0","0","0","0","0","0","153344","1696881","1850225","1455","265207","266662","5148","59020","64168","1504685","562105","2066790","2993732","921912","3915644","0","0","0","5417622","0","5417622","0","0","0","1601622","0","1601622","0","0","0","40392607","3505125","43897732","A",""
"167792","4039430","0","4039430","0","0","0","0","0","0","0","0","0","0","227185","227185","34944","0","34944","0","0","0","471333","191527","662860","41139","0","41139","0","0","0","1422869","0","1422869","0","0","0","483811","0","483811","0","0","0","6493526","418712","6912238","A",""
"167835","44475984","0","44475984","","","","","","","","","","144156","2097196","2241352","0","589772","589772","","","","8671032","2243472","10914504","3417779","11382821","14800600","97952","0","97952","16850928","0","16850928","","","","2386196","0","2386196","","","","76044027","16313261","92357288","A",""
"167853","143401","0","143401","628","1270","1898","","","","312622","0","312622","","","","","","","","","","9506","1898","11404","","","","","","","","","","","","","440867","0","440867","","","","907024","3168","910192","A","1898"
"167899","26887375","438328","27325703","0","0","0","0","0","0","0","0","0","0","2316795","2316795","0","1649486","1649486","0","2300","2300","515123","310787","825910","232598","373115","605713","806945","0","806945","8187404","0","8187404","0","0","0","1331324","159953","1491277","0","0","0","37960769","5250764","43211533","A",""
"167905","7501007","","7501007","","","","11922949","66440","11989389","","","","","3030279","3030279","","852084","852084","","","","25915","","25915","","","","","","","124855","","124855","","","","109987","","109987","","","","19684713","3948803","23633516","A",""
"167987","6202090","1753601","7955691","","","","32639351","","32639351","","","","","3783599","3783599","","3012798","3012798","","","","","1267757","1267757","","","","","","","11301367","27590","11328957","","","","690695","1094914","1785609","","","","50833503","10940259","61773762","A",""
"167996","21432493","0","21432493","","","","","","","","","","0","665484","665484","0","18544","18544","","","","481412","69687","551099","1580108","247073","1827181","","","","5258047","1027842","6285889","","","","606197","0","606197","","","","29358257","2028630","31386887","A",""
"168005","43547443","0","43547443","0","0","0","0","1554223","1554223","","","","0","1743385","1743385","","","","","","","530103","396406","926509","1105845","345684","1451529","","","","181388","0","181388","","","","804941","0","804941","","","","46169720","4039698","50209418","A","0"
"168148","119399174","","119399174","","","","3981312","","3981312","","","","12148090","26577289","38725379","309534","2530655","2840189","","","","7588997","12149364","19738361","2319981","4299849","6619830","20389762","","20389762","24524706","","24524706","","","","6913660","","6913660","","10242511","10242511","197575216","55799668","253374884","A",""
"168218","34004585","0","34004585","","","","","","","","","","0","2468152","2468152","0","126693","126693","","","","9063357","4443886","13507243","8930313","8855308","17785621","","","","15836438","0","15836438","","","","4512247","","4512247","0","0","0","72346940","15894039","88240979","A",""
"168227","32482292","55224","32537516","0","0","0","0","0","0","0","0","0","429111","3209227","3638338","0","1355490","1355490","0","0","0","210201","801955","1012156","1465339","113083","1578422","0","0","0","6525174","0","6525174","0","0","0","1482617","10820","1493437","0","0","0","42594734","5545799","48140533","A","0"
"168254","28508191","0","28508191","","","","","","","","","","0","1080663","1080663","0","645130","645130","","","","29981","161158","191139","515133","117465","632598","","","","4885669","0","4885669","","","","943443","29994","973437","","","","34882417","2034410","36916827","A",""
"168263","8831669","0","8831669","0","0","0","11734318","0","11734318","0","0","0","0","1450121","1450121","0","959873","959873","0","28116","28116","209704","84495","294199","0","0","0","28597","0","28597","6099210","0","6099210","0","0","0","496526","7816","504342","0","0","0","27400024","2530421","29930445","A","0"
"168272","860563","0","860563","","","","","","","","","","","","","","","","","","","1117685","223646","1341331","17387","0","17387","","","","442252","0","442252","","","","362558","0","362558","","","","2800445","223646","3024091","A",""
"168281","17555182","0","17555182","","","","","","","","","","0","510058","510058","0","83435","83435","","","","2393656","446115","2839771","588751","1619062","2207813","64968","0","64968","6069791","0","6069791","","","","1136700","0","1136700","","","","27809048","2658670","30467718","A",""
"168290","9416342","0","9416342","","","","","","","","","","86674","1517121","1603795","","","","","","","389693","1306786","1696479","33322","0","33322","","","","2576727","0","2576727","","","","659443","0","659443","","","","13162201","2823907","15986108","A",""
"168342","31227540","0","31227540","","","","","","","","","","0","1574899","1574899","0","161369","161369","","","","6521892","2647207","9169099","10771730","3327966","14099696","389291","809269","1198560","13178813","0","13178813","","","","1412418","433066","1845484","","","","63501684","8953776","72455460","A",""
"168421","43978086","0","43978086","","","","","","","","","","1000567","4195565","5196132","14680","1146612","1161292","","","","2276401","3706741","5983142","4393850","1583959","5977809","35102","0","35102","6285450","0","6285450","","","","1188272","0","1188272","","","","59172408","10632877","69805285","A",""
"168430","0","10303285","10303285","0","0","0","0","8443601","8443601","0","0","0","0","1262749","1262749","0","0","0","0","0","0","0","177141","177141","0","0","0","0","11681","11681","0","604121","604121","0","0","0","0","813850","813850","0","0","0","0","21616428","21616428","A",""
"168528","9819517","0","9819517","66284","379529","445813","","","","","","","0","499482","499482","","","","","","","1089939","278255","1368194","432803","447233","880036","63359","0","63359","3608362","0","3608362","","","","139496","0","139496","","","","15219760","1604499","16824259","A",""
"168546","16127248","0","16127248","","","","135194","0","135194","","","","0","669587","669587","","","","","","","1487341","799586","2286927","947755","473457","1421212","14289","0","14289","5737227","0","5737227","","","","1679610","2332322","4011932","","","","26128664","4274952","30403616","A",""
"168591","11487841","0","11487841","","","","98442","0","98442","","","","28270","701929","730199","","","","","","","874323","384382","1258705","1484597","677333","2161930","","","","4320488","0","4320488","","","","351762","238469","590231","","","","18645723","2002113","20647836","A",""
"168607","2468347","0","2468347","","","","3192854","0","3192854","1080790","0","1080790","5519","1901858","1907377","0","434228","434228","0","3660","3660","0","26606","26606","","","","52113","0","52113","617011","0","617011","","","","179770","43463","223233","","","","7596404","2409815","10006219","A",""
"168740","21617555","0","21617555","","","","","","","","","","60900","1477586","1538486","78304","886156","964460","73771","1122","74893","6979384","1149125","8128509","27300","392181","419481","1242865","0","1242865","8799850","0","8799850","","","","2157487","0","2157487","","","","41037416","3906170","44943586","A",""
"168786","13198950","0","13198950","","","","189446","0","189446","","","","33825","1427751","1461576","33810","48812","82622","","","","975948","79065","1055013","170972","141660","312632","3366","0","3366","3058940","0","3058940","","","","234474","0","234474","","","","17899731","1697288","19597019","A",""
"168838","2995346","","2995346","","","","","","","","","","","856560","856560","31064","","31064","","","","","","","","","","","","","511383","","511383","","","","46569","","46569","","","","3584362","856560","4440922","A",""
"168847","10381900","","10381900","","","","","","","","","","","2865089","2865089","95379","","95379","","","","","","","","","","","","","1368680","","1368680","","","","52589","","52589","","","","11898548","2865089","14763637","A",""
"168883","2428768","0","2428768","","","","2659618","0","2659618","845643","0","845643","0","2069831","2069831","0","275196","275196","","","","0","59994","59994","","","","","","","649297","0","649297","","","","287664","0","287664","","","","6870990","2405021","9276011","A",""
"169080","29880092","434","29880526","","","","","","","","","","0","1957088","1957088","227192","2420870","2648062","","","","4380423","559439","4939862","22569","274932","297501","","","","9828221","0","9828221","","","","2429029","76013","2505042","","","","46767526","5288776","52056302","A",""
"169099","510307","0","510307","","","","","","","","","","","","","","","","","","","1777966","121948","1899914","2300","53598","55898","","","","126263","0","126263","","","","95006","3780","98786","","","","2511842","179326","2691168","A",""
"169220","537221","0","537221","0","0","0","0","0","0","0","0","0","0","0","0","5229","0","5229","0","0","0","14659","0","14659","78759","0","78759","384","0","384","0","0","0","0","0","0","15208","0","15208","0","0","0","651460","0","651460","A",""
"169248","49007999","0","49007999","0","0","0","51506057","705270","52211327","0","0","0","86612","8183834","8270446","49313","1879653","1928966","0","0","0","2699","2499869","2502568","0","234679","234679","5619942","0","5619942","31456738","0","31456738","0","0","0","1117264","0","1117264","0","0","0","138846624","13503305","152349929","A","0"
"169275","9485312","0","9485312","","","","10422365","0","10422365","7879906","0","7879906","0","5115313","5115313","0","1243003","1243003","0","184502","184502","0","311170","311170","1013956","0","1013956","24822","0","24822","2564866","0","2564866","","","","749213","65175","814388","","","","32140440","6919163","39059603","A",""
"169327","3087512","0","3087512","0","0","0","58633","0","58633","0","0","0","0","829307","829307","0","0","0","0","0","0","127932","334940","462872","0","0","0","0","0","0","258718","0","258718","0","0","0","127927","13829","141756","0","0","0","3660722","1178076","4838798","A",""
"169363","4231688","0","4231688","0","0","0","0","0","0","0","0","0","0","486859","486859","0","569222","569222","0","0","0","1002725","0","1002725","36591","544104","580695","0","0","0","1233541","0","1233541","0","0","0","110937","46121","157058","0","0","0","6615482","1646306","8261788","A",""
"169424","1092321","0","1092321","","","","","","","","","","36454","33732","70186","146759","29000","175759","","","","164937","205935","370872","729156","34308","763464","51705","0","51705","297812","0","297812","","","","130192","215735","345927","","","","2649336","518710","3168046","A",""
"169442","8417227","0","8417227","","","","","","","","","","0","506164","506164","230290","664222","894512","0","10128","10128","719644","675561","1395205","387043","89581","476624","","","","496066","0","496066","","","","467727","44032","511759","","","","10717997","1989688","12707685","A",""
"169479","27924000","0","27924000","0","0","0","244000","0","244000","0","0","0","112000","5084000","5196000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2440000","0","2440000","0","0","0","314000","0","314000","0","0","0","31034000","5084000","36118000","A","0"
"169488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A",""
"169497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A",""
"169521","11073552","0","11073552","","","","9416100","0","9416100","9270706","0","9270706","17000","5178195","5195195","0","783902","783902","","","","827408","237663","1065071","16027","39107","55134","2820186","0","2820186","3699011","0","3699011","","","","2073039","66292","2139331","","","","39213029","6305159","45518188","A",""
"169594","8942473","0","8942473","","","","78754","0","78754","","","","0","1970808","1970808","0","1933889","1933889","","","","47811","0","47811","","","","","","","677195","0","677195","","","","156675","0","156675","","","","9902908","3904697","13807605","A",""
"169600","3676164","0","3676164","","","","17938","0","17938","","","","0","703458","703458","0","746229","746229","","","","","","","","","","","","","253648","0","253648","","","","11495","0","11495","","","","3959245","1449687","5408932","A",""
"169619","3054475","0","3054475","","","","26470","0","26470","","","","0","1014845","1014845","0","854265","854265","","","","","","","","","","","","","198878","0","198878","","","","8805","0","8805","","","","3288628","1869110","5157738","A",""
"169628","5974740","0","5974740","0","8616","8616","","","","","","","","","","","","","","","","139617","20843","160460","125709","2044","127753","","","","","","","","","","61322","0","61322","","","","6301388","31503","6332891","A",""
"169716","47740140","0","47740140","0","0","0","916190","3793581","4709771","0","0","0","104919","10950604","11055523","","","","","","","2591116","4902772","7493888","239881","457444","697325","3593728","0","3593728","4648650","262476","4911126","0","0","0","260082","0","260082","0","0","0","60094706","20366877","80461583","A",""
"169798","48488114","","48488114","","","","62694653","","62694653","","","","266743","8111222","8377965","23071","1456534","1479605","","","","1299642","4966356","6265998","5304","383164","388468","2590271","","2590271","23800444","","23800444","","","","2184076","180062","2364138","","","","141352318","15097338","156449656","A",""
"169910","29787045","0","29787045","","","","36913928","0","36913928","","","","0","7166086","7166086","15000","2565820","2580820","","","","657287","456956","1114243","","","","3525112","122424","3647536","27505507","0","27505507","","","","1790215","0","1790215","","","","100194094","10311286","110505380","A",""
"169974","1101827","0","1101827","","","","1352625","0","1352625","2207386","0","2207386","8868","463916","472784","82021","170420","252441","","","","74267","31750","106017","","","","975","0","975","353809","0","353809","","","","77205","0","77205","","","","5258983","666086","5925069","A",""
"169983","19263396","0","19263396","","","","","","","","","","0","1119166","1119166","160121","1134256","1294377","","","","2002057","1768286","3770343","0","549477","549477","","","","1923456","0","1923456","","","","747105","313929","1061034","","","","24096135","4885114","28981249","A",""
"169992","780696","0","780696","","","","2983525","0","2983525","566727","0","566727","72600","1184095","1256695","27127","286028","313155","28308","0","28308","1738","8788","10526","0","49873","49873","27646","0","27646","343638","0","343638","","","","185073","2100","187173","44278","0","44278","5061356","1530884","6592240","A",""
"170000","376874","0","376874","0","0","0","","","","","","","1531","79785","81316","","","","","","","416575","24373","440948","57468","0","57468","740","0","740","282946","9046","291992","","","","32650","0","32650","","","","1168784","113204","1281988","A",""
"170037","4131717","0","4131717","0","0","0","0","671743","671743","","","","0","556856","556856","","","","","","","1145959","165841","1311800","6287","34497","40784","216373","0","216373","2989701","143322","3133023","","","","65747","120","65867","","","","8555784","1572379","10128163","A","0"
"170055","11991101","518079","12509180","","","","13018596","3029740","16048336","5524150","0","5524150","16251","4470643","4486894","","","","0","774359","774359","","","","","","","","","","4314579","0","4314579","","","","2027014","0","2027014","","","","36891691","8792821","45684512","A",""
"170082","21600687","","21600687","","","","27282211","","27282211","","","","","6648297","6648297","","646581","646581","","44334","44334","1633819","2770201","4404020","103246","238117","341363","552786","","552786","9434186","","9434186","","","","3781763","310262","4092025","","","","64388698","10657792","75046490","A",""
"170091","399562","","399562","39218","","39218","","","","","","","","","","","","","","","","1034644","16072","1050716","","","","","","","391774","","391774","","","","11745","","11745","","","","1876943","16072","1893015","A",""
"170240","15653743","0","15653743","","","","14727650","0","14727650","6229455","0","6229455","0","3170064","3170064","15500","684151","699651","","","","51257","0","51257","","","","","","","3253918","0","3253918","","","","1929163","0","1929163","","","","41860686","3854215","45714901","A",""
"170277","2842709","0","2842709","","","","5212405","0","5212405","327831","0","327831","0","2612992","2612992","5184","982283","987467","","","","","","","","","","20233","0","20233","393892","","393892","","","","76816","0","76816","0","393892","393892","8879070","3989167","12868237","A",""
"170286","9997985","15316","10013301","","","","","","","","","","","","","","","","","","","4555626","574630","5130256","2067771","603062","2670833","","","","5023804","90767","5114571","","","","426432","111885","538317","","","","22071618","1395660","23467278","A",""
"170301","23855550","0","23855550","","","","180085","0","180085","","","","0","1795670","1795670","0","2238964","2238964","","","","2664520","1612574","4277094","464155","1131348","1595503","","","","9427286","0","9427286","","","","1704914","459878","2164792","","","","38296510","7238434","45534944","A",""
"170444","6235708","0","6235708","","","","9024475","0","9024475","2115871","0","2115871","0","2074422","2074422","290689","756432","1047121","","","","43265","61768","105033","3439","18045","21484","","","","1365421","0","1365421","","","","1063860","258588","1322448","","","","20142728","3169255","23311983","A",""
"170471","9442488","0","9442488","","","","","","","","","","0","4134122","4134122","0","3216475","3216475","","","","931446","87899","1019345","","","","","","","289685","0","289685","","","","50380","0","50380","","","","10713999","7438496","18152495","A",""
