unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b124,b131,b132,b133,b134,b161,b162,b163,b164,b191,b192,b193,b194,b221,b222,b223,b224,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb124","xb131","xb132","xb133","xb134","xb161","xb162","xb163","xb164","xb191","xb192","xb193","xb194","xb221","xb222","xb223","xb224","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"101602","1600593","676991","2277584","1631278","0","0","0","0","0","0","0","0","324678","125401","450079","243886","459878","121127","581005","438491","466424","97076","563500","250634","508753","0","508753","134095","406006","690288","1096294","11101","0","11101","488082","0","488082","4265515","1710883","5976398","2698384","302464","0","302464","21953","0","0","0","0","0","0","0","0","4567979","1710883","6278862","2720337","2698384","293386","0","284289","3276059","143369","0","-44802","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101648","483345","0","483345","421046","0","0","0","0","0","0","0","0","98879","0","98879","73636","578201","0","578201","317505","334477","0","334477","144315","542271","0","542271","132554","503256","114474","617730","321096","0","321096","0","0","0","2861525","114474","2975999","1089056","411681","0","411681","67510","0","0","0","0","0","0","0","0","3273206","114474","3387680","1156566","1089056","108606","0","0","1197662","36042","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101675","1740820","0","1740820","1350695","0","0","0","0","0","0","0","0","321033","0","321033","128477","891550","0","891550","439671","1992159","0","1992159","873855","1664011","0","1664011","167803","1279526","2005023","3284549","552075","0","552075","0","0","0","8441174","2005023","10446197","2960501","1141842","0","1141842","60268","0","0","0","0","0","0","0","0","9583016","2005023","11588039","3020769","2960501","384865","0","0","3345366","261759","0","0","0","0","0","0",10,10,10,10,31,31,10,10,31,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,15,15,10,10,31,10,31,31,31,18,18,10,10,10,31,10,10,31,31,31,31,31,31,31,31,18,18,10,10,10,10,10,31,10,10,31,31,31,31,31,31
"101693","4643042","34619","4677661","3147554","0","0","0","0","0","0","0","0","357270","11812","369082","117418","2085501","24031","2109532","1169347","3410534","17252","3427786","932039","1802427","1049","1803476","102667","6274716","2291034","8565750","704527","0","704527","741120","0","741120","20019137","2379797","22398934","5469025","1702252","12262","1714514","292749","0","0","0","0","0","0","0","0","21721389","2392059","24113448","5761774","5469025","1263729","0","0","6732754","204102","0","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101709","9194752","660632","9855384","7434237","9390","0","9390","0","0","403840","403840","222265","2436580","18525","2455105","1441702","2747521","566935","3314456","1630715","2446064","250509","2696573","1185717","2986307","3047","2989354","835513","1509380","2089066","3598446","45875","0","45875","750004","0","750004","22125873","3992554","26118427","12750149","5362832","0","5362832","419353","0","0","0","0","0","0","0","0","27488705","3992554","31481259","13169502","12750149","2965346","0","0","15715495","778984","867573","714675","0","0","0","0",10,10,10,10,10,31,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10,31,10,10,31,10,10,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,10,10,31,31,31,31
"101736","5676941","667374","6344315","4642033","0","0","0","0","0","589415","589415","374023","1047652","11543","1059195","712881","995801","1029549","2025350","1162902","1560328","38873","1599201","950059","1507808","12705","1520513","524741","1058370","2004246","3062616","816311","0","816311","272653","0","272653","12935864","4353705","17289569","8366639","1436179","11538","1447717","276771","0","0","0","0","0","0","0","0","14372043","4365243","18737286","8643410","8366639","845782","0","993833","10206254","338032","30000","-272653","0","0","0","0",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"101879","14114942","351010","14465952","10736380","4217","740247","744464","346651","349366","337106","686472","394347","2894237","67396","2961633","1838768","4175462","51292","4226754","1975775","3926206","37710","3963916","2563184","3421432","0","3421432","1411556","638993","2513087","3152080","712034","0","712034","689930","0","689930","30926819","4097848","35024667","19266661","2617213","25389","2642602","450992","0","0","0","0","0","0","0","0","33544032","4123237","37667269","19717653","19266661","4346575","0","0","23613236","1700784","0","60000","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"101897","2430240","267917","2698157","2036834","0","0","0","0","0","0","0","0","603646","43836","647482","486359","629389","4614","634003","488210","696301","5456","701757","360160","741752","4597","746349","249469","510310","1064693","1575003","44467","0","44467","120000","0","120000","5776105","1391113","7167218","3621032","99213","0","99213","6339","0","0","0","0","0","0","0","0","5875318","1391113","7266431","3627371","3621032","294780","0","492782","4408594","16442","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10
"101912","5048765","220994","5269759","3614081","0","368377","368377","0","0","0","0","0","1959003","408704","2367707","1205799","1575062","41656","1616718","729582","3903403","128828","4032231","1553807","2924390","0","2924390","887680","1480137","1807181","3287318","0","0","0","609627","0","609627","17500387","2975740","20476127","7990949","4090356","0","4090356","673396","0","0","0","0","593213","0","593213","138041","22183956","2975740","25159696","8802386","7990949","1865142","0","0","9856091","518699","0","0","0","0","0","0",10,10,10,10,31,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101949","3160772","841093","4001865","2824613","0","0","0","0","0","0","0","0","793460","78623","872083","386196","419303","1166427","1585730","1019224","825523","4933","830456","352645","699702","0","699702","280544","469321","1439010","1908331","64085","29280","93365","711000","-811","710189","7143166","3558555","10701721","4863222","515597","8206","523803","81328","0","0","0","0","0","0","0","0","7658763","3566761","11225524","4944550","4863222","588109","0","490215","5941546","232680","0","61000","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,18,10,18,10,10,10,31,10,10,10,31,10,31,31,31,31
"101958","116600","0","116600","107680","0","0","0","0","0","0","0","0","62739","0","62739","28049","24257","0","24257","21469","33645","0","33645","27053","78853","0","78853","0","0","52431","52431","0","0","0","0","0","0","316094","52431","368525","184251","0","0","0","0","0","0","0","0","0","0","0","0","316094","52431","368525","184251","184251","34524","0","0","218775","646","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,31,31,10,10,31,31,31,31,31,31,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,18,18,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"101994","2019166","136485","2155651","1616004","0","0","0","0","0","0","0","0","267989","989","268978","161232","507735","84019","591754","432931","624221","0","624221","379740","257388","0","257388","105303","174241","469065","643306","25078","0","25078","16286","0","16286","3892104","690558","4582662","2695210","211349","0","211349","18954","0","0","0","0","0","0","0","0","4103453","690558","4794011","2714164","2695210","236189","0","347259","3278658","77367","0","-16286","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"102030","8732118","1826968","10559086","7326459","0","0","0","0","142586","140191","282777","209364","850917","96849","947766","643681","1472898","648884","2121782","1493812","2438946","760583","3199529","1934188","1718230","69049","1787279","512564","588517","3258850","3847367","570075","0","570075","400012","0","400012","16914299","6801374","23715673","12120068","1279343","0","1279343","291424","0","0","0","0","0","0","0","0","18193642","6801374","24995016","12411492","12120068","1232098","0","1520815","14872981","276114","0","-131312","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,31,10,10,10,10,10,10,10,10,10
"102049","21750927","3913461","25664388","16619406","0","1250","1250","0","690712","465034","1155746","481563","4505141","824051","5329192","1979563","6200353","587294","6787647","3070091","4851786","582339","5434125","3079567","5070983","528001","5598984","1852524","6718911","2581357","9300268","3731008","72947","3803955","15062654","2020034","17082688","68582475","11575768","80158243","27082714","6587358","519","6587877","323458","0","0","0","0","0","0","0","0","75169833","11576287","86746120","27406172","27082714","7905744","0","0","34988458","2781694","0","0","0","0","0","0",10,10,10,10,31,10,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,10,10,18,10,10,18,10,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,10,10,10,10,31,31,31,31,31,31
"102058","326856","0","326856","274583","0","463128","463128","214266","0","40663","40663","29730","91984","76096","168080","98610","183795","9875","193670","114870","1688773","969099","2657872","565843","404088","0","404088","122874","328645","240673","569318","12952","33753","46705","0","0","0","3037093","1833287","4870380","1420776","375816","0","375816","0","0","0","0","0","0","0","0","0","3412909","1833287","5246196","1420776","1420776","166308","0","79178","1666262","47918","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"102067","8427983","648469","9076452","6349787","0","0","0","0","0","0","0","0","1385060","480586","1865646","1204664","1191290","695911","1887201","1429608","2955215","62870","3018085","1722388","1314909","6363","1321272","483932","980385","3804590","4784975","2627818","228310","2856128","166395","0","166395","19049055","5927099","24976154","11190379","1158394","0","1158394","105443","0","0","0","0","0","0","0","0","20207449","5927099","26134548","11295822","11190379","810522","982550","0","12983451","509059","0","151247","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"102076","2514681","197023","2711704","1959037","0","0","0","0","29372","2442","31814","21479","455084","2310","457394","296821","528210","4189","532399","386381","754976","14028","769004","534094","667355","1059","668414","196744","550534","885613","1436147","45673","0","45673","62072","524","62596","5607957","1107188","6715145","3394556","611356","0","611356","90017","0","0","0","0","0","0","0","0","6219313","1107188","7326501","3484573","3394556","331690","0","468663","4194909","237244","0","-21396","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"102094","66420054","3445953","69866007","53670700","3251185","9616933","12868118","6776271","11993809","854439","12848248","9047936","12085274","14242","12099516","8621389","8793888","592746","9386634","4272931","10349213","14059","10363272","7840567","10970614","0","10970614","4547345","2102479","4716000","6818479","2918584","0","2918584","-264050","-118926","-382976","128621050","19135446","147756496","94777139","11982893","0","11982893","2697518","213372799","0","213372799","78307095","0","0","0","0","353976742","19135446","373112188","175781752","94777139","19386992","0","0","114164131","4644372","954504","-70808","4453484","4455379","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,10,10,31,31
"102216","555128","0","555128","395251","0","0","0","0","0","0","0","0","3274","0","3274","1621","5754","0","5754","3216","10242","0","10242","4261","5530","0","5530","1405","10646","908936","919582","0","0","0","0","0","0","590574","908936","1499510","405754","11030","0","11030","0","0","0","0","0","0","0","0","0","601604","908936","1510540","405754","405754","79190","1424","1263","487631","812","331","0","0","0","0","0",21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21
"102234","3912041","520476","4432517","3067200","0","0","0","0","0","578420","578420","232593","1037829","147390","1185219","453115","1985574","37814","2023388","876857","2649448","86994","2736442","1414374","1850698","261","1850959","70160","4096242","1101663","5197905","787614","0","787614","0","84000","84000","16319446","2557018","18876464","6114299","2689382","0","2689382","155578","0","0","0","0","0","0","0","0","19008828","2557018","21565846","6269877","6114299","1534951","0","0","7649250","641054","214359","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"102261","305001","0","305001","241225","0","0","0","0","0","0","0","0","65351","0","65351","30343","265905","0","265905","40304","557805","0","557805","244717","388291","0","388291","6882","90178","242615","332793","0","0","0","0","0","0","1672531","242615","1915146","563471","365442","0","365442","118494","0","0","0","0","0","0","0","0","2037973","242615","2280588","681965","563471","63339","0","0","626810","65351","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"102270","2488985","795437","3284422","2219110","0","0","0","0","6369","333665","340034","197466","444345","832483","1276828","494469","662871","159599","822470","469598","1747799","440665","2188464","1042555","604172","83336","687508","329464","843401","2382387","3225788","0","0","0","0","0","0","6797942","5027572","11825514","4752662","1810421","41063","1851484","321924","0","0","0","0","0","0","0","0","8608363","5068635","13676998","5074586","4752662","1013268","0","0","5765930","304706","131482","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,31,11,10,10,31,31,31,31,31
