unitid,part,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100,a101,a102,a103,a104,a105,a106,a107,a108,a109,a110,a111,a112,a113,a114,a115,a116,a117,a118,a119,a120,a121,a122,a123,a124,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a147,a148,a149,a150,a151,a152,a153,a154,a155,ga34,ga35,ga69,ga70,ga74,ga75,ga109,ga110,ga144,ga145,ga149,ga150
"246789","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","4","4","139464","0","0","2","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","330264","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","11","11","345264","0","0","0","0","0","0","0","0","0","0","0","10","330264","0","0","10","330264"
"246813","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","190740","0","0","5","5","190740","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","10","11","385453","1","0","10","11","385453","1","0","15","16","576193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","12","24","1250922","12","0","12","24","1250922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","19","32","1652475","13","0","19","32","1652475","25","0","31","56","2903397","0","0","0","0","0","5","190740","11","385453","16","576193","24","1250922","32","1652475","56","2903397"
"247162","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247603","A","0","0","0","0","0","0","0","0","0","0","6","6","0","12","460759","0","3","0","3","87257","0","0","0","0","0","0","0","0","0","0","6","9","0","15","548016","0","0","0","0","0","0","0","0","0","0","6","9","0","15","575730","0","9","0","9","266931","0","0","0","0","0","0","0","0","0","0","6","18","0","24","842661","12","27","0","39","1390677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","548016","24","842661","39","1390677","0","0","0","0","0","0"
"247649","A","0","0","0","0","0","0","0","1","1","0","0","0","5","5","130219","0","0","7","7","117910","0","0","0","0","0","0","0","0","0","0","0","0","13","13","0","0","0","0","0","0","0","0","1","1","0","0","0","9","9","197438","0","0","14","14","253835","0","0","0","0","0","0","0","0","0","0","0","0","24","24","0","0","0","37","37","0","0","0","0","0","0","0","0","4","4","139975","0","0","14","14","436019","0","0","11","11","250685","0","0","0","0","0","0","0","0","0","0","0","0","29","29","826679","0","0","0","0","0","0","0","3","3","113067","0","0","9","9","263524","0","0","18","18","396524","0","0","0","0","0","0","0","0","0","0","0","0","30","30","773115","0","0","59","59","1599794","0","0","6","6","32655","12","248129","23","451273","35","699402","29","826679","30","773115","59","1599794"
"247773","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","56100","3","0","0","3","56100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","56100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","56100","0","0","3","56100","0","0","0","0","0","0"
"247825","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","164831","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","164831","0","0","0","0","0","0","0","0","0","0","0","4","164831","0","0","4","164831"
"247834","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","73","2700089","0","0","73","73","2700089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","72","2560392","0","0","72","72","2560392","0","0","145","145","5260481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","3","3","133890","0","0","0","0","0","73","2700089","72","2560392","145","5260481","0","0","0","0","0","0"
"248776","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","14","567467","0","0","14","14","567467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","19","847107","0","0","19","19","847107","0","0","33","33","1414574","0","0","0","0","0","0","0","0","0","0","0","14","567467","19","847107","33","1414574"
"248794","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","292436","0","0","8","8","292436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","243501","0","0","7","7","243501","0","0","15","15","535937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","245680","0","0","5","5","245680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","347408","0","0","7","7","347408","0","0","12","12","593088","0","0","0","0","0","8","292436","7","243501","15","535937","5","245680","7","347408","12","593088"
"248934","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","40","1296443","0","0","40","40","1296443","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","19","530422","0","0","19","19","530422","0","0","59","59","1826865","0","0","0","0","0","0","0","0","0","0","0","40","1296443","19","530422","59","1826865"
"248943","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","345135","0","0","10","10","345135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","138244","0","0","5","5","138244","0","0","15","15","483379","0","0","0","0","0","0","0","0","0","0","0","10","345135","5","138244","15","483379"
"251251","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","413868","0","0","12","12","413868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","413868","0","0","0","0","0","0","0","0","0","0","0","12","413868","0","0","12","413868"
"251260","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","5","0","27","1001673","22","5","0","27","1001673","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","11","0","48","1717423","37","11","0","48","1717423","59","16","0","75","2719096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","3","3","29315","27","1001673","48","1717423","75","2719096","0","0","0","0","0","0"
"251312","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","81600","0","0","6","6","81600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","58140","0","0","4","4","58140","0","0","10","10","139740","0","0","0","0","0","0","0","0","0","0","0","6","81600","4","58140","10","139740"
"260196","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","3","3","115430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260211","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","49275","0","0","0","0","0","0","0","0","0","0","0","0","3","3","49275","0","0","3","3","49275","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","3","62052","0","0","0","0","0","0","0","3","49275","3","49275","0","0","0","0","0","0"
"260293","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","173743","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","6","6","150180","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","14","14","0","0","0","0","0","0","0","0","0","0","0","0","6","173743","6","150180","12","323923"
"260956","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","142000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","142000","0","0","0","0","0","0","0","0","0","0","0","4","142000","0","0","4","142000"
"260974","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15","513570","0","0","15","15","513570","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","16","16","0","0","0","0","0","0","0","0","0","0","0","0","15","513570","0","0","15","513570"
"260992","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","4","4","218940","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","193234","0","0","12","12","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","3","3","105439","0","0","15","15","610199","0","0","0","0","0","0","0","0","0","0","0","10","412174","3","105439","13","517613"
"261931","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","207797","0","0","7","7","207797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","7","207797","0","0","7","207797"
"262013","A","4","0","0","4","256117","6","0","1","7","379581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","1","11","635698","1","0","0","1","0","3","0","0","3","144734","0","3","1","4","186122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","8","0","14","3","2","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","635698","7","330856","18","966554","0","0","0","0","0","0"
"262031","A","0","0","7","7","309116","0","0","7","7","288589","0","0","9","9","291472","0","0","5","5","143037","0","0","0","0","0","0","0","0","0","0","0","0","28","28","1032214","0","0","8","8","343194","0","0","11","11","403712","0","0","10","10","318924","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","31","31","0","0","0","59","59","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","2","0","0","0","0","0","0","28","1032214","29","1065830","57","2098044","0","0","0","0","0","0"
"262086","A","18","1","2","21","1325295","11","2","2","15","722282","1","7","3","11","434950","0","0","1","1","0","0","0","1","1","0","0","0","3","3","129663","30","10","12","52","0","5","0","1","6","357610","6","2","2","10","474790","1","7","3","11","427582","0","0","2","2","0","0","0","1","1","0","0","0","1","1","0","12","9","10","31","1408294","42","19","22","83","4092735","1","0","2","3","196876","1","0","2","3","167939","0","1","2","3","125946","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","2","1","8","11","0","1","0","1","2","0","0","0","1","1","0","0","1","1","2","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","1","1","5","7","325762","3","2","13","18","891077","0","0","1","1","0","50","2612190","31","1408294","81","4020484","9","490761","7","325762","16","816523"
"363378","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","129000","0","0","5","5","129000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","5","129000","0","0","5","129000"
"363387","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","464520","0","0","17","17","464520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","70880","0","0","3","3","70880","0","0","20","20","535400","0","0","0","0","0","0","0","0","0","0","0","17","464520","3","70880","20","535400"
"101949","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","6","0","18","701143","12","6","0","18","701143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","7","0","19","675286","12","7","0","19","675286","24","13","0","37","1376429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","1","1","0","2","0","1","1","0","2","0","0","0","0","0","0","18","701143","19","675286","37","1376429","0","0","0","0","0","0"
"101958","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","80804","0","0","4","4","80804","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","80804","4","80804"
"101994","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","10","406769","6","4","0","10","406769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","2","0","14","685739","12","2","0","14","685739","18","6","0","24","1092508","0","0","0","0","0","0","0","0","0","0","0","10","406769","14","685739","24","1092508"
"102030","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","12","0","49","1817037","37","12","0","49","1817037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","8","0","61","2260549","53","8","0","61","2260549","90","20","0","110","4077586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","5","233295","3","2","0","5","233295","5","2","0","7","0","0","0","0","0","0","49","1817037","61","2260549","110","4077586","0","0","5","233295","5","233295"
"102049","A","45","3","3","51","3579723","20","4","2","26","1431625","2","11","11","24","928427","0","0","3","3","93695","0","0","0","0","0","0","0","0","0","0","67","18","19","104","6033470","13","1","0","14","758048","4","6","2","12","626729","4","9","25","38","1316756","0","0","6","6","160251","0","0","0","0","0","0","0","0","0","0","21","16","33","70","2861784","88","34","52","174","8895254","13","2","4","19","1270000","5","3","2","10","536958","0","4","4","8","446200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","9","10","37","2253158","2","0","0","2","0","3","0","2","5","252990","0","6","9","15","838738","0","0","3","3","95440","0","0","0","0","0","0","0","0","0","0","5","6","14","25","0","23","15","24","62","0","0","0","0","0","0","104","6033470","70","2861784","174","8895254","37","2253158","23","1187168","60","3440326"
"102058","A","2","0","0","2","0","1","0","0","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","5","194487","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","4","2","1","7","263291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","194487","0","0","5","194487","0","0","0","0","0","0"
"102067","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","6","23","751966","17","0","6","23","751966","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","11","40","1371577","29","0","11","40","1371577","46","0","17","63","2123543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","7","286237","5","0","2","7","286237","6","0","2","8","0","0","0","0","0","0","23","751966","40","1371577","63","2123543","0","0","7","286237","7","286237"
"102076","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","7","201887","3","4","0","7","201887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","7","270881","7","0","0","7","270881","10","4","0","14","472768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","8","450543","7","1","0","8","450543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","5","260642","4","1","0","5","260642","11","2","0","13","711185","0","0","0","0","0","7","201887","7","270881","14","472768","8","450543","5","260642","13","711185"
"240505","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","8","6","76","2768349","62","8","6","76","2768349","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","8","8","60","1940850","44","8","8","60","1940850","106","16","14","136","4709199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","4","169205","3","0","1","4","169205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","5","184935","3","0","2","5","184935","6","0","3","9","354140","0","0","0","0","0","76","2768349","60","1940850","136","4709199","4","169205","5","184935","9","354140"
"240514","A","0","0","13","13","466402","0","0","3","3","92385","0","0","3","3","82935","0","0","5","5","104538","0","0","0","0","0","0","0","0","0","0","0","0","24","24","746260","0","0","8","8","260136","0","0","3","3","88290","0","0","3","3","74239","0","0","8","8","150428","0","0","0","0","0","0","0","0","0","0","0","0","22","22","573093","0","0","46","46","1319353","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","4","4","171082","0","0","0","0","0","24","746260","22","573093","46","1319353","0","0","0","0","0","0"
"240596","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","5","0","24","824968","19","5","0","24","824968","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","13","391463","7","6","0","13","391463","26","11","0","37","1216431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","3","0","0","3","114157","0","0","0","0","0","24","824968","13","391463","37","1216431","0","0","0","0","0","0"
