unitid,"xa011",a011,"xa012",a012,"xa013",a013,"xa021",a021,"xa022",a022,"xa023",a023,"xaline03",aline03,"xa041",a041,"xa042",a042,"xa043",a043,"xa051",a051,"xa052",a052,"xa053",a053,"xa061",a061,"xa062",a062,"xa063",a063,"xa071",a071,"xa072",a072,"xa073",a073,"xa081",a081,"xa082",a082,"xa083",a083,"xa091",a091,"xa092",a092,"xa093",a093,"xa101",a101,"xa102",a102,"xa103",a103,"xa111",a111,"xa112",a112,"xa113",a113,"xa121",a121,"xa122",a122,"xa123",a123,"xa131",a131,"xa132",a132,"xa133",a133,"xa141",a141,"xa142",a142,"xa143",a143,"xa151",a151,"xa152",a152,"xa153",a153,"xa161",a161,"xa162",a162,"xa163",a163,"xb011",b011,"xb012",b012,"xb013",b013,"xb014",b014,"xb021",b021,"xb022",b022,"xb023",b023,"xb024",b024,"xb031",b031,"xb032",b032,"xb033",b033,"xb034",b034,"xb041",b041,"xb042",b042,"xb043",b043,"xb044",b044,"xbline05",bline05,"xb061",b061,"xb062",b062,"xb063",b063,"xb064",b064,"xb071",b071,"xb072",b072,"xb073",b073,"xb074",b074,"xb081",b081,"xb082",b082,"xb083",b083,"xb084",b084,"xb091",b091,"xb092",b092,"xb093",b093,"xb101",b101,"xb102",b102,"xb103",b103,"xb111",b111,"xb112",b112,"xb113",b113,"xb121",b121,"xb122",b122,"xb123",b123,"xb124",b124,"xb131",b131,"xb132",b132,"xb133",b133,"xb134",b134,"xbline14",bline14,"xbline15",bline15,"xb161",b161,"xb162",b162,"xb163",b163,"xb164",b164,"xbline17",bline17,"xbline18",bline18,"xb191",b191,"xb192",b192,"xb193",b193,"xb194",b194,"xbline20",bline20,"xbline21",bline21,"xb221",b221,"xb222",b222,"xb223",b223,"xb224",b224,"xb234",b234,"xb244",b244,"xb254",b254,"xb264",b264,"xb274",b274,c1_1,c1_2,c1amt,c2a,c2b,c2c,c2d,c3_1,c3_3,c3amt3,c3_4,c3amt4,c3_5,c3amt5,c3_6,c3amt6,c4a,c4a1,c4reven,c4expen,c4b,c4c,c5,c5reven,c5expen,c6,c6amt,c7,c8a,c8b,c8c,"xd01",d01,"xe012",e012,"xe013",e013,"xe021",e021,"xe022",e022,"xe023",e023,"xe031",e031,"xe032",e032,"xe033",e033,"xe041",e041,"xe042",e042,"xe043",e043,"xe051",e051,"xe052",e052,"xe053",e053,"xe061",e061,"xe062",e062,"xe063",e063,"xe071",e071,"xe072",e072,"xe073",e073,"xf01",f01,"xf02",f02,"xf03",f03,"xg01",g01,"xg02",g02,"xg03",g03,"xg04",g04,"xg05",g05,fha,"xh011",h011,"xh012",h012,"xh021",h021,"xh022",h022,"xh033",h033,"xh043",h043,"xh053",h053,"xi01",i01,"xi02",i02,"xi03",i03,"xi04",i04,"xi05",i05,"xi06",i06,"xj011",j011,"xj012",j012,"xj013",j013,"xj021",j021,"xj022",j022,"xj023",j023,"xj031",j031,"xj032",j032,"xj033",j033,"xj041",j041,"xj042",j042,"xj043",j043,"xj051",j051,"xj052",j052,"xj053",j053,"xj061",j061,"xj062",j062,"xj063",j063,"xj071",j071,"xj072",j072,"xj073",j073,"xj081",j081,"xj082",j082,"xj083",j083,"xk011",k011,"xk012",k012,"xk013",k013,"xk014",k014,"xk021",k021,"xk022",k022,"xk023",k023,"xk024",k024,"xk025",k025,"xk031",k031,"xk032",k032,"xk033",k033,"xk034",k034,"xk035",k035
"363633",10,"176256",13,"0",10,"176256",13,"0",13,"0",13,"0",13,"0",10,"5343700",13,"0",10,"5343700",10,"736184",13,"0",10,"736184",13,"0",10,"1837496",10,"1837496",13,"0",10,"494817",10,"494817",13,"0",13,"0",13,"0",10,"6428",13,"0",10,"6428",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"503768",13,"0",10,"503768",13,"0",13,"0",13,"0",10,"139436",13,"0",10,"139436",13,"0",13,"0",13,"0",10,"6905772",10,"2332313",10,"9238085",10,"2006153",10,"98384",10,"2104537",10,"1449613",13,"0",13,"0",13,"0",13,"0",10,"54949",10,"329237",10,"384186",10,"192732",10,"786625",10,"146769",10,"933394",10,"583063",10,"348902",10,"647257",10,"355279",10,"1002536",10,"665726",10,"1071410",13,"0",10,"1071410",10,"543953",10,"1234151",13,"0",10,"1234151",10,"380184",10,"933",10,"1077769",10,"1078702",10,"212119",10,"248718",10,"460837",10,"241000",13,"0",10,"241000",10,"6254597",10,"2256156",10,"8510753",10,"3815271",10,"420466",13,"0",10,"420466",10,"32683",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"6675063",10,"2256156",10,"8931219",10,"3847954",10,"3815271",10,"939616",10,"0",10,"0",10,"4754887","2","-1","0","176256","0","0","176256","2","-1","0","-1","0","-1","0","-1","0","2","-1","0","0","-1","-1","2","0","0","2","0","2","139436","61185","139436",30,"",10,"840665",10,"840665",13,"0",10,"111996",10,"111996",13,"0",10,"108160",10,"108160",13,"0",13,"0",13,"0",13,"0",10,"16948",10,"16948",10,"933",13,"0",10,"933",10,"933",10,"1077769",10,"1078702",10,"134077",10,"214825",10,"348902",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1952715",13,"0",10,"361853",10,"584113",13,"0",10,"2898681",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2321728",10,"351",13,"0",10,"2322079",10,"19319940",10,"35919",13,"0",10,"19355859",10,"35000000",10,"4940847",10,"534040",10,"32000",10,"5442887",10,"7500000"
"363721",10,"2163734",13,"0",10,"2163734",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1171438",13,"0",10,"1171438",13,"0",10,"75033",10,"75033",13,"0",13,"0",13,"0",10,"95942",13,"0",10,"95942",13,"0",10,"109000",10,"109000",13,"0",13,"0",13,"0",10,"7684",13,"0",10,"7684",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4124",13,"0",10,"4124",13,"0",13,"0",13,"0",10,"3442922",10,"184033",10,"3626955",10,"1109041",13,"0",10,"1109041",10,"921340",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"793747",13,"0",10,"793747",10,"263625",10,"734827",10,"274257",13,"0",10,"274257",10,"254257",10,"738139",13,"0",10,"738139",10,"522564",13,"0",13,"0",13,"0",13,"0",13,"0",10,"660000",10,"660000",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2915184",10,"660000",10,"3575184",10,"1961786",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2915184",10,"660000",10,"3575184",10,"1961786",10,"1961786",10,"304414",13,"0",13,"0",10,"2266200","-1","-1","0","2163734","0","0","2163734","-1","-1","0","-1","0","-1","0","-1","0","-1","-1","0","0","-1","-1","-1","0","0","-1","0","-1","4124","4124","4124",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"110250",10,"110250",13,"0",10,"549750",10,"549750",13,"0",10,"660000",10,"660000",10,"311844",13,"0",10,"311844",30,"",30,"",30,"",30,"",30,"","1",10,"921069",13,"0",10,"1407397",13,"0",10,"65000",13,"0",13,"0",10,"1407397",13,"0",13,"0",13,"0",13,"0",10,"1407397",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"638197",13,"0",13,"0",10,"638197",10,"675000"
"364016",10,"3374347",13,"0",10,"3374347",13,"0",13,"0",13,"0",13,"0",10,"2163433",13,"0",10,"2163433",10,"7025454",13,"0",10,"7025454",13,"0",10,"1290282",10,"1290282",13,"0",16,"49845",16,"49845",13,"0",13,"0",13,"0",10,"2674",10,"437062",10,"439736",13,"0",13,"0",13,"0",10,"1320",13,"0",10,"1320",10,"36544",13,"0",10,"36544",13,"0",13,"0",13,"0",10,"30478",10,"31748",10,"62226",13,"0",13,"0",13,"0",10,"12634250",18,"1808937",18,"14443187",10,"6431080",10,"6371",10,"6437451",10,"5249138",13,"0",13,"0",13,"0",13,"0",10,"13823",10,"74982",10,"88805",10,"46118",10,"1684120",10,"41396",10,"1725516",10,"1153454",10,"524807",10,"1128002",10,"509995",10,"1637997",10,"1006099",10,"1260443",13,"0",10,"1260443",10,"800477",10,"945200",10,"2258",10,"947458",10,"291420",10,"62378",10,"1130163",10,"1192541",10,"17216",10,"0",10,"17216",10,"7974",10,"0",10,"7974",18,"11550236",18,"1765165",10,"13315401",18,"8546706",10,"1054332",10,"0",10,"1054332",10,"566811",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",18,"12604568",18,"1765165",10,"14369733",18,"9113517",18,"8546706",10,"1755210",13,"0",10,"0",18,"10301916","1","2","0","3374347","117214","0","3374347","1","1","35296","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","62226","0","0",10,"251977",10,"951419",10,"951419",13,"0",10,"51648",10,"51648",13,"0",10,"49845",10,"49845",13,"0",13,"0",10,"0",13,"0",10,"60035",10,"60035",10,"62378",10,"17216",10,"79594",10,"62378",10,"1130163",10,"1192541",10,"524807",10,"57294",18,"582101",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"64149",10,"0",10,"752274",13,"0",13,"0",10,"816423",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3839627",10,"12614",13,"0",10,"3852241",10,"14044804",10,"176291",13,"0",10,"14221095",10,"14932150",10,"4493943",10,"710456",10,"15261",10,"5189138",10,"5448595"
"364025",10,"2286341",13,"0",10,"2286341",13,"0",13,"0",13,"0",13,"0",10,"1467771",13,"0",10,"1467771",10,"8090675",13,"0",10,"8090675",13,"0",10,"732488",10,"732488",13,"0",10,"40187",10,"40187",13,"0",13,"0",13,"0",13,"0",10,"156129",10,"156129",13,"0",13,"0",13,"0",13,"0",10,"665",10,"665",10,"36919",13,"0",10,"36919",13,"0",13,"0",13,"0",10,"53346",10,"33684",10,"87030",13,"0",13,"0",13,"0",10,"11935052",18,"963153",18,"12898205",10,"5402399",10,"0",10,"5402399",10,"4365475",13,"0",13,"0",13,"0",13,"0",10,"19328",10,"35751",10,"55079",10,"16772",10,"2399301",10,"88465",10,"2487766",10,"1688817",10,"283088",10,"936243",10,"50090",10,"986333",10,"796349",10,"1728475",13,"0",10,"1728475",10,"965946",10,"698317",10,"0",10,"698317",10,"168737",10,"72071",10,"750072",10,"822143",10,"18598",10,"0",10,"18598",10,"-42334",10,"0",10,"-42334",18,"11232398",18,"924378",10,"12156776",18,"8002096",10,"698467",10,"0",10,"698467",10,"331385",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",18,"11930865",18,"924378",10,"12855243",18,"8333481",18,"8002096",10,"1475651",13,"0",10,"0",18,"9477747","1","2","0","2286341","79420","0","2286341","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","87030","0","0",10,"366457",10,"509046",10,"509046",13,"0",10,"55793",10,"55793",13,"0",10,"40187",10,"40187",13,"0",13,"0",10,"0",13,"0",10,"126448",10,"126448",10,"72071",10,"18598",10,"90669",10,"72071",10,"750072",10,"822143",10,"283088",10,"60412",18,"343500",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"93250",10,"0",10,"1406005",13,"0",13,"0",10,"1499255",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2381110",10,"2035081",13,"0",10,"4416191",10,"19953927",10,"2313817",13,"0",10,"22267744",10,"23381131",10,"3162180",10,"1273838",10,"114011",10,"4322007",10,"4538107"
"364636",10,"188252",13,"0",18,"188252",13,"0",13,"0",13,"0",13,"0",10,"143704",13,"0",18,"143704",13,"0",13,"0",13,"0",10,"32515",13,"0",18,"32515",10,"8190",13,"0",18,"8190",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"372661",13,"0",10,"372661",10,"171748",13,"0",10,"171748",10,"171748",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"77512",13,"0",10,"77512",10,"77512",10,"162057",13,"0",10,"162057",10,"162057",10,"30500",13,"0",10,"30500",10,"30500",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"441817",13,"0",10,"441817",10,"441817",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"441817",13,"0",10,"441817",10,"441817",10,"441817",10,"96885",13,"0",13,"0",10,"538702","1","-1","0","188252","0","0","188252","2","-1","0","-1","0","-1","0","-1","0","2","-1","0","0","2","2","2","0","0","-1","0","2","0","0","0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"366252",10,"28315433",10,"0",10,"28315433",13,"0",13,"0",13,"0",13,"0",10,"11295000",10,"0",10,"11295000",13,"0",13,"0",13,"0",10,"121574",10,"12082989",10,"12204563",10,"6634",10,"4402492",10,"4409126",13,"0",13,"0",13,"0",10,"515215",10,"589545",10,"1104760",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3963096",10,"0",10,"3963096",13,"0",13,"0",13,"0",10,"2426540",10,"3126",10,"2429666",13,"0",13,"0",13,"0",10,"46643492",10,"17078152",10,"63721644",10,"14849975",10,"8285834",10,"23135809",10,"13464703",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4805318",10,"1094588",10,"5899906",10,"3944916",10,"1025895",10,"1961393",10,"704491",10,"2665884",10,"2240149",10,"12078706",10,"632962",10,"12711668",10,"3045415",10,"4341485",10,"0",10,"4341485",10,"1965349",10,"19250",10,"6963034",10,"6982284",10,"1983606",10,"0",10,"1983606",13,"0",13,"0",13,"0",10,"40039733",10,"17680909",10,"57720642",10,"24660532",10,"3893996",10,"0",10,"3893996",10,"839517",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"43933729",10,"17680909",10,"61614638",10,"25500049",10,"24660532",10,"6149639",13,"0",13,"0",10,"30810171","2","2","0","28315433","1546890","0","28315433","2","-1","0","-1","0","1","83007","-1","0","1","2","0","0","1","1","2","0","0","2","0","1","2429666","1372691","0",10,"1322911",10,"2873928",10,"2873928",10,"0",10,"318830",10,"318830",10,"0",10,"3670681",10,"3670681",13,"0",13,"0",13,"0",10,"4000",10,"99595",10,"103595",10,"15250",10,"0",10,"15250",10,"19250",10,"6963034",10,"6982284",10,"374988",13,"0",10,"374988",10,"48402974",10,"145175",10,"1431888",10,"47116261",10,"2089350","1",10,"10000",10,"10000",10,"34200",10,"34200",10,"980",13,"0",13,"0",10,"16529904",13,"0",10,"2587271",13,"0",10,"356571",10,"19473746",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3265305",10,"775014",10,"0",10,"4040319",10,"54907162",10,"11844365",10,"5192317",10,"61559210",10,"145999187",10,"14411265",10,"9856478",10,"3408303",10,"20859440",10,"35533404"
"366340",10,"313063",10,"0",10,"313063",10,"827140",10,"25000",10,"852140",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"357071",10,"1985581",10,"2342652",10,"0",10,"96947",10,"96947",10,"0",10,"760259",10,"760259",10,"0",10,"322075",10,"322075",10,"20841",10,"0",10,"20841",13,"0",13,"0",13,"0",10,"479816",10,"0",10,"479816",13,"0",13,"0",13,"0",10,"50172",10,"0",10,"50172",10,"8794",10,"0",10,"8794",10,"2056897",10,"3189862",10,"5246759",10,"488022",10,"57488",10,"545510",10,"415487",13,"0",13,"0",13,"0",13,"0",10,"11327",10,"604679",10,"616006",10,"156305",10,"73405",10,"5771",10,"79176",10,"51630",10,"19241",10,"175527",10,"622234",10,"797761",10,"378415",10,"871190",10,"485230",10,"1356420",10,"597722",10,"298039",10,"22616",10,"320655",10,"118852",10,"6852",10,"1282955",10,"1289807",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1924362",10,"3080973",10,"5005335",10,"1718411",10,"158821",10,"0",10,"158821",10,"119349",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2083183",10,"3080973",10,"5164156",10,"1837760",10,"1718411",10,"319676",10,"0",10,"0",10,"2038087","2","-1","0","313063","0","0","313063","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","50172","0","0",10,"56796",10,"469379",10,"469379",13,"0",10,"418165",10,"418165",13,"0",10,"4142",10,"4142",13,"0",10,"297740",10,"297740",13,"0",10,"93529",10,"93529",10,"6852",13,"0",10,"6852",10,"6852",10,"1282955",10,"1289807",10,"16700",10,"0",10,"16700",30,"",30,"",30,"",30,"",30,"","1",10,"509455",10,"483793",10,"440257",10,"425906",10,"20840",10,"0",10,"90038",10,"-703095",10,"0",10,"2153117",10,"0",10,"0",10,"1450022",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"1111056",10,"0",10,"0",10,"1111056",10,"1200000",10,"958223",10,"136544",10,"0",10,"1094767",10,"1100000"
"366395",10,"35814515",10,"0",10,"35814515",10,"0",10,"0",10,"0",10,"0",10,"26063526",10,"0",10,"26063526",10,"26703434",10,"0",10,"26703434",10,"94648",10,"6971362",10,"7066010",10,"6569",10,"5262531",10,"5269100",10,"0",10,"3643343",10,"3643343",10,"93419",10,"323202",10,"416621",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1464417",10,"0",10,"1464417",10,"0",10,"0",10,"0",10,"90240528",10,"16200438",10,"106440966",10,"52014131",10,"798647",10,"52812778",10,"38811598",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"6734016",10,"19777",10,"6753793",10,"4781950",10,"3125619",10,"8397903",10,"571194",10,"8969097",10,"6689841",10,"11398012",10,"0",10,"11398012",10,"5970602",10,"11066783",10,"0",10,"11066783",10,"4450397",10,"90509",10,"11167477",10,"11257986",10,"0",10,"3556458",10,"3556458",10,"0",10,"0",10,"0",10,"89701354",10,"16113553",10,"105814907",10,"60704388",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"89701354",10,"16113553",10,"105814907",10,"60704388",10,"60704388",10,"16768747",10,"0",10,"0",18,"77473135","1","2","0","35814515","0","0","35814515","1","-1","0","-1","0","-1","0","1","304913","1","2","0","0","1","1","2","0","0","2","0","2","1464417","562071","0",10,"3508550",10,"5618743",10,"5618743",10,"0",10,"631258",10,"631258",10,"0",10,"4868143",10,"4868143",10,"0",10,"0",10,"0",10,"90509",10,"49333",10,"139842",10,"0",10,"0",10,"0",10,"90509",10,"11167477",10,"11257986",10,"322270",10,"0",10,"322270",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7940914",10,"0",10,"0",10,"0",10,"0",10,"7940914",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4404972",10,"1485980",10,"0",10,"5890952",10,"92407946",10,"5633240",10,"0",10,"98041186",10,"265711661",10,"18797114",10,"2384677",10,"0",10,"21181791",10,"23853492"
"366401",10,"853585",10,"0",10,"853585",10,"0",10,"0",10,"0",10,"0",10,"5383394",10,"0",10,"5383394",10,"3987880",10,"0",10,"3987880",10,"380",10,"694679",10,"695059",10,"4870",10,"1475257",10,"1480127",10,"0",10,"0",10,"0",10,"962",10,"8500",10,"9462",10,"0",10,"0",10,"0",10,"56559",10,"0",10,"56559",10,"0",10,"293663",10,"293663",10,"0",10,"0",10,"0",10,"364013",10,"83961",10,"447974",10,"0",10,"0",10,"0",10,"10651643",10,"2556060",10,"13207703",10,"6162803",10,"896124",10,"7058927",10,"5254545",10,"1073",10,"43260",10,"44333",10,"36705",10,"46058",10,"0",10,"46058",10,"33220",10,"1236374",10,"156258",10,"1392632",10,"914293",10,"482065",10,"1298165",10,"631862",10,"1930027",10,"1422370",10,"948893",10,"134986",10,"1083879",10,"625157",10,"1010942",10,"0",10,"1010942",10,"432886",10,"0",10,"379722",10,"379722",10,"256286",10,"0",10,"256286",10,"111657",10,"1210",10,"112867",10,"11072251",10,"2243422",10,"13315673",10,"8719176",10,"0",10,"178620",10,"178620",10,"11537",10,"0",10,"5005",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"11072251",10,"2422042",10,"13494293",10,"8730713",10,"8719176",10,"1569163",10,"0",10,"0",10,"10288339","1","2","0","853585","0","0","853585","1","1","21441","1","100404","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","447974","44989","0",10,"277061",10,"354430",10,"354430",10,"0",10,"19475",10,"19475",10,"0",10,"3705",10,"3705",10,"0",10,"0",10,"0",10,"0",10,"2112",10,"2112",10,"0",10,"0",10,"0",10,"0",10,"379722",10,"379722",10,"123020",10,"0",10,"123020",10,"1630462",10,"0",10,"197954",10,"1432508",10,"65235","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"995401",10,"0",10,"0",10,"0",10,"130627",10,"1126028",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4788107",10,"1426520",10,"28496",10,"6186131",10,"10004504"
"366711",10,"8542299",13,"0",10,"8542299",13,"0",13,"0",13,"0",13,"0",10,"34230543",13,"0",10,"34230543",13,"0",13,"0",13,"0",13,"0",10,"2231920",10,"2231920",10,"78785",10,"355625",10,"434410",13,"0",13,"0",13,"0",10,"55918",13,"0",10,"55918",13,"0",13,"0",13,"0",10,"147260",13,"0",10,"147260",10,"525003",13,"0",10,"525003",13,"0",13,"0",13,"0",10,"2318092",10,"57195",10,"2375287",13,"0",13,"0",13,"0",10,"45897900",18,"2644740",18,"48542640",10,"16847230",13,"0",10,"16847230",10,"12579243",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"8690465",13,"0",10,"8690465",10,"2642913",10,"2563239",10,"4686889",10,"95334",10,"4782223",10,"1759542",10,"8660645",13,"0",10,"8660645",10,"5992502",10,"2468312",13,"0",10,"2468312",10,"764598",10,"1821290",10,"2584705",10,"4405995",13,"0",13,"0",13,"0",10,"1747606",10,"-24160",10,"1723446",18,"44922437",18,"2655879",10,"47578316",10,"23738798",10,"407671",13,"0",10,"407671",10,"114614",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",18,"45330108",18,"2655879",10,"47985987",10,"23853412",10,"23738798",10,"6153733",13,"0",13,"0",10,"29892531","1","2","0","8542299","0","0","8542299","1","-1","0","1","0","-1","0","-1","0","1","1","637368","0","1","1","2","0","0","2","0","2","2375287","185145","0",10,"759212",10,"2149554",10,"2149554",13,"0",10,"82366",10,"82366",10,"1821290",10,"332785",10,"2154075",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"20000",10,"20000",10,"1821290",10,"2584705",10,"4405995",10,"629144",13,"0",10,"629144",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3232224",13,"0",10,"-279284",13,"0",13,"0",10,"2952940",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12371822",13,"0",13,"0",10,"12371822",10,"38740361",10,"13868850",13,"0",10,"52609211",13,"0",10,"5083171",10,"1016951",13,"0",10,"6100122",13,"0"
