unitid,b011,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072",b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,"xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"101602","1130886","5290194","222399","0","222399","0","0","0","0","0","0","3454944","2057649","5512593","2288358","225294","186201","0","2699853","12595","0","42000","0","0","0","0",10,10,18,10,10,13,10,13,13,13,13,13,10,10,10,10,10,10,10,10,10,13,"852794","1983680","1282089","780","0","780","0","0","0","0","0","297152","6206","303358","178815","346901","340302","687203","532262","414361","0","414361","165606","424349","0","424349","129586","237803","816534","1054337","41813","41813","83626","338500","0","338500","3232545","2057649",10,10,10,13,10,10,21,21,21,10,10,18,10,13,10,18,18,18,10,13,10,13,13,13,13,13,13,18,18,18,18,10,10,13,18,10,13,10,13,13,13,13
"101648","388793","2016268","265451","0","265451","0","0","0","0","0","0","2219325","62394","2281719","846942","100729","0","0","947671","29128","0","0","0","0","0","0",10,10,10,10,13,13,10,10,13,13,10,10,10,10,10,10,10,10,10,10,10,10,"0","388793","340892","0","0","0","0","0","0","0","0","59741","0","59741","42556","386957","0","386957","219492","332196","0","332196","129793","420816","0","420816","114209","138615","62394","201009","226756","0","226756","0","0","0","1953874","62394",10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,10,10,10,13,13,10,13,13,13,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13
"101675","815255","6381786","618260","0","618260","0","0","0","0","0","0","4570266","2429780","7000046","3600844","330464","0","0","3931308","171841","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"739191","1554446","1127424","0","0","0","0","0","0","0","0","185432","63297","248729","201029","480904","305766","786670","751150","1220126","77697","1297823","1126320","759357","0","759357","394921","490932","1243829","1734761","0","0","0","0","0","0","3952006","2429780",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"101693","2433528","10103448","1393446","29275","1422721","0","0","0","0","0","0","10224183","1301986","11526169","3439959","829277","0","0","4269236","186555","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"45690","2479218","2128768","0","0","0","0","0","0","0","0","263790","16804","280594","193158","675349","10637","685986","491538","2026799","13647","2040446","552787","1219473","318","1219791","73708","1795290","1293493","3088783","0","0","0","416508","-107878","308630","8830737","1272711",10,10,10,10,10,10,10,10,10,11,13,11,10,10,10,11,18,11,10,10,10,10,10,10,10,10,10,11,18,11,10,10,13,13,10,10,13,13,10,10,10,10
"101709","8033778","21200267","4295834","0","4295834","0","0","0","0","0","0","22536344","2959757","25496101","11247705","1973272","0","669622","13890599","595531","738090","200000","0","0","0","0",10,10,10,10,10,13,10,13,13,10,10,10,10,10,10,10,10,10,10,10,11,10,"424319","8458097","6450128","4195","0","4195","0","0","370677","370677","195569","2189860","39733","2229593","1141504","2258995","382245","2641240","1436098","1898529","23822","1922351","940449","2426015","25977","2451992","1083957","1008557","1692984","2701541","22095","0","22095","398486","0","398486","18240510","2959757",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,11,10,10,10,13,10,13,13,13,13,13,13,18,10,10,10,10,13,10,10,10,10,10,13,13,13,13
"101736","3146019","8543867","710759","5451","716210","0","0","0","0","0","0","7250913","2009164","9260077","4328997","363951","0","444623","5137571","230284","0","150000","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"235647","3381666","2472457","0","0","0","0","0","0","0","0","564307","267458","831765","545740","480347","215303","695650","458206","896320","0","896320","583518","749212","0","749212","269076","288514","1285305","1573819","415435","0","415435","0","0","0","6540154","2003713",10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,10,10,13,13,13,13
"101879","11147489","28611061","2002242","20713","2022955","0","0","0","0","0","0","27256259","3377757","30634016","15825297","3142717","0","0","18968014","1365835","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"37687","11185176","8533880","85323","231309","316632","120733","332473","240162","572635","383399","2353825","69565","2423390","1562580","3427229","48114","3475343","1755103","3127281","37662","3164943","2115316","2987061","0","2987061","1354286","401942","2613263","3015205","222566","0","222566","1168828","79282","1248110","25254017","3357044",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101897","1902723","5157924","63487","0","63487","0","0","0","0","0","0","4070425","1150986","5221411","2785591","508139","0","0","3293730","131338","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"101499","2004222","1570960","0","0","0","0","0","0","0","0","448080","19422","467502","352081","447169","8368","455537","356053","511690","21385","533075","341115","470803","0","470803","165382","226473","1000312","1226785","0","0","0","0","0","0","4006938","1150986",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"101903","3408174","9743810","690536","8449","698985","0","0","0","0","0","0","7426214","3016581","10442795","4842739","451798","0","435912","5730449","222313","0","-35908","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"177311","3585485","2731493","35906","125940","161846","81185","26212","235163","261375","176781","525599","217535","743134","427189","494301","633742","1128043","707636","784718","19273","803991","497519","725208","3251","728459","220936","569798","1595917","2165715","62734","0","62734","103028","0","103028","6735678","3008132",10,10,10,10,10,10,21,21,21,10,10,10,10,10,10,18,10,18,10,10,10,13,13,13,13,13,13,18,10,18,10,10,13,10,10,10,13,10,13,13,13,13
"101912","3922560","14769094","3334672","0","3334672","0","0","0","539997","0","539997","15685524","2958239","18643763","6934520","1437033","0","0","8371553","364326","0","0","0","0","0","0",11,11,11,10,13,11,11,13,13,13,13,13,11,11,11,10,11,16,11,10,11,11,"514298","4436858","3195359","0","46421","46421","0","0","0","0","0","1762239","333284","2095523","1319754","1110034","31215","1141249","546587","2261158","265700","2526858","1160958","1471742","39424","1511166","711862","721931","1499101","2221032","48781","228796","277577","512410","0","512410","11810855","2958239",11,10,11,10,11,10,10,11,11,16,11,11,11,13,11,11,11,11,11,13,11,13,13,13,11,13,11,11,11,11,10,10,10,13,10,10,13,13,13,13,13,13
"101949","2628442","7385198","422722","1588","424310","0","0","0","0","0","0","5428621","2380887","7809508","3893833","376810","328155","0","4598798","161582","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"498932","3127374","2312255","0","0","0","0","0","0","0","0","454937","147601","602538","299225","483014","534452","1017466","710046","574882","73527","648409","350438","490819","27785","518604","221869","311011","1097002","1408013","62794","0","62794","0","0","0","5005899","2379299",10,10,10,10,10,10,10,10,10,10,10,10,13,10,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,13,13,13,13,13,13
"101958","0","343288","0","0","0","0","0","0","0","0","0","0","343288","343288","152416","0","0","0","152416","0","0","0","0","0","0","0",17,17,10,10,13,13,10,10,13,13,10,10,17,17,10,10,17,17,10,10,17,17,"108031","108031","99767","0","0","0","0","0","0","0","0","0","42098","42098","33479","0","1066","1066","0","0","55454","55454","19170","0","57267","57267","0","0","79372","79372","0","0","0","0","0","0","0","343288",10,10,17,17,10,10,13,16,11,13,13,10,13,13,10,17,11,11,13,13,13,13,13,13,13,13,13,10,11,11,18,13,13,13,18,10,13,13,13,13,13,13
"101967","434249","1451648","58366","0","58366","0","0","0","189","0","189","1194040","316163","1510203","624346","58734","88","1208","684376","18035","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"12969","447218","347936","2626","0","2626","2369","354","0","354","206","49330","3713","53043","30977","247787","7926","255713","127345","227812","9492","237304","92786","149074","9853","158927","22727","15869","271188","287057","8102","1022","9124","282","0","282","1135485","316163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"101994","1141164","2925614","175201","0","175201","0","0","0","0","0","0","2464837","635978","3100815","1465547","267869","0","6908","1740324","0","0","0","0","0","0","0",10,10,10,10,10,13,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"60307","1201471","887119","118025","0","118025","87613","0","0","0","0","228984","29595","258579","103658","276660","13707","290367","172973","300606","3267","303873","167737","182079","0","182079","46447","42118","529102","571220","0","0","0","0","0","0","2289636","635978",10,10,10,13,10,10,11,10,11,13,13,13,13,13,13,11,10,11,10,13,10,13,13,13,13,13,13,11,10,11,10,10,13,10,10,13,13,13,13,13,13,13
"102030","2828606","8801335","642405","3791","646196","0","0","0","0","0","0","6822800","2624731","9447531","4630386","803874","0","0","5434260","198982","0","0","0","0","0","0",10,10,10,10,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11,11,10,10,"126973","2955579","2393921","27783","71076","98859","48699","118850","122896","241746","172872","320120","52719","372839","235697","641754","412635","1054389","786235","970670","294814","1265484","776862","862819","442","863261","216100","170687","1539385","1710072","239106","0","239106","0","0","0","6180395","2620940",10,10,11,11,11,11,10,10,10,11,13,11,11,11,11,11,11,11,10,10,10,13,13,13,13,13,13,11,11,11,10,11,11,13,18,10,13,13,13,13,13,13
"102049","15545177","45683462","6340569","2107","6342676","0","0","0","0","0","0","45742593","6283545","52026138","20430130","5674903","0","0","26105033","2389903","1015066","0","0","0","0","0",10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"2330597","17875774","11898666","0","30044","30044","12039","757922","135326","893248","313568","3290371","488660","3779031","1262364","5041489","490350","5531839","2468294","4574926","1158333","5733259","2832229","3390907","3487","3394394","1642970","4479818","2663404","7143222","1235590","52061","1287651","1085824","-1070824","15000","39402024","6281438",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13
"102058","379282","3040951","755063","0","755063","","","","","","","2363297","1432717","3796014","2021151","68759","84932","","2174842","65000","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"137685","516967","477419","0","418588","418588","386566","0","42373","42373","39131","61721","34353","96074","88724","198039","355927","553966","511588","195170","204055","399225","368684","161385","0","161385","149039","108380","239736","348116","504257","0","504257","","","","1608234","1432717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102067","5762172","15981110","1266721","0","1266721","0","0","0","0","0","0","14118904","3128927","17247831","7079953","675529","0","0","7755482","362283","0","0","0","0","0","0",10,10,10,10,10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"103255","5865427","4151861","189626","2091","191717","137853","0","0","0","0","694874","345955","1040829","594736","732483","557324","1289807","917871","1610332","257653","1867985","993293","847716","0","847716","284339","706700","1862649","2569349","175828","0","175828","2132452","0","2132452","12852183","3128927",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"102076","1819953","4679697","581551","0","581551","0","0","0","0","0","0","4320577","940671","5261248","2525013","218472","0","278837","3022322","184037","0","1534","0","0","0","0",10,10,10,10,13,13,13,13,10,13,10,13,10,10,10,10,10,10,10,10,10,10,"32597","1852550","1474171","0","0","0","0","143","0","143","0","286035","17974","304009","218431","398283","8512","406795","302219","539081","4932","544013","388310","449371","3550","452921","141882","257115","873106","1130221","55999","0","55999","-66954","0","-66954","3739026","940671",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,10,13,13,13,13
"102094","53228182","115990372","10016244","0","10016244","164545134","0","164545134","0","0","0","272797107","17754643","290551750","72601066","13676953","0","0","86278019","1005945","628751","-3524","3870719","340722","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"2550315","55778497","43681251","1224839","7789013","9013852","4990924","5576321","689614","6265935","3803150","8828891","39697","8868588","6914254","6636518","643135","7279653","3103739","6779729","221767","7001496","6583546","9364541","0","9364541","3524202","1452750","5607440","7060190","2567293","0","2567293","2576665","213662","2790327","98235729","17754643",10,10,10,10,10,10,21,21,21,10,10,10,10,10,10,10,18,18,10,10,10,10,13,10,13,13,13,10,18,18,10,10,13,13,10,10,10,10,10,10,13,13
"102155","298256","844341","51767","0","51767","","","","","","","882754","13354","896108","417056","32918","0","2352","452326","66257","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"6087","304343","227953","1355","0","1355","1183","293","0","293","168","69696","0","69696","26137","153035","0","153035","78201","189217","6863","196080","70197","113598","342","113940","13217","","","","5537","62","5599","","","","830987","13354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102164","0","1751913","71784","0","71784","0","0","0","298","0","298","1074327","749668","1823995","833341","93967","140","1933","929381","22642","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"567852","567852","441789","4139","0","4139","3733","557","0","557","324","77747","5852","83599","48822","304746","9750","314496","156619","359045","14960","374005","146236","234949","15530","250479","35818","7848","134114","141962","12769","1610","14379","445","0","445","1002245","749668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102225","2502138","5785436","404256","6713","410969","0","0","0","0","0","0","4850401","1346004","6196405","3092844","523163","17116","0","3633123","19709","0","0","0","0","0","0",10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,"153987","2656125","1998819","310121","2690","312811","59311","0","1254","1254","1110","357304","98168","455472","333122","289265","87093","376358","239941","434040","7362","441402","268101","413583","5067","418650","192440","57641","976844","1034485","37747","0","37747","44306","6826","51132","4446145","1339291",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,13,13,13,13,13,13
"102234","3601877","15842858","2586372","0","2586372","0","0","0","0","0","0","16402863","2026367","18429230","5963687","1490922","0","0","7454609","443526","124114","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"579559","4181436","2783662","0","0","0","0","0","417306","417306","227173","800318","62033","862351","401357","1650979","54069","1705048","782145","2768860","15985","2784845","1278158","1667366","0","1667366","491192","2787759","897415","3685174","539332","0","539332","0","0","0","13816491","2026367",10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13
"102429","2789264","7720610","469404","0","469404","0","0","0","0","0","0","5750145","2439869","8190014","3530311","234298","0","399635","4164244","325332","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"471037","3260301","2268225","0","0","0","0","3174","110050","113224","38762","422679","37707","460386","167620","259609","202216","461825","270429","719808","754229","1474037","665934","661840","0","661840","119341","87912","864630","952542","76455","0","76455","260000","0","260000","5280741","2439869",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,13,13,13,13,13
