unitid,part,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,aline03,filler,"xa011","xa012","xa013","xa021","xa022","xa023","xa041","xa042","xa043","xa051","xa052","xa053","xa061","xa062","xa063","xa071","xa072","xa073","xa081","xa082","xa083","xa091","xa092","xa093","xa101","xa102","xa103","xa111","xa112","xa113","xa121","xa122","xa123","xa131","xa132","xa133","xa141","xa142","xa143","xa151","xa152","xa153","xa161","xa162","xa163","xaline03"
"110370","A","14257000","0","14257000","0","0","0","0","0","0","0","0","0","0","641547","641547","0","711000","711000","0","0","0","285800","364000","649800","0","139000","139000","0","0","0","184700","0","184700","0","0","0","245500","0","245500","0","0","0","14973000","1855547","16828547","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,11,11,31,10,10,31,31,31,10,10,10,31,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,18,18,31
"110398","A","7379624","82482","7462106","0","0","0","11960281","0","11960281","0","0","0","0","495021","495021","0","17786","17786","0","0","0","170634","455336","625970","67569","141985","209554","0","0","0","3015923","0","3015923","0","0","0","4187388","113196","4300584","0","0","0","26781419","1305806","28087225","0","",10,10,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"110404","A","31954000","0","31954000","0","0","0","0","0","0","0","0","0","60680000","94370000","155050000","0","0","0","0","0","0","8669000","32088000","40757000","8281000","13634000","21915000","2191000","0","2191000","11758000","0","11758000","0","0","0","2708000","0","2708000","0","1045621000","1045621000","126241000","1185713000","1311954000","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"110413","A","24110724","0","24110724","0","0","0","0","0","0","0","0","0","67334","1703854","1771188","0","40363","40363","0","0","0","1269047","341828","1610875","117093","264847","381940","412456","0","412456","4138022","0","4138022","0","0","0","611211","0","611211","0","0","0","30725887","2350892","33076779","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"110422","A","33806135","0","33806135","0","0","0","92794523","0","92794523","0","0","0","0","8099332","8099332","0","8366233","8366233","0","39018","39018","36216","1479870","1516086","0","32561","32561","3137021","0","3137021","17116286","49793","17166079","0","0","0","7282","92160","99442","0","0","0","146897463","18158967","165056430","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,10,10,10,31,10,10,10,31,10,10,10,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"110431","A","26676812","45193","26722005","0","0","0","0","0","0","0","0","0","130766","827808","958574","0","0","0","0","0","0","630001","661736","1291737","0","0","0","0","0","0","0","0","0","0","0","0","490225","70306","560531","0","0","0","27927804","1605043","29532847","0","",10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,10,10,10,31
"110486","A","9743315","0","9743315","0","0","0","31015907","0","31015907","0","0","0","0","2692679","2692679","0","2346126","2346126","0","0","0","0","807318","807318","0","0","0","47892","0","47892","2501255","0","2501255","0","0","0","783339","0","783339","0","0","0","44091708","5846123","49937831","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,11,11,10,31
"110495","A","10526610","0","10526610","0","0","0","30441395","0","30441395","0","0","0","0","2915745","2915745","0","3036295","3036295","0","1033","1033","0","20000","20000","0","0","0","131092","0","131092","2936606","2067352","5003958","0","0","0","1768","15831","17599","0","0","0","44037471","8056256","52093727","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,31,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"110510","A","26855054","0","26855054","0","0","0","49441920","0","49441920","0","0","0","0","4953012","4953012","0","4974617","4974617","0","2261","2261","25281","28682","53963","0","0","0","667731","0","667731","6479750","0","6479750","0","0","0","5049","519","5568","0","0","0","83474785","9959091","93433876","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,11,31,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,11,11,11,31
"110529","A","35122053","0","35122053","0","0","0","80468469","0","80468469","0","0","0","0","7891825","7891825","0","8354049","8354049","0","14692","14692","22101","883223","905324","0","4378","4378","174929","0","174929","8557589","0","8557589","0","0","0","7174","192454","199628","0","0","0","124352315","17340621","141692936","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"110538","A","28459917","0","28459917","0","0","0","73255746","0","73255746","0","0","0","0","9275153","9275153","0","7943056","7943056","0","0","0","0","507504","507504","0","0","0","2058204","0","2058204","9616863","694376","10311239","0","0","0","15931","0","15931","0","0","0","113406661","18420089","131826750","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,31,31,31,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,11,11,10,31
"110547","A","24574355","0","24574355","0","0","0","40675141","0","40675141","0","0","0","0","4462360","4462360","0","4499054","4499054","0","0","0","3854","339503","343357","0","0","0","111852","0","111852","3795521","0","3795521","0","0","0","817","0","817","0","0","0","69161540","9300917","78462457","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,31,31,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,11,11,10,31
"110556","A","39430247","0","39430247","0","0","0","87249820","0","87249820","0","0","0","0","10153173","10153173","0","9432193","9432193","0","32429","32429","7032","20000","27032","0","0","0","744519","0","744519","6600321","15611","6615932","0","0","0","966","77960","78926","0","0","0","134032905","19731366","153764271","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"110565","A","42701240","0","42701240","0","0","0","75809441","0","75809441","0","0","0","0","7864460","7864460","0","8459539","8459539","0","18030","18030","5128","20120","25248","0","0","0","608735","0","608735","12183334","0","12183334","0","0","0","17316","430151","447467","0","0","0","131325194","16792300","148117494","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"110574","A","28404735","0","28404735","0","0","0","56586109","0","56586109","0","0","0","0","5071871","5071871","0","5212497","5212497","0","0","0","18627","293330","311957","0","83603","83603","443624","0","443624","7022545","0","7022545","0","0","0","7865","205976","213841","0","0","0","92483505","10867277","103350782","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,31,31,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"110583","A","53143038","0","53143038","0","0","0","105391292","0","105391292","0","0","0","0","12375933","12375933","0","11460779","11460779","0","2258","2258","0","387879","387879","0","118","118","1066713","0","1066713","17938518","141533","18080051","0","0","0","17165","118437","135602","0","0","0","177556726","24486937","202043663","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,10,11,10,31,10,10,10,31,10,10,10,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"110592","A","36935022","0","36935022","0","0","0","74433959","0","74433959","0","0","0","0","11355090","11355090","0","10887930","10887930","0","5705","5705","5161","197799","202960","0","0","0","1029647","0","1029647","7603229","66758","7669987","0","0","0","0","287161","287161","0","0","0","120007018","22800443","142807461","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,11,10,31,31,31,11,11,10,31
"110608","A","46812975","0","46812975","0","37467595","37467595","102677103","0","102677103","0","0","0","0","15420442","15420442","0","13569817","13569817","0","37543","37543","0","886082","886082","0","0","0","732345","0","732345","13804660","0","13804660","0","0","0","31531","120967","152498","0","0","0","164058614","67502446","231561060","0","",10,31,10,31,16,16,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,10,11,10,31,31,31,10,31,10,11,31,11,31,31,31,10,10,10,31,31,31,11,11,11,31
"110617","A","44367934","0","44367934","0","0","0","93200004","0","93200004","0","0","0","0","9165010","9165010","0","9200753","9200753","0","68601","68601","17180","1252164","1269344","0","935705","935705","909087","0","909087","12849893","901971","13751864","0","0","0","46131","4659682","4705813","0","0","0","151390229","26183886","177574115","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,11,10,31,10,10,10,10,10,31,10,10,10,31,10,10,10,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"110635","A","189464000","0","189464000","0","1573000","1573000","284816000","12004000","296820000","0","0","0","36229000","151487000","187716000","2555000","37273000","39828000","49000","690000","739000","7210000","70719000","77929000","0","0","0","22986000","0","22986000","59126000","0","59126000","0","0","0","27710000","0","27710000","0","0","0","630145000","273746000","903891000","0","",10,31,10,31,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"110644","A","108821000","0","108821000","0","2630000","2630000","255728000","22679000","278407000","0","19000","19000","19344000","102759000","122103000","1506000","30252000","31758000","56000","3835000","3891000","4091000","38425000","42516000","0","0","0","99159000","0","99159000","56446000","0","56446000","390112000","0","390112000","9405000","0","9405000","0","0","0","944668000","200599000","1145267000","0","",10,31,10,31,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,18,31,31,31,10,31,10,10,31,10,10,31,10,10,31,10,31,31,31,10,18,18,31
"110653","A","85881000","0","85881000","0","0","0","128607000","14215000","142822000","0","0","0","17088000","65447000","82535000","3068000","9788000","12856000","43000","1032000","1075000","3335000","29036000","32371000","0","0","0","65461000","0","65461000","46818000","0","46818000","171108000","0","171108000","10176000","0","10176000","0","0","0","531585000","119518000","651103000","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,31,10,10,31,10,10,31,10,31,31,31,10,10,10,31
"110662","A","199511000","0","199511000","0","0","0","352575000","21590000","374165000","0","0","0","55672000","225314000","280986000","958000","10105000","11063000","214000","17119000","17333000","7140000","104539000","111679000","0","0","0","167469000","0","167469000","179206000","0","179206000","439412000","0","439412000","282000","30981000","31263000","0","0","0","1402439000","409648000","1812087000","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,31,10,10,31,10,10,10,10,31,31,31,10,10,10,31
"110671","A","45251000","0","45251000","0","1195000","1195000","87100000","1112000","88212000","0","0","0","4926000","23307000","28233000","247000","5834000","6081000","237000","1668000","1905000","451000","6444000","6895000","0","0","0","45000","1604000","1649000","19448000","0","19448000","0","0","0","7156000","0","7156000","0","0","0","164861000","41164000","206025000","0","",10,31,11,31,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,18,31
"110680","A","92919000","0","92919000","0","0","0","162566000","14950000","177516000","0","0","0","54487000","214338000","268825000","1472000","12375000","13847000","37000","3178000","3215000","5628000","51683000","57311000","0","0","0","105380000","0","105380000","67097000","0","67097000","309618000","0","309618000","11851000","0","11851000","0","0","0","811055000","296524000","1107579000","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,31,10,10,31,10,10,31,10,31,31,31,10,10,10,31
"110699","A","17069000","0","17069000","0","0","0","120591000","5703000","126294000","0","0","0","49264000","178055000","227319000","817000","8977000","9794000","547000","50654000","51201000","5951000","74799000","80750000","0","0","0","208493000","0","208493000","14246000","0","14246000","476106000","0","476106000","22761000","0","22761000","0","0","0","915845000","318188000","1234033000","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,31,10,10,31,10,10,31,10,31,31,31,10,10,10,31
"110705","A","86407000","0","86407000","0","0","0","114905000","7206000","122111000","0","0","0","12511000","53303000","65814000","568000","5931000","6499000","25000","150000","175000","1202000","11149000","12351000","0","0","0","1371000","0","1371000","47264000","0","47264000","0","0","0","8983000","0","8983000","0","0","0","273236000","77739000","350975000","0","",10,31,10,31,31,31,11,11,11,31,31,31,10,10,10,11,11,11,10,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"110714","A","56352000","0","56352000","0","0","0","68860000","5548000","74408000","0","0","0","4555000","23320000","27875000","1439000","5278000","6717000","4000","867000","871000","667000","6334000","7001000","0","0","0","272000","0","272000","31823000","0","31823000","0","0","0","5629000","0","5629000","0","0","0","169601000","41347000","210948000","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"110778","A","2029331","0","2029331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165726","32908","198634","0","0","0","90553","0","90553","0","0","0","0","0","0","9553","4080","13633","0","0","0","2295163","36988","2332151","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,10,31,10,31,31,31,31,31,31,10,10,10,31,31,31,10,10,10,31
"110981","A","6682831","0","6682831","0","0","0","0","0","0","0","0","0","0","0","0","380720","9355","390075","0","0","0","0","0","0","0","0","0","299544","0","299544","168172","0","168172","4068269","0","4068269","524802","80240","605042","0","0","0","12124338","89595","12213933","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"111081","A","14868911","0","14868911","0","0","0","0","0","0","0","0","0","0","850635","850635","0","4145","4145","0","7500","7500","3298501","5664580","8963081","1223744","1105901","2329645","14732","0","14732","1417568","0","1417568","0","0","0","266875","227652","494527","0","0","0","21090331","7860413","28950744","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10
"111188","A","0","3113049","3113049","0","0","0","0","5366218","5366218","0","0","0","0","507486","507486","0","130231","130231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9116984","9116984","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"111391","A","15522555","0","15522555","0","0","0","0","0","0","0","0","0","0","262943","262943","0","0","0","0","0","0","81726","188003","269729","386950","83867","470817","0","0","0","519017","0","519017","0","0","0","288015","24075","312090","0","0","0","16798263","558888","17357151","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"111434","A","1640485","203165","1843650","0","401049","401049","633738","1176475","1810213","9301628","52019","9353647","63","608442","608505","0","7694","7694","0","0","0","20107","71274","91381","26100","0","26100","0","15597","15597","0","1354240","1354240","0","0","0","147125","351496","498621","0","0","0","11769246","4241451","16010697","0","",10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,10,10,10,10,31,10,31,10,10,31,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"111461","A","1236805","185576","1422381","0","0","0","4455109","0","4455109","5523004","0","5523004","1014577","647792","1662369","357234","840320","1197554","0","0","0","0","87209","87209","0","0","0","394650","0","394650","0","478289","478289","0","0","0","394011","175805","569816","0","0","0","13375390","2414991","15790381","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"111887","A","4016212","617165","4633377","4030","656851","660881","21215175","771398","21986573","20430939","0","20430939","12503","5365123","5377626","0","3159313","3159313","0","740517","740517","0","90650","90650","0","0","0","18535","0","18535","6105367","0","6105367","0","0","0","974727","32013","1006740","0","0","0","52777488","11433030","64210518","572230","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
