unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b235,b245,b255,b265,b275,bline05,bline14,bline15,bline17,bline20,bline21,bline18,part
"150659","295992","32278","328270","230403","11650","29685","41335","10000","0","0","0","0","169650","4188","173838","96768","65287","2684","67971","40655","354622","11721","366343","138595","65994","2546","68540","47623","0","109316","109316","0","0","0","-11167","-9151","-20318","952028","183267","1135295","61655","0","61655","0","0","0","0","0","0","1013683","183267","1196950","564044","168665","0","0","732709","76123","0","0","0","0","0","0","B"
"150668","3813392","286958","4100350","2530223","3183","26717","29900","13524","20023","0","20023","19140","1301174","73524","1374698","686166","1430841","27164","1458005","784824","1787443","299676","2087119","938243","1022861","17042","1039903","468369","1343231","960814","2304045","5437","0","5437","-123970","5000","-118970","10603615","1696895","12300510","2201992","22582","2224574","0","0","0","0","0","0","12805607","1719477","14525084","5440489","1438892","0","0","6879381","567909","178691","0","0","0","0","0","B"
"150677","1532545","104630","1637175","907066","","","","","","","","","304888","10392","315280","150175","670480","81381","751861","428228","1331839","47171","1379010","700747","485958","4190","490148","403998","626325","1096801","1723126","0","146305","146305","","","","4952035","1490870","6442905","1637432","0","1637432","","","","","","","6589467","1490870","8080337","2590214","415998","","","3006212","83687","","","","","","","B"
"150686","510239","14893","525132","334386","","","","","","","","","117361","6920","124281","56344","93748","3754","97502","26729","393315","0","393315","42508","123681","0","123681","0","35226","9842","45068","","","","","","","1273570","35409","1308979","146912","0","146912","","","","","","","1420482","35409","1455891","459967","50177","","0","510144","19155","","","","","","","B"
"150756","3936843","296248","4233091","2612134","3183","26717","29900","13524","20023","0","20023","19140","1301174","73524","1374698","686166","1477162","28043","1505205","810231","1787443","299676","2087119","938243","1022861","17042","1039903","468369","1386715","991918","2378633","5437","0","5437","-123970","5000","-118970","10816871","1738168","12555039","2273277","23313","2296590","0","0","0","0","0","0","13090148","1761481","14851629","5547807","1485473","0","0","7033280","567909","184476","0","0","0","0","0","B"
"150774","718555","0","718555","577925","","","","","","","","","56351","0","56351","30331","16993","0","16993","0","491005","0","491005","289323","108178","0","108178","38485","2300","270509","272809","","","","","","","1393382","270509","1663891","113049","0","113049","","","","","","","1506431","270509","1776940","936064","159680","","","1095744","56351","","","","","","","B"
"150941","1772144","0","1772144","1325396","","","","","","","","","322230","0","322230","111735","1095398","68297","1163695","535059","1573455","37468","1610923","681595","994885","0","994885","169893","1172969","850395","2023364","15750","0","15750","125848","69576","195424","7072679","1025736","8098415","994162","14185","1008347","","","","","","","8066841","1039921","9106762","2823678","537338","","","3361016","57930","","","","","","","B"
"150978","2508935","609569","3118504","2145559","0","0","0","0","449550","2250","451800","288300","548338","35824","584162","390650","384571","32850","417421","313699","1174751","2642","1177393","570276","969291","0","969291","249916","128402","969523","1097925","0","0","0","0","141667","141667","6163838","1794325","7958163","499369","0","499369","0","0","0","0","0","0","6663207","1794325","8457532","3958400","0","0","0","3958400","83702","0","0","0","0","0","0","B"
"150987","5027015","1613317","6640332","4257247","0","0","0","0","714149","89603","803752","351947","1076601","41444","1118045","603318","919170","300009","1219179","859494","2201251","4467","2205718","973062","2000714","450","2001164","524022","353794","3341364","3695158","0","0","0","0","0","0","12292694","5390654","17683348","1135314","0","1135314","0","0","0","0","0","0","13428008","5390654","18818662","7569090","0","0","0","7569090","153411","0","0","0","0","0","0","B"
"150996","2394331","343147","2737478","1914710","0","0","0","0","236388","0","236388","183553","205988","233","206221","133134","523129","50801","573930","400528","846418","1242","847660","343432","755484","5613","761097","169616","164278","1517011","1681289","0","0","0","0","0","0","5126016","1918047","7044063","533772","0","533772","0","0","0","0","0","0","5659788","1918047","7577835","3144973","0","0","0","3144973","3538","0","0","0","0","0","0","B"
"151005","2014377","258332","2272709","1470428","0","0","0","0","569896","66378","636274","211325","422924","10553","433477","272151","459979","21516","481495","319671","925895","7612","933507","447601","774761","4757","779518","263974","163885","1631618","1795503","0","0","0","0","0","0","5331717","2000766","7332483","520320","2728","523048","0","0","0","0","0","0","5852037","2003494","7855531","2985150","0","0","0","2985150","45334","0","0","0","0","0","0","B"
"151014","1540598","303303","1843901","1158339","0","0","0","0","562293","0","562293","395512","88560","3821","92381","50142","423425","28473","451898","247014","825244","2638","827882","458861","810202","5142","815344","127176","91425","713919","805344","0","0","0","0","0","0","4341747","1057296","5399043","602358","39","602397","0","0","0","0","0","0","4944105","1057335","6001440","2437044","0","0","0","2437044","26193","0","0","0","0","0","0","B"
"151023","2068025","256151","2324176","1566567","0","0","0","0","287227","1048706","1335933","149674","410120","44222","454342","272716","374680","24933","399613","246291","1150836","733","1151569","377300","840630","218","840848","191411","118131","964298","1082429","0","0","0","0","0","0","5249649","2339261","7588910","98609","0","98609","0","0","0","0","0","0","5348258","2339261","7687519","2803959","0","0","0","2803959","109291","0","0","0","0","0","0","B"
"151032","2880638","365329","3245967","2254664","0","0","0","0","287162","0","287162","208383","462230","4262","466492","293812","561279","36165","597444","421166","927558","6052","933610","355404","583285","2085","585370","132657","185122","1195537","1380659","0","0","0","0","0","0","5887274","1609430","7496704","604421","0","604421","0","0","0","0","0","0","6491695","1609430","8101125","3666086","0","0","0","3666086","66695","0","0","0","0","0","0","B"
"151041","1631286","367160","1998446","1422250","0","0","0","0","308989","664460","973449","557896","198799","692","199491","126521","384299","26893","411192","283283","792115","2955","795070","308857","684150","0","684150","161283","162755","1213279","1376034","0","0","0","0","0","0","4162393","2275439","6437832","349492","1985","351477","0","0","0","0","0","0","4511885","2277424","6789309","2860090","0","0","0","2860090","20035","0","0","0","0","0","0","B"
"151050","2424238","615328","3039566","1983172","0","0","0","0","306066","167741","473807","331037","551424","8099","559523","366775","405244","47408","452652","312507","987898","8750","996648","353462","702319","11874","714193","158899","196600","1277905","1474505","0","0","0","0","54000","54000","5573789","2191105","7764894","510362","0","510362","0","0","0","0","0","0","6084151","2191105","8275256","3505852","0","0","0","3505852","67859","0","20000","0","0","0","0","B"
"151069","2802413","505373","3307786","2145362","0","0","0","0","517376","58794","576170","365787","249898","3992","253890","147916","434065","36380","470445","333100","1037127","8371","1045498","418495","521513","8066","529579","184789","146001","1830714","1976715","0","0","0","0","0","0","5708393","2451690","8160083","415781","0","415781","0","0","0","0","0","0","6124174","2451690","8575864","3595449","0","0","0","3595449","97754","0","0","0","0","0","0","B"
"151078","1386041","201771","1587812","1118543","0","0","0","0","79367","0","79367","46728","205918","76766","282684","181351","315453","20759","336212","241175","633618","0","633618","316248","292637","1654","294291","64158","85322","930561","1015883","0","0","0","0","0","0","2998356","1231511","4229867","15179","0","15179","0","0","0","0","0","0","3013535","1231511","4245046","1968203","0","0","0","1968203","10050","0","0","0","0","0","0","B"
"151087","3126212","896177","4022389","2831685","0","0","0","0","187826","961106","1148932","686232","545906","1180","547086","313857","836773","56569","893342","634919","1470289","578","1470867","857269","1367099","3931","1371030","121965","174614","2326685","2501299","0","0","0","0","0","0","7708719","4246226","11954945","677501","0","677501","0","0","0","0","0","0","8386220","4246226","12632446","5445927","0","0","0","5445927","117762","0","0","0","0","0","0","B"
"151096","1180248","161318","1341566","950401","0","0","0","0","201972","0","201972","161689","193688","1774","195462","121077","203444","11892","215336","154939","641634","835","642469","289967","378306","3514","381820","105927","85642","755403","841045","0","0","0","0","0","0","2884934","934736","3819670","224034","0","224034","0","0","0","0","0","0","3108968","934736","4043704","1784000","0","0","0","1784000","60001","0","0","0","0","0","0","B"
"151102","21920942","1319212","23240154","16500096","17","423231","423248","140892","808089","312344","1120433","443336","2033767","100259","2134026","1213153","2441223","29547","2470770","1527861","4455956","6710","4462666","2360786","4051996","2348","4054344","1498719","307451","2461670","2769121","1999948","0","1999948","2032114","63291","2095405","40051503","4718612","44770115","1731557","22454","1754011","0","0","0","0","0","0","41783060","4741066","46524126","23684843","6218138","0","465235","30368216","1715280","213291","0","0","0","0","0","B"
"151111","133384473","14694000","148078473","96007342","4580952","36205171","40786123","19967241","23056324","14697948","37754272","21278496","21533966","859913","22393879","9218860","8222058","","8222058","4599113","12395365","33888","12429253","7155204","27749708","","27749708","6483452","3370680","8979338","12350018","11757150","","11757150","31798","558024","589822","246082474","76028282","322110756","25989280","","25989280","278224273","","278224273","","","","550296027","76028282","626324309","164709708","41177427","","","205887135","6428337","1694765","2574340","6728732","","","18946975","B"
"151263","6339972","437693","6777665","5095426","0","0","0","0","85123","0","85123","59162","1481993","119639","1601632","611671","1438374","52605","1490979","837276","2565766","34155","2599921","1155539","948442","104449","1052891","327484","3302390","3066299","6368689","0","0","0","690892","222674","913566","16852952","4037514","20890466","3533920","8101","3542021","0","0","0","0","0","0","20386872","4045615","24432487","8086558","1379098","0","0","9465656","586436","0","0","0","0","0","0","B"
"151290","1369547","108625","1478172","1007175","","","","","","","","","126935","332727","459662","287784","883248","42085","925333","282729","773637","11644","785281","406019","450027","4325","454352","159137","209865","500775","710640","634097","131733","765830","","","","4447356","1131914","5579270","816329","574","816903","","","","","","","5263685","1132488","6396173","2142844","308385","","","2451229","46827","","","","","","","B"
"151306","10637337","449776","11087113","7613475","","240746","240746","79398","","","","","2731432","7480","2738912","1553778","1867139","51380","1918519","1102805","2194835","19781","2214616","1482869","3233750","3967","3237717","1062253","521929","2766807","3288736","1798661","0","1798661","819383","-5839","813544","23804466","3534098","27338564","2902438","","2902438","","","","","","","26706904","3534098","30241002","12894578","3166058","","","16060636","981861","48742","-402562","","","","","B"
"151324","43491713","389624","43881337","33617105","88357","683899","772256","249795","703075","456503","1159578","601267","9725758","1112211","10837969","6272029","2795254","766021","3561275","2318864","14742754","318269","15061023","5242241","16718781","0","16718781","4343591","4293103","7602734","11895837","72611","0","72611","2386173","10000","2396173","95017579","11339261","106356840","25079050","0","25079050","0","0","0","0","0","0","120096629","11339261","131435890","52644892","15595351","1818101","0","70058344","1063493","641687","1921551","","","","","B"
"151333","5911648","69205","5980853","3980821","4774","","4774","","17381","788","18169","155","1633539","5481","1639020","746606","769834","","769834","504043","1478541","","1478541","707492","899452","","899452","509553","129926","1092438","1222364","407805","","407805","360920","-21994","338926","11613820","1145918","12759738","963189","","963189","","","","","","","12577009","1145918","13722927","6448670","1612160","","","8060830","709958","0","53613","","","","","B"
"151342","13806147","10927","13817074","9756839","30407","71653","102060","17165","1126550","14655","1141205","488729","2408860","7810","2416670","1204765","1460707","","1460707","904275","2169332","","2169332","751372","2344045","","2344045","1056334","902769","1749034","2651803","870347","","870347","681449","-42395","639054","25800613","1811684","27612297","1914949","","1914949","","","","","","","27715562","1811684","29527246","14179479","3544870","","","17724349","1053531","","59733","","","","","B"
"151351","155158074","8599692","163757766","113966283","6862249","30292465","37154714","19192873","4907111","11519294","16426405","7606982","38796898","7704958","46501856","17052322","15831265","5584","15836849","9240639","39247361","3056005","42303366","18761370","37803596","","37803596","10580816","21894628","13349213","35243841","18415086","","18415086","-9547541","-2024804","-11572345","329368727","72502407","401871134","130905425","","130905425","","","","","","","460274152","72502407","532776559","196401285","49100321","","","245501606","19630304","4129069","11866522","","","","","B"
"151360","9609948","127920","9737868","8997943","20216","40143","60359","13654","61582","693010","754592","652955","2038942","18671","2057613","1056734","1386861","6296","1393157","795672","1529557","9076","1538633","953630","2506540","","2506540","993155","285503","1977767","2263270","","","","2544893","-36671","2508222","19984042","2836212","22820254","1785567","","1785567","","","","","","","21769609","2836212","24605821","13463743","3387586","","","16851329","890604","0","-219249","","","","","B"
"151379","9165505","42893","9208398","6722484","24994","9805","34799","7275","","22240","22240","5767","2154616","3714","2158330","952923","1745654","","1745654","1085561","1699418","1976","1701394","954337","1803154","","1803154","800682","324968","2205568","2530536","816673","","816673","597208","-32397","564811","18332190","2253799","20585989","1713725","","1713725","","","","","","","20045915","2253799","22299714","10529029","2632257","","","13161286","709958","","59387","","","","","B"
"151388","3084372","21903","3106275","2304161","16200","","16200","12543","56","1287481","1287537","364349","874948","21647","896595","359049","546236","101777","648013","404563","1110277","1138","1111415","479685","526070","","526070","132904","136153","1034072","1170225","211517","","211517","216602","-13984","202618","6722431","2454034","9176465","1009151","","1009151","","","","","","","7731582","2454034","10185616","4057254","1014388","","","5071642","357998","0","258484","","","","","B"
"151458","294169","6003","300172","224829","4546","0","4546","3969","981","0","981","563","233625","0","233625","87610","358949","0","358949","183423","634263","23004","657267","235301","380786","1146","381932","44304","181","3350","3531","18561","207","18768","","","","1926061","33710","1959771","121416","0","121416","","","","","","","2047477","33710","2081187","779999","78973","0","5645","864617","","","","","","","","B"
"151467","251940","5142","257082","192554","1878","0","1878","1640","406","0","406","233","96518","0","96518","36195","148292","0","148292","75777","262033","9503","271536","97210","157313","474","157787","18303","10524","195408","205932","7668","85","7753","","","","936572","210612","1147184","50162","0","50162","","","","","","","986734","210612","1197346","421912","42718","0","3053","467683","","","","","","","","B"
"151494","716341","0","716341","537254","","","","","","","","","","","","","","","","","546856","0","546856","251389","511576","0","511576","11418","","","","","","","","","","1774773","0","1774773","","","","","","","","","","1774773","0","1774773","800061","216016","","","1016077","","","","","","","","B"
"151500","1443138","0","1443138","1083853","","","","","","","","","","","","","","","","","732237","0","732237","326863","791623","0","791623","16271","","","","","","","","","","2966998","0","2966998","","","","","","","","","","2966998","0","2966998","1426987","385286","","","1812273","","","","","","","","B"
"151519","1845933","0","1845933","1343475","","","","","","","","","","","","","","","","","1020414","0","1020414","381014","992495","0","992495","25402","","","","","","","","","","3858842","0","3858842","","","","","","","","","","3858842","0","3858842","1749891","472471","","","2222362","","","","","","","","B"
"151616","3808859","77731","3886590","2911057","28389","0","28389","24783","6128","0","6128","3517","1459164","0","1459164","547186","2241901","0","2241901","1145611","3961429","143679","4105108","1469628","2378284","7157","2385441","276711","159105","2954212","3113317","115925","1289","117214","","","","14159184","3184068","17343252","758335","0","758335","","","","","","","14917519","3184068","18101587","6378493","645810","0","46156","7070459","","","","","","","","B"
"151625","110082","0","110082","81308","","","","","","","","","","","","","","","","","461188","0","461188","223736","309433","0","309433","0","","","","","","","","","","880703","0","880703","","","","","","","","","","880703","0","880703","305044","32310","","","337354","","","","","","","","B"
"151759","100988","5991","106979","76597","175","345","520","273","618","1673","2291","976","20446","1099","21545","12819","41904","1430","43334","22404","76030","2110","78140","32740","42273","644","42917","12918","63144","167356","230500","7214","332","7546","6070","891","6961","358862","181871","540733","51642","1487","53129","58","0","58","344","0","344","410906","183358","594264","158727","29492","12","20","188251","","","","","","","","B"
"151777","3012599","209760","3222359","2423354","0","0","0","0","0","0","0","0","406976","11638","418614","133754","1865208","13061","1878269","777838","2164515","51388","2215903","1118161","927306","55743","983049","324895","1924212","2451354","4375566","3943","0","3943","0","0","0","10304759","2792944","13097703","3306782","0","3306782","0","0","0","0","0","0","13611541","2792944","16404485","4778002","1114972","0","0","5892974","94308","534266","0","","","","","B"
"151786","2610494","","2610494","2425836","","","","","","","","","1419881","","1419881","665252","541791","","541791","355778","502041","","502041","231873","1814121","","1814121","1173539","576366","1691917","2268283","446326","","446326","","","","7911020","1691917","9602937","","","","","","","","","","7911020","1691917","9602937","4852278","582674","","","5434952","","","","","","","","B"
"151801","7191899","223551","7415450","3505840","0","0","0","0","0","0","0","0","448681","39736","488417","184203","1479911","90827","1570738","712575","1717439","153538","1870977","1011638","949926","45559","995485","376271","1589518","2189985","3779503","538196","0","538196","-144674","-99276","-243950","13770896","2643920","16414816","2952042","56288","3008330","0","0","0","0","0","0","16722938","2700208","19423146","5790527","1412603","0","0","7203130","283864","86671","1224046","","","","","B"
"151810","","","","","","","","","","","","","","","","","","","","","1558986","","1558986","999964","58618","","58618","","146861","","146861","","","","","375094","375094","1764465","375094","2139559","","","","","","","","","","1764465","375094","2139559","999964","39018","","","1038982","","","","","","","","B"
"151865","287968","53500","341468","230403","11650","29685","41335","10000","0","0","0","0","171839","2000","173839","96768","65287","2684","67971","40655","326170","11721","337891","129511","57994","0","57994","47623","28112","85018","113130","0","0","0","-5819","0","-5819","943201","184608","1127809","61656","0","61656","0","0","0","0","0","0","1004857","184608","1189465","554960","160072","0","0","715032","76123","0","0","0","0","0","0","B"
"151962","","264865","264865","172467","","","","","","","","","","17930","17930","8948","","","","","","774377","774377","287711","152376","2296","154672","48213","","","","","","","","","","152376","1059468","1211844","","","","","","","","","","152376","1059468","1211844","517339","86040","624","3255","607258","","","","","","","","B"
"152080","63853316","10689038","74542354","54721071","0","21375835","21375835","9442855","2063447","2939004","5002451","1682133","13706727","1802043","15508770","6478508","8716968","295478","9012446","4967483","23803756","0","23803756","10385130","15216209","0","15216209","8205761","9739836","20733128","30472964","114129","0","114129","11722691","-6795262","4927429","148937079","51039264","199976343","78202794","0","78202794","0","0","0","0","0","0","227139873","51039264","278179137","95882941","15205443","0","0","111088384","9346839","202504","7619088","0","0","0","0","B"
"152099","1525929","0","1525929","891369","","","","","290942","0","290942","143095","99984","0","99984","40389","87649","250483","338132","26850","928215","82883","1011098","459898","370361","0","370361","151321","1540445","867972","2408417","257639","0","257639","","","","5101164","1201338","6302502","270155","307756","577911","","","","","","","5371319","1509094","6880413","1712922","239226","","","1952148","99984","18179","","","","","","B"
"152248","18237520","1244290","19481810","14035251","0","146428","146428","101588","571844","61210","633054","328665","1116723","11868","1128591","447396","1426418","30274","1456692","953950","3819697","17426","3837123","2260189","3972930","322","3973252","1505729","156922","2413749","2570671","1446732","0","1446732","1144099","56539","1200638","31892885","3982106","35874991","1012282","7984","1020266","0","0","0","0","0","0","32905167","3990090","36895257","19632768","4858368","0","399669","24890805","1060888","0","0","0","0","0","0","B"
"152266","5420958","235080","5656038","4110234","0","4229","4229","0","189639","3000","192639","105540","494672","0","494672","216750","586591","42731","629322","405792","1440262","544","1440806","837618","1797620","3475","1801095","734584","49345","1022503","1071848","321611","0","321611","304227","3814","308041","10604925","1315376","11920301","165089","0","165089","0","0","0","0","0","0","10770014","1315376","12085390","6410518","1692873","0","96784","8200175","335481","0","0","0","0","0","0","B"
"152318","7941142","1585518","9526660","6048103","","","","","","","","","903411","27134","930545","346861","1791507","10998","1802505","974184","3036167","81920","3118087","1375692","2735065","0","2735065","757532","1502528","4380982","5883510","","","","","","","17909820","6086552","23996372","2735149","0","2735149","","","","","","","20644969","6086552","26731521","9502372","2754477","","","12256849","252730","","","","","","","B"
"152336","1610246","202734","1812980","1342621","","","","","","","","","410908","0","410908","286869","569127","0","569127","408390","1233623","0","1233623","466141","610696","0","610696","268629","661462","1115272","1776734","","","","198570","-85466","113104","5294632","1232540","6527172","605699","0","605699","","","","","","","5900331","1232540","7132871","2772650","367868","","","3140518","178573","","","","","","","B"
"152363","2790366","115861","2906227","1896250","","","","","","","","","983981","3508","987489","532090","1828117","57751","1885868","861944","641145","0","641145","329460","1115461","1335073","2450534","718917","2501314","1142687","3644001","0","85000","85000","0","91432","91432","9860384","2831312","12691696","3092010","263600","3355610","","","","","","","12952394","3094912","16047306","4338661","1057489","","","5396150","285934","263600","","","","","","B"
"152381","2335871","503790","2839661","1903114","0","0","0","0","0","0","0","0","183675","0","183675","82979","663837","3010","666847","432765","1443501","85740","1529241","459336","1025806","580886","1606692","113223","438370","813292","1251662","69096","0","69096","0","0","0","6160156","1986718","8146874","688708","0","688708","","","","","","","6848864","1986718","8835582","2991417","562784","0","0","3554201","135740","0","0","","","","","B"
"152390","8212390","42828","8255218","5506075","","","","","","","","","2020262","0","2020262","1060850","2019806","0","2019806","1107666","4938942","283270","5222212","2247356","2129920","0","2129920","665975","2638192","631779","3269971","","","","1734853","-22843","1712010","23694365","935034","24629399","5561288","0","5561288","","","","","","","29255653","935034","30190687","10587922","3232529","","","13820451","714893","","","","","","","B"
"152406","839444","0","839444","673432","4790","0","4790","1350","","","","","305379","0","305379","216206","276993","0","276993","148678","852084","0","852084","310195","213542","0","213542","60000","194513","107707","302220","","","","","","","2686745","107707","2794452","496862","0","496862","","","","","","","3183607","107707","3291314","1409861","198000","","","1607861","154020","","","","","","","B"
"152451","775683","0","775683","567764","4057","0","4057","1500","","","","","206333","0","206333","51722","162638","0","162638","139180","439414","0","439414","250000","90321","0","90321","30000","71710","0","71710","","","","","","","1750156","0","1750156","568294","0","568294","","","","","","","2318450","0","2318450","1040166","108596","","","1148762","141278","","","","","","","B"
"152530","4585109","284435","4869544","3250564","0","0","0","0","0","0","0","0","1602502","32777","1635279","802770","1706066","159387","1865453","727657","3591914","407660","3999574","1459304","2326506","469462","2795968","782474","2691406","1833167","4524573","30780","0","30780","1274927","0","1274927","17809210","3186888","20996098","4782481","94968","4877449","","","","","","","22591691","3281856","25873547","7022769","2156528","","","9179297","832418","625499","","","","","","B"
"152567","2948280","19551","2967831","2395472","","","","","","","","","539103","0","539103","353276","1006783","0","1006783","601902","3154578","98742","3253320","670271","1536566","0","1536566","463184","1773725","1563589","3337314","","","","347038","106031","453069","11306073","1787913","13093986","1700732","74023","1774755","","","","","","","13006805","1861936","14868741","4484105","1344106","","","5828211","147969","","","","","","","B"
"152600","13667073","414528","14081601","10246269","42098","146611","188709","1246","178412","0","178412","45939","4521415","178641","4700056","2134716","4611384","26972","4638356","2249927","3873588","194171","4067759","2273606","4206423","10565","4216988","1484348","6230220","4510422","10740642","65859","0","65859","194715","240334","435049","37591187","5722244","43313431","6415084","0","6415084","","","","","","","44006271","5722244","49728515","18436051","5050950","","","23487001","1728404","","","","","","","B"
"152637","17555660","","17555660","14916137","","","","","916988","11142206","12059194","4759790","2694242","","2694242","1864463","1721784","","1721784","1281141","8693959","","8693959","725951","4137210","","4137210","1743056","1429038","6401491","7830529","","","","","","","37148881","17543697","54692578","11205248","","11205248","","","","","","","48354129","17543697","65897826","25290538","7654377","","","32944915","669449","","","","","","","B"
"152673","5082926","0","5082926","3480345","0","543028","543028","165598","23000","600533","623533","94390","1310745","72334","1383079","433959","2305785","49150","2354935","1085873","2446227","23531","2469758","1120658","2137702","0","2137702","978789","3122524","2594520","5717044","","","","341307","0","341307","16770216","3883096","20653312","1484309","0","1484309","","","","","","","18254525","3883096","22137621","7359612","2115063","","","9474675","616315","","34050","","","","","B"
"152822","1559403","","1559403","1155908","","","","","","","","","207773","","207773","137675","911581","","911581","520888","1069482","","1069482","657525","411406","","411406","118133","14213","875366","889579","","","","","","","4173858","875366","5049224","1561771","","1561771","","","","","","","5735629","875366","6610995","2590129","454268","","","3044397","87531","","","","","","","B"
"152992","2731292","25850","2757142","2121675","","","","","","","","","718579","139383","857962","428260","1295943","118282","1414225","579101","1074984","71072","1146056","516401","512018","30458","542476","146056","1233365","1179036","2412401","10568","0","10568","77420","0","77420","7654169","1564081","9218250","1551209","73115","1624324","0","0","0","","","","9205378","1637196","10842574","3791493","873469","","","4664962","166738","267822","","","","","","B"
"153001","6740513","97131","6837644","3674443","","","","","","","","","955483","22436","977919","305519","2369106","105520","2474626","1145083","2822861","20509","2843370","1819018","1076336","82921","1159257","458338","1519747","2210964","3730711","378189","0","378189","","","","15862235","2539481","18401716","2539180","0","2539180","","","","","","","18401415","2539481","20940896","7402401","2413834","","","9816235","545322","81795","714469","","","","","B"
"153108","5954196","","5954196","3766779","","130404","130404","20960","","163715","163715","74765","866721","","866721","320978","2476628","459058","2935686","1261977","1762050","","1762050","883167","1274325","","1274325","583984","4458446","1444658","5903104","73886","","73886","1829362","","1829362","18695614","2197835","20893449","4513624","","4513624","","","","","","","23209238","2197835","25407073","6912610","1494989","","","8407599","562692","","","","","","","B"
"153126","2105783","43336","2149119","1604636","1188","56525","57713","0","","","","","565775","17770","583545","271257","861264","36114","897378","515185","823880","32627","856507","688891","571320","1496","572816","275530","735971","899806","1635777","154","0","154","","","","5665335","1087674","6753009","1352576","24713","1377289","","","","","","","7017911","1112387","8130298","3355499","562740","","","3918239","278197","","","","","","","B"
"153144","4866081","289715","5155796","3693242","","","","","","","","","810627","122664","933291","388462","1381168","2099","1383267","653524","2284017","153399","2437416","1011752","1275587","2225","1277812","461604","3265322","595718","3861040","","","","150000","70569","220569","14032802","1236389","15269191","2360305","274536","2634841","","","","","","","16393107","1510925","17904032","6208584","1175102","","","7383686","628479","541789","","","","","","B"
"153162","4904700","44170","4948870","3510387","0","36909","36909","15000","0","8906","8906","4500","1300235","20715","1320950","567532","1799915","70518","1870433","859296","2142616","567514","2710130","1087539","1594095","5952","1600047","853471","3521269","2115476","5636745","0","0","0","514650","0","514650","15777480","2870160","18647640","3445914","0","3445914","0","0","0","0","0","0","19223394","2870160","22093554","6897725","1531693","0","0","8429418","528804","50700","587882","0","0","0","0","B"
"153214","16937444","9964635","26902079","14779692","","","","","","","","","3358651","","3358651","1989855","2112664","178912","2291576","1412692","3954910","702212","4657122","1978447","2487986","299006","2786992","801986","","3989086","3989086","","","","141404","4922","146326","28993059","15138773","44131832","5838122","","5838122","","","","","","","34831181","15138773","49969954","20962672","4160214","","","25122886","921401","","146700","","","","","B"
"153241","145943","390297","536240","318674","1746","11718","13464","9051","0","0","0","0","54960","47179","102139","32860","313104","0","313104","147154","546410","0","546410","127768","123399","0","123399","67991","0","276563","276563","34167","0","34167","0","0","0","1219729","725757","1945486","296836","0","296836","0","0","0","0","0","0","1516565","725757","2242322","703498","191778","0","24814","920090","95225","0","0","0","0","0","0","B"
"153250","3610706","77378","3688084","2337533","0","0","0","0","206252","13079","219331","107289","533521","21300","554821","332148","996518","13800","1010318","455083","1272270","17384","1289654","530056","570413","39200","609613","213829","1365250","810979","2176229","0","0","0","494825","3071","497896","9049755","996191","10045946","1945316","3900","1949216","0","0","0","","","","10995071","1000091","11995162","3975938","1181487","0","0","5157425","199920","101100","250000","0","0","0","0","B"
"153269","20968357","2155623","23123980","14397112","13417","124829","138246","29685","4292","2765756","2770048","1058545","4715766","727033","5442799","2343978","3944657","208362","4153019","1938818","5855338","512352","6367690","3437623","3108776","6064","3114840","1384565","11094314","2871266","13965580","378189","0","378189","4573164","0","4573164","54656270","9371285","64027555","13775160","312460","14087620","","","","","","","68431430","9683745","78115175","24590326","6506025","","","31096351","2388637","479604","","","","","","B"
"153278","2313173","256692","2569865","1884305","","","","","","","","","1293668","56214","1349882","812926","1497851","55507","1553358","770100","2753581","87982","2841563","890370","750454","0","750454","415413","1572106","1832467","3404573","3751","0","3751","-789317","349741","-439576","9395267","2638603","12033870","1821661","0","1821661","","","","","","","11216928","2638603","13855531","4773114","1066204","","","5839318","401987","464850","","","","","","B"
"153302","290433","229007","519440","456659","","","","","5000","89938","94938","0","42750","2143","44893","28145","129599","1500","131099","58029","664963","15735","680698","266885","283719","3164","286883","125865","0","257321","257321","","","","25511","0","25511","1441975","598808","2040783","267001","756","267757","","","","","","","1708976","599564","2308540","935583","62325","48600","","1046508","2563","0","0","","","","","B"
"153311","9785022","3666117","13451139","7816338","0","0","0","0","0","5381179","5381179","2085965","2278147","0","2278147","1332518","1584353","0","1584353","1245116","3163757","394526","3558283","1508639","1507613","317034","1824647","364237","0","2812385","2812385","0","0","0","0","109395","109395","18318892","12680636","30999528","0","1999760","1999760","0","0","0","0","0","0","18318892","14680396","32999288","14352813","2519504","0","374417","17246734","300296","0","0","0","0","0","0","B"
"153320","581158","0","581158","387315","","","","","49211","0","49211","11607","108717","1332","110049","71827","219765","0","219765","116973","322222","0","322222","258010","237412","596","238008","121097","37701","206863","244564","","","","","","","1556186","208791","1764977","1195344","0","1195344","","","","","","","2751530","208791","2960321","966829","282701","0","0","1249530","50643","","","","","","","B"
